fecha,vc_a,vc_e,vc_d,razon_45,senal_45,pos_45,razon_64,senal_64,pos_64,razon_90,senal_90,pos_90,razon_105,senal_105,pos_105,razon_126,senal_126,pos_126,votos,posicion,acum_a,acum_voto,acum_45_e,acum_45_d,acum_64_e,acum_64_d,acum_90_e,acum_90_d,acum_105_e,acum_105_d,acum_126_e,acum_126_d,aviso,aviso_estado
2015-09-21,35194.24,35986.14,29045.10,-0.033871,fuera,fuera,-0.033368,fuera,fuera,-0.032210,fuera,fuera,-0.031664,fuera,fuera,-0.029437,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-22,35402.80,36045.26,29122.63,-0.027315,fuera,fuera,-0.027244,fuera,fuera,-0.026338,fuera,fuera,-0.025723,fuera,fuera,-0.023558,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-23,35502.04,36078.38,29157.96,-0.023711,fuera,fuera,-0.024137,fuera,fuera,-0.023578,fuera,fuera,-0.022776,fuera,fuera,-0.020701,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-24,35479.32,36107.50,29187.96,-0.023435,fuera,fuera,-0.024310,fuera,fuera,-0.024160,fuera,fuera,-0.023130,fuera,fuera,-0.021273,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-25,35484.99,36153.57,29207.23,-0.022378,fuera,fuera,-0.023576,fuera,fuera,-0.023934,fuera,fuera,-0.022695,fuera,fuera,-0.021090,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-28,35292.14,36133.27,29174.38,-0.026742,fuera,fuera,-0.028290,fuera,fuera,-0.029072,fuera,fuera,-0.027696,fuera,fuera,-0.026408,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-29,35130.65,36168.61,29176.61,-0.030158,fuera,fuera,-0.032159,fuera,fuera,-0.033239,fuera,fuera,-0.031801,fuera,fuera,-0.030857,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-09-30,34982.44,36301.15,29218.76,-0.033273,fuera,fuera,-0.035820,fuera,fuera,-0.036977,fuera,fuera,-0.035552,fuera,fuera,-0.034877,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-01,35146.35,36312.32,29244.72,-0.027809,fuera,fuera,-0.030809,fuera,fuera,-0.032130,fuera,fuera,-0.030785,fuera,fuera,-0.030233,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-02,35143.50,36277.51,29211.98,-0.026842,fuera,fuera,-0.030347,fuera,fuera,-0.031841,fuera,fuera,-0.030602,fuera,fuera,-0.030202,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-05,35390.57,36332.81,29275.04,-0.018938,fuera,fuera,-0.023140,fuera,fuera,-0.024767,fuera,fuera,-0.023534,fuera,fuera,-0.023383,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-06,35531.34,36342.28,29294.75,-0.013990,fuera,fuera,-0.018964,fuera,fuera,-0.020599,fuera,fuera,-0.019505,fuera,fuera,-0.019516,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-07,35465.90,36333.10,29285.42,-0.014604,fuera,fuera,-0.020513,fuera,fuera,-0.022115,fuera,fuera,-0.021212,fuera,fuera,-0.021322,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-08,35707.31,36345.61,29338.06,-0.006860,fuera,fuera,-0.013644,fuera,fuera,-0.015274,fuera,fuera,-0.014516,fuera,fuera,-0.014700,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-09,35933.69,36369.87,29391.66,0.000547,fuera,fuera,-0.007449,fuera,fuera,-0.008855,fuera,fuera,-0.008261,fuera,fuera,-0.008474,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-13,35892.91,36382.88,29394.94,0.000507,fuera,fuera,-0.008569,fuera,fuera,-0.009818,fuera,fuera,-0.009366,fuera,fuera,-0.009544,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-14,35998.30,36413.61,29437.00,0.004307,fuera,fuera,-0.005528,fuera,fuera,-0.006724,fuera,fuera,-0.006493,fuera,fuera,-0.006521,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-15,35797.09,36397.22,29384.85,-0.000245,fuera,fuera,-0.010713,fuera,fuera,-0.012060,fuera,fuera,-0.012096,fuera,fuera,-0.011891,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-16,35938.79,36399.41,29396.84,0.004583,fuera,fuera,-0.006516,fuera,fuera,-0.007913,fuera,fuera,-0.008267,fuera,fuera,-0.007904,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-19,35974.58,36396.35,29398.08,0.006277,fuera,fuera,-0.005222,fuera,fuera,-0.006766,fuera,fuera,-0.007346,fuera,fuera,-0.006805,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-20,36185.34,36423.74,29461.15,0.012830,fuera,fuera,0.000873,fuera,fuera,-0.000997,fuera,fuera,-0.001618,fuera,fuera,-0.000947,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-21,36358.65,36426.12,29500.33,0.018212,fuera,fuera,0.005934,fuera,fuera,0.003729,fuera,fuera,0.003086,fuera,fuera,0.003773,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-22,36636.94,36456.81,29596.31,0.026498,A,fuera,0.013788,fuera,fuera,0.011381,fuera,fuera,0.010632,fuera,fuera,0.011358,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-23,36842.80,36456.66,29618.18,0.032711,A,fuera,0.019550,fuera,fuera,0.016941,fuera,fuera,0.016159,fuera,fuera,0.016930,fuera,fuera,5,E,,,,,,,,,,,,,,
2015-10-26,36972.80,36492.60,29660.52,0.036508,A,fuera,0.023109,A,fuera,0.020331,A,fuera,0.019587,fuera,fuera,0.020422,A,fuera,5,E,,,,,,,,,,,,,,
2015-10-27,36912.35,36491.63,29654.48,0.034671,A,fuera,0.021420,A,fuera,0.018478,A,fuera,0.017753,fuera,fuera,0.018677,A,fuera,5,E,,,,,,,,,,,,,,
2015-10-28,36832.80,36493.05,29635.46,0.031935,A,A,0.019129,A,fuera,0.016195,A,fuera,0.015470,fuera,fuera,0.016410,A,fuera,4,E,,,,,,,,,,,,,,
2015-10-29,36954.73,36491.11,29656.22,0.034225,A,A,0.022395,A,fuera,0.019370,A,fuera,0.018689,fuera,fuera,0.019670,A,fuera,4,E,,,,,,,,,,,,,,
2015-10-30,36930.45,36474.93,29647.58,0.032382,A,A,0.021706,A,A,0.018538,A,A,0.017857,fuera,fuera,0.018859,A,A,1,A,,,,,,,,,,,,,,
2015-11-02,36867.42,36477.32,29642.76,0.029902,A,A,0.020087,A,A,0.016703,A,A,0.016026,fuera,fuera,0.016954,A,A,1,A,,,,,,,,,,,,,,
2015-11-03,37054.65,36488.84,29681.30,0.034601,A,A,0.025356,A,A,0.021806,A,A,0.021017,A,fuera,0.021921,A,A,1,A,,,,,,,,,,,,,,
2015-11-04,37148.33,36484.39,29689.13,0.036492,A,A,0.028079,A,A,0.024252,A,A,0.023454,A,fuera,0.024331,A,A,1,A,,,,,,,,,,,,,,
2015-11-05,37145.99,36474.82,29672.54,0.035761,A,A,0.028127,A,A,0.023990,A,A,0.023218,A,fuera,0.024031,A,A,1,A,,,,,,,,,,,,,,
2015-11-06,37273.07,36472.02,29714.80,0.038068,A,A,0.031848,A,A,0.027093,A,A,0.026569,A,fuera,0.027215,A,A,1,A,,,,,,,,,,,,,,
2015-11-09,37334.69,36451.62,29706.42,0.038480,A,A,0.033700,A,A,0.028474,A,A,0.028040,A,A,0.028576,A,A,0,A,,,,,,,,,,,,,,
2015-11-10,37302.31,36429.39,29705.97,0.036396,A,A,0.032840,A,A,0.027310,A,A,0.026804,A,A,0.027383,A,A,0,A,,,,,,,,,,,,,,
2015-11-11,37214.42,36410.50,29684.57,0.032659,A,A,0.030538,A,A,0.024608,A,A,0.024104,A,A,0.024683,A,A,0,A,,,,,,,,,,,,,,
2015-11-12,37092.73,36418.72,29674.86,0.028058,A,A,0.027276,A,A,0.020984,A,A,0.020607,A,A,0.021058,A,A,0,A,,,,,,,,,,,,,,
2015-11-13,37090.18,36415.93,29681.06,0.026938,A,A,0.027203,A,A,0.020598,A,A,0.020365,A,A,0.020657,A,A,0,A,,,,,,,,,,,,,,
2015-11-16,36883.29,36402.72,29649.14,0.020357,A,A,0.021626,A,A,0.014687,A,A,0.014529,A,A,0.014685,A,A,0,A,,,,,,,,,,,,,,
2015-11-17,37156.82,36440.21,29711.45,0.026907,A,A,0.029221,A,A,0.021787,A,A,0.021829,A,A,0.021889,A,A,0,A,,,,,,,,,,,,,,
2015-11-18,37270.39,36460.87,29751.52,0.028807,A,A,0.032428,A,A,0.024484,A,A,0.024759,A,A,0.024695,A,A,0,A,,,,,,,,,,,,,,
2015-11-19,37564.80,36498.79,29819.12,0.035562,A,A,0.040570,A,A,0.032179,A,A,0.032525,A,A,0.032452,A,A,0,A,,,,,,,,,,,,,,
2015-11-20,37687.84,36525.68,29852.84,0.037523,A,A,0.043763,A,A,0.035238,A,A,0.035561,A,A,0.035484,A,A,0,A,,,,,,,,,,,,,,
2015-11-23,37697.94,36529.88,29842.47,0.036417,A,A,0.043588,A,A,0.035167,A,A,0.035529,A,A,0.035440,A,A,0,A,,,,,,,,,,,,,,
2015-11-24,37900.31,36562.00,29903.82,0.040260,A,A,0.048349,A,A,0.040337,A,A,0.040805,A,A,0.040654,A,A,0,A,,,,,,,,,,,,,,
2015-11-25,37667.58,36552.02,29839.77,0.032446,A,A,0.040804,A,A,0.033677,A,A,0.034156,A,A,0.033953,A,A,0,A,,,,,,,,,,,,,,
2015-11-26,37751.28,36567.58,29868.71,0.033325,A,A,0.041932,A,A,0.035728,A,A,0.036119,A,A,0.035967,A,A,0,A,,,,,,,,,,,,,,
2015-11-27,37704.06,36572.52,29878.43,0.030638,A,A,0.039751,A,A,0.034207,A,A,0.034362,A,A,0.034383,A,A,0,A,,,,,,,,,,,,,,
2015-11-30,37594.88,36569.04,29864.06,0.026338,A,A,0.036129,A,A,0.031023,A,A,0.031026,A,A,0.031102,A,A,0,A,,,,,,,,,,,,,,
2015-12-01,37407.27,36501.97,29794.29,0.019907,A,A,0.030344,A,A,0.025714,A,A,0.025621,A,A,0.025757,A,A,0,A,,,,,,,,,,,,,,
2015-12-02,37432.51,36491.81,29763.24,0.019174,A,A,0.030452,A,A,0.026232,A,A,0.026014,A,A,0.026224,A,A,0,A,,,,,,,,,,,,,,
2015-12-03,37124.06,36482.13,29709.32,0.009468,A,A,0.021182,A,A,0.017622,A,A,0.017319,A,A,0.017655,A,A,0,A,,,,,,,,,,,,,,
2015-12-04,36875.77,36430.79,29651.01,0.001670,A,A,0.013669,A,A,0.010766,A,A,0.010304,A,A,0.010767,A,A,0,A,,,,,,,,,,,,,,
2015-12-07,36862.68,36471.92,29629.53,0.000276,A,A,0.012696,A,A,0.010416,A,A,0.009766,A,A,0.010376,A,A,0,A,,,,,,,,,,,,,,
2015-12-09,36740.09,36470.53,29630.15,-0.003861,A,A,0.008654,A,A,0.007182,A,A,0.006160,A,A,0.006963,A,A,0,A,,,,,,,,,,,,,,
2015-12-10,36511.65,36465.36,29590.51,-0.010639,A,A,0.001803,A,A,0.001146,A,A,-0.000253,A,A,0.000596,A,A,0,A,,,,,,,,,,,,,,
2015-12-11,36420.38,36456.55,29562.67,-0.013679,A,A,-0.001125,A,A,-0.001046,A,A,-0.002783,A,A,-0.001960,A,A,0,A,,,,,,,,,,,,,,
2015-12-14,36126.32,36411.74,29507.11,-0.021889,fuera,A,-0.009445,A,A,-0.008727,A,A,-0.010694,A,A,-0.009930,A,A,0,A,,,,,,,,,,,,,,
2015-12-15,36189.00,36422.43,29504.65,-0.020343,fuera,A,-0.008000,A,A,-0.006540,A,A,-0.008873,A,A,-0.008156,A,A,0,A,,,,,,,,,,,,,,
2015-12-16,36358.35,36428.48,29516.79,-0.016034,fuera,A,-0.003805,A,A,-0.001495,A,A,-0.004150,A,A,-0.003519,A,A,0,A,,,,,,,,,,,,,,
2015-12-17,36683.57,36422.16,29558.69,-0.007641,fuera,A,0.004556,A,A,0.007652,A,A,0.004789,A,A,0.005315,A,A,0,A,,,,,,,,,,,,,,
2015-12-18,36707.14,36440.67,29588.64,-0.007547,fuera,fuera,0.004655,A,A,0.008547,A,A,0.005504,A,A,0.005927,A,A,1,A,,,,,,,,,,,,,,
2015-12-21,36190.86,36385.01,29465.94,-0.021654,fuera,fuera,-0.009762,A,A,-0.005290,A,A,-0.008432,A,A,-0.008187,A,A,1,A,,,,,,,,,,,,,,
2015-12-22,35946.83,36377.34,29399.69,-0.028234,fuera,fuera,-0.016755,A,A,-0.011655,A,A,-0.014849,A,A,-0.014775,A,A,1,A,,,,,,,,,,,,,,
2015-12-23,36009.15,36397.93,29404.02,-0.026447,fuera,fuera,-0.015306,A,A,-0.009572,A,A,-0.012915,A,A,-0.012949,A,A,1,A,,,,,,,,,,,,,,
2015-12-24,36363.56,36399.24,29464.51,-0.016867,fuera,fuera,-0.005980,A,A,0.000431,A,A,-0.003067,A,A,-0.003127,A,A,1,A,,,,,,,,,,,,,,
2015-12-28,36527.14,36410.18,29500.09,-0.012380,fuera,fuera,-0.001955,A,A,0.005202,A,A,0.001444,A,A,0.001398,A,A,1,A,,,,,,,,,,,,,,
2015-12-29,36619.86,36431.67,29547.15,-0.009740,fuera,fuera,0.000094,A,A,0.008036,A,A,0.004011,A,A,0.003917,A,A,1,A,,,,,,,,,,,,,,
2015-12-30,36907.17,36443.81,29622.94,-0.001931,fuera,fuera,0.007246,A,A,0.016039,A,A,0.011884,A,A,0.011594,A,A,1,A,,,,,,,,,,,,,,
2015-12-31,36802.04,36417.84,29601.53,-0.004708,fuera,fuera,0.003661,A,A,0.013110,A,A,0.009093,A,A,0.008608,A,A,1,A,,,,,,,,,,,,,,
2016-01-04,36798.17,36416.42,29608.72,-0.004792,fuera,fuera,0.002780,A,A,0.012771,A,A,0.009107,A,A,0.008423,A,A,1,A,,,,,,,,,,,,,,
2016-01-05,36480.98,36452.74,29590.75,-0.013090,fuera,fuera,-0.006428,A,A,0.003650,A,A,0.000660,A,A,-0.000305,A,A,1,A,,,,,,,,,,,,,,
2016-01-06,36408.07,36475.43,29588.40,-0.014753,fuera,fuera,-0.008947,A,A,0.001249,A,A,-0.001081,A,A,-0.002344,A,A,1,A,,,,,,,,,,,,,,
2016-01-07,36153.26,36513.25,29582.02,-0.021228,fuera,fuera,-0.016203,A,A,-0.005882,A,A,-0.007664,A,A,-0.009343,A,A,1,A,,,,,,,,,,,,,,
2016-01-08,35747.53,36533.59,29557.48,-0.031451,fuera,fuera,-0.027333,fuera,A,-0.016895,A,A,-0.018309,A,A,-0.020368,fuera,A,1,A,,,,,,,,,,,,,,
2016-01-11,35638.98,36514.38,29540.64,-0.033513,fuera,fuera,-0.030358,fuera,A,-0.019766,A,A,-0.020843,fuera,A,-0.023309,fuera,A,1,A,,,,,,,,,,,,,,
2016-01-12,35744.86,36567.28,29610.17,-0.029823,fuera,fuera,-0.027492,fuera,A,-0.016744,A,A,-0.017480,fuera,A,-0.020373,fuera,A,1,A,,,,,,,,,,,,,,
2016-01-13,35749.50,36602.81,29618.62,-0.028804,fuera,fuera,-0.027290,fuera,A,-0.016736,A,A,-0.016944,fuera,A,-0.020128,fuera,A,1,A,,,,,,,,,,,,,,
2016-01-14,35436.88,36543.79,29552.85,-0.036193,fuera,fuera,-0.035609,fuera,fuera,-0.025373,fuera,A,-0.025121,fuera,A,-0.028436,fuera,fuera,3,E,,,,,,,,,,,,,,
2016-01-15,35377.13,36595.35,29523.30,-0.036697,fuera,fuera,-0.036981,fuera,fuera,-0.026994,fuera,A,-0.026292,fuera,fuera,-0.029817,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-01-18,35049.94,36599.66,29489.71,-0.044355,fuera,fuera,-0.045584,fuera,fuera,-0.035953,fuera,A,-0.034754,fuera,fuera,-0.038448,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-01-19,34909.63,36632.82,29469.21,-0.046920,fuera,fuera,-0.048988,fuera,fuera,-0.039738,fuera,A,-0.037987,fuera,fuera,-0.041902,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-01-20,34918.44,36615.61,29461.09,-0.045421,fuera,fuera,-0.048320,fuera,fuera,-0.039346,fuera,fuera,-0.037083,fuera,fuera,-0.041231,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-21,34478.51,36614.36,29365.63,-0.056069,fuera,fuera,-0.059627,fuera,fuera,-0.051145,fuera,fuera,-0.048532,fuera,fuera,-0.052793,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-22,34372.30,36646.56,29358.20,-0.057380,fuera,fuera,-0.061729,fuera,fuera,-0.053729,fuera,fuera,-0.050885,fuera,fuera,-0.055171,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-25,34649.20,36618.44,29389.83,-0.048266,fuera,fuera,-0.053368,fuera,fuera,-0.045913,fuera,fuera,-0.042887,fuera,fuera,-0.047094,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-26,34628.43,36619.84,29406.29,-0.047129,fuera,fuera,-0.053041,fuera,fuera,-0.046258,fuera,fuera,-0.043316,fuera,fuera,-0.047198,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-27,34790.50,36676.41,29463.22,-0.040970,fuera,fuera,-0.047721,fuera,fuera,-0.041605,fuera,fuera,-0.038755,fuera,fuera,-0.042354,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-28,34663.46,36654.00,29447.31,-0.042692,fuera,fuera,-0.050285,fuera,fuera,-0.044856,fuera,fuera,-0.041993,fuera,fuera,-0.045424,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-01-29,34604.16,36677.44,29435.28,-0.042393,fuera,fuera,-0.051004,fuera,fuera,-0.046317,fuera,fuera,-0.043223,fuera,fuera,-0.046580,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-01,35073.38,36745.73,29538.36,-0.027857,fuera,fuera,-0.037360,fuera,fuera,-0.033288,fuera,fuera,-0.030007,fuera,fuera,-0.033213,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-02,35324.54,36806.56,29638.68,-0.019430,fuera,fuera,-0.029798,fuera,fuera,-0.026313,fuera,fuera,-0.022859,fuera,fuera,-0.025879,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-03,34904.88,36804.94,29575.89,-0.029403,fuera,fuera,-0.040516,fuera,fuera,-0.037711,fuera,fuera,-0.034354,fuera,fuera,-0.036917,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-04,34593.96,36823.16,29504.32,-0.036262,fuera,fuera,-0.048057,fuera,fuera,-0.046022,fuera,fuera,-0.042776,fuera,fuera,-0.044909,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-05,34374.92,36821.54,29436.29,-0.040563,fuera,fuera,-0.052955,fuera,fuera,-0.051796,fuera,fuera,-0.048566,fuera,fuera,-0.050258,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-08,34254.17,36784.07,29396.36,-0.042045,fuera,fuera,-0.055105,fuera,fuera,-0.054873,fuera,fuera,-0.051676,fuera,fuera,-0.052887,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-09,34244.76,36862.33,29448.63,-0.040591,fuera,fuera,-0.054130,fuera,fuera,-0.054919,fuera,fuera,-0.051707,fuera,fuera,-0.052494,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-10,34251.41,36912.50,29454.15,-0.038834,fuera,fuera,-0.052686,fuera,fuera,-0.054476,fuera,fuera,-0.051228,fuera,fuera,-0.051632,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-11,34103.34,36914.73,29426.85,-0.041340,fuera,fuera,-0.055476,fuera,fuera,-0.058263,fuera,fuera,-0.054975,fuera,fuera,-0.055060,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-12,33739.99,36940.35,29389.25,-0.049773,fuera,fuera,-0.064132,fuera,fuera,-0.067825,fuera,fuera,-0.064598,fuera,fuera,-0.064440,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-15,33716.14,36969.99,29368.23,-0.048780,fuera,fuera,-0.063423,fuera,fuera,-0.067964,fuera,fuera,-0.064866,fuera,fuera,-0.064378,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-16,33860.28,36987.14,29429.39,-0.043178,fuera,fuera,-0.058098,fuera,fuera,-0.063518,fuera,fuera,-0.060485,fuera,fuera,-0.059687,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-17,34226.31,37014.26,29513.28,-0.031680,fuera,fuera,-0.046816,fuera,fuera,-0.052963,fuera,fuera,-0.050025,fuera,fuera,-0.048855,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-18,34582.44,37052.67,29591.20,-0.020615,fuera,fuera,-0.035817,fuera,fuera,-0.042712,fuera,fuera,-0.039904,fuera,fuera,-0.038332,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-19,34562.22,37053.83,29599.09,-0.020080,fuera,fuera,-0.035243,fuera,fuera,-0.042880,fuera,fuera,-0.040305,fuera,fuera,-0.038332,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-22,34570.56,37086.06,29608.73,-0.018537,fuera,fuera,-0.033748,fuera,fuera,-0.042228,fuera,fuera,-0.039862,fuera,fuera,-0.037650,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-23,34554.82,37050.24,29570.19,-0.017650,fuera,fuera,-0.032865,fuera,fuera,-0.042298,fuera,fuera,-0.040058,fuera,fuera,-0.037771,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-24,34289.69,37056.41,29533.13,-0.024015,fuera,fuera,-0.038853,fuera,fuera,-0.049163,fuera,fuera,-0.047124,fuera,fuera,-0.044960,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-25,34296.54,37114.02,29564.26,-0.022800,fuera,fuera,-0.037141,fuera,fuera,-0.048481,fuera,fuera,-0.046634,fuera,fuera,-0.044596,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-26,34201.34,37108.76,29553.10,-0.024396,fuera,fuera,-0.038352,fuera,fuera,-0.050542,fuera,fuera,-0.049005,fuera,fuera,-0.046923,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-02-29,34254.78,37152.99,29593.80,-0.021563,fuera,fuera,-0.035367,fuera,fuera,-0.048441,fuera,fuera,-0.047298,fuera,fuera,-0.045017,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-01,34349.11,37153.50,29620.78,-0.017511,fuera,fuera,-0.031281,fuera,fuera,-0.045146,fuera,fuera,-0.044515,fuera,fuera,-0.042033,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-02,34856.37,37213.49,29738.73,-0.001883,fuera,fuera,-0.015787,fuera,fuera,-0.030450,fuera,fuera,-0.030330,fuera,fuera,-0.027616,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-03,34954.14,37195.49,29743.17,0.002163,fuera,fuera,-0.011957,fuera,fuera,-0.027124,fuera,fuera,-0.027561,fuera,fuera,-0.024803,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-04,35107.42,37198.87,29770.38,0.007645,fuera,fuera,-0.006605,fuera,fuera,-0.022312,fuera,fuera,-0.023223,fuera,fuera,-0.020483,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-07,35146.62,37207.51,29781.46,0.009834,fuera,fuera,-0.004625,fuera,fuera,-0.020709,fuera,fuera,-0.022033,fuera,fuera,-0.019323,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-08,35173.93,37197.34,29778.06,0.011463,fuera,fuera,-0.003101,fuera,fuera,-0.019407,fuera,fuera,-0.021197,fuera,fuera,-0.018559,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-09,34938.92,37199.73,29756.21,0.005649,fuera,fuera,-0.008917,fuera,fuera,-0.025358,fuera,fuera,-0.027539,fuera,fuera,-0.025068,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-10,34869.69,37170.04,29710.99,0.004481,fuera,fuera,-0.010060,fuera,fuera,-0.026686,fuera,fuera,-0.029192,fuera,fuera,-0.026879,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-11,34920.46,37166.21,29725.97,0.006476,fuera,fuera,-0.007919,fuera,fuera,-0.024624,fuera,fuera,-0.027528,fuera,fuera,-0.025332,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-14,35474.95,37288.45,29903.97,0.022565,A,fuera,0.008257,fuera,fuera,-0.008621,fuera,fuera,-0.011949,fuera,fuera,-0.009840,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-15,35636.77,37240.13,29916.56,0.027301,A,fuera,0.013077,fuera,fuera,-0.003632,fuera,fuera,-0.007400,fuera,fuera,-0.005395,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-16,35532.39,37287.31,29933.29,0.024434,A,fuera,0.010404,fuera,fuera,-0.006013,fuera,fuera,-0.010201,fuera,fuera,-0.008336,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-17,35675.71,37323.11,29976.70,0.028409,A,fuera,0.014787,fuera,fuera,-0.001489,fuera,fuera,-0.006130,fuera,fuera,-0.004389,fuera,fuera,5,E,,,,,,,,,,,,,,
2016-03-18,35361.36,37310.09,29871.24,0.019358,A,A,0.006437,fuera,fuera,-0.009689,fuera,fuera,-0.014671,fuera,fuera,-0.013128,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-03-21,35552.46,37351.50,29930.14,0.024537,A,A,0.012396,fuera,fuera,-0.003822,fuera,fuera,-0.009135,fuera,fuera,-0.007874,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-03-22,35857.72,37353.51,29996.35,0.032707,A,A,0.021240,A,fuera,0.005118,fuera,fuera,-0.000420,fuera,fuera,0.000544,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-03-23,35835.42,37349.98,29995.00,0.031459,A,A,0.020656,A,fuera,0.004885,fuera,fuera,-0.000774,fuera,fuera,-0.000152,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-03-24,35651.08,37352.15,29974.84,0.025384,A,A,0.015567,A,fuera,0.000100,fuera,fuera,-0.005565,fuera,fuera,-0.005333,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-03-28,35721.99,37389.80,30008.43,0.026538,A,A,0.017878,A,fuera,0.002538,fuera,fuera,-0.003272,fuera,fuera,-0.003407,fuera,fuera,4,E,,,,,,,,,,,,,,
2016-03-29,35661.19,37382.79,29991.30,0.024129,A,A,0.016537,A,A,0.001334,fuera,fuera,-0.004659,fuera,fuera,-0.005184,fuera,fuera,3,E,,,,,,,,,,,,,,
2016-03-30,35959.36,37434.40,30074.15,0.031816,A,A,0.025338,A,A,0.010212,fuera,fuera,0.003929,fuera,fuera,0.002949,fuera,fuera,3,E,,,,,,,,,,,,,,
2016-03-31,35907.09,37410.61,30038.09,0.029583,A,A,0.024304,A,A,0.009305,fuera,fuera,0.002742,fuera,fuera,0.001287,fuera,fuera,3,E,,,,,,,,,,,,,,
2016-04-01,35646.04,37416.03,29994.73,0.021458,A,A,0.017382,A,A,0.002609,fuera,fuera,-0.004224,fuera,fuera,-0.006103,fuera,fuera,3,E,,,,,,,,,,,,,,
2016-04-04,35600.77,37449.91,29984.27,0.019514,A,A,0.016632,A,A,0.002056,fuera,fuera,-0.005104,fuera,fuera,-0.007466,fuera,fuera,3,E,,,,,,,,,,,,,,
2016-04-05,35544.27,37442.75,29980.89,0.017591,A,A,0.015443,A,A,0.001131,fuera,fuera,-0.006259,fuera,fuera,-0.009074,fuera,fuera,3,E,,,,,,,,,,,,,,
