fecha,vc_a,vc_e,vc_d,razon_45,senal_45,pos_45,razon_64,senal_64,pos_64,razon_90,senal_90,pos_90,razon_105,senal_105,pos_105,razon_126,senal_126,pos_126,votos,posicion,acum_a,acum_voto,acum_45_e,acum_45_d,acum_64_e,acum_64_d,acum_90_e,acum_90_d,acum_105_e,acum_105_d,acum_126_e,acum_126_d,aviso,aviso_estado
2005-02-24,16006.80,16205.56,12729.09,0.027139,A,A,0.031609,A,A,0.042319,A,A,0.049545,A,A,0.060493,A,A,0,A,,,,,,,,,,,,,,
2005-02-25,16031.65,16225.09,12750.68,0.027848,A,A,0.032444,A,A,0.042857,A,A,0.050150,A,A,0.061057,A,A,0,A,,,,,,,,,,,,,,
2005-02-28,16229.09,16215.73,12796.50,0.039306,A,A,0.044182,A,A,0.054521,A,A,0.061915,A,A,0.072961,A,A,0,A,,,,,,,,,,,,,,
2005-03-01,16207.42,16219.70,12801.80,0.036814,A,A,0.041894,A,A,0.052024,A,A,0.059274,A,A,0.070371,A,A,0,A,,,,,,,,,,,,,,
2005-03-02,16358.27,16245.28,12841.97,0.045094,A,A,0.050548,A,A,0.060491,A,A,0.067870,A,A,0.079143,A,A,0,A,,,,,,,,,,,,,,
2005-03-03,16474.50,16279.77,12880.33,0.051064,A,A,0.056817,A,A,0.066641,A,A,0.074175,A,A,0.085510,A,A,0,A,,,,,,,,,,,,,,
2005-03-04,16368.86,16271.75,12874.31,0.043045,A,A,0.049022,A,A,0.058603,A,A,0.066095,A,A,0.077364,A,A,0,A,,,,,,,,,,,,,,
2005-03-07,16429.77,16274.57,12882.35,0.045567,A,A,0.051915,A,A,0.061221,A,A,0.068903,A,A,0.080165,A,A,0,A,,,,,,,,,,,,,,
2005-03-08,16448.88,16271.38,12883.59,0.045500,A,A,0.052087,A,A,0.061130,A,A,0.069029,A,A,0.080205,A,A,0,A,,,,,,,,,,,,,,
2005-03-09,16526.00,16286.56,12900.51,0.049049,A,A,0.055891,A,A,0.064863,A,A,0.072881,A,A,0.083993,A,A,0,A,,,,,,,,,,,,,,
2005-03-10,16604.14,16304.69,12927.66,0.052312,A,A,0.059661,A,A,0.068612,A,A,0.076765,A,A,0.087811,A,A,0,A,,,,,,,,,,,,,,
2005-03-11,16506.17,16301.93,12912.78,0.044307,A,A,0.052186,A,A,0.061075,A,A,0.069211,A,A,0.080141,A,A,0,A,,,,,,,,,,,,,,
2005-03-14,16402.79,16296.85,12893.56,0.036054,A,A,0.044365,A,A,0.053340,A,A,0.061392,A,A,0.072170,A,A,0,A,,,,,,,,,,,,,,
2005-03-15,16439.65,16299.27,12884.45,0.036666,A,A,0.045398,A,A,0.054625,A,A,0.062633,A,A,0.073373,A,A,0,A,,,,,,,,,,,,,,
2005-03-16,16359.14,16292.63,12859.30,0.030033,A,A,0.039249,A,A,0.048518,A,A,0.056324,A,A,0.066972,A,A,0,A,,,,,,,,,,,,,,
2005-03-17,16349.49,16287.19,12855.38,0.027899,A,A,0.037618,A,A,0.046975,A,A,0.054574,A,A,0.065251,A,A,0,A,,,,,,,,,,,,,,
2005-03-18,16254.89,16285.74,12848.01,0.020517,A,A,0.030734,A,A,0.040085,A,A,0.047407,A,A,0.058079,A,A,0,A,,,,,,,,,,,,,,
2005-03-21,16193.25,16278.73,12837.66,0.015459,A,A,0.025861,A,A,0.035309,A,A,0.042468,A,A,0.053070,A,A,0,A,,,,,,,,,,,,,,
2005-03-22,16288.37,16278.19,12854.89,0.020206,A,A,0.030938,A,A,0.040507,A,A,0.047619,A,A,0.058243,A,A,0,A,,,,,,,,,,,,,,
2005-03-23,16174.13,16270.22,12848.17,0.012090,A,A,0.022950,A,A,0.032416,A,A,0.039286,A,A,0.049922,A,A,0,A,,,,,,,,,,,,,,
2005-03-24,16173.08,16314.35,12846.08,0.010976,A,A,0.022131,A,A,0.031569,A,A,0.038265,A,A,0.048974,A,A,0,A,,,,,,,,,,,,,,
2005-03-28,16035.78,16280.91,12813.36,0.001636,A,A,0.012836,A,A,0.022193,A,A,0.028670,A,A,0.039233,A,A,0,A,,,,,,,,,,,,,,
2005-03-29,16096.76,16311.86,12844.58,0.004428,A,A,0.016048,A,A,0.025382,A,A,0.031700,A,A,0.042313,A,A,0,A,,,,,,,,,,,,,,
2005-03-30,16072.42,16312.82,12849.38,0.001899,A,A,0.013875,A,A,0.023216,A,A,0.029283,A,A,0.039879,A,A,0,A,,,,,,,,,,,,,,
2005-03-31,15986.86,16303.38,12826.08,-0.004145,A,A,0.007993,A,A,0.017243,A,A,0.023124,A,A,0.033477,A,A,0,A,,,,,,,,,,,,,,
2005-04-01,16065.52,16285.65,12837.44,-0.000056,A,A,0.012392,A,A,0.021591,A,A,0.027443,A,A,0.037706,A,A,0,A,,,,,,,,,,,,,,
2005-04-04,16100.27,16324.56,12858.98,0.001394,A,A,0.013995,A,A,0.023161,A,A,0.028903,A,A,0.039127,A,A,0,A,,,,,,,,,,,,,,
2005-04-05,16158.32,16358.85,12868.76,0.004246,A,A,0.017073,A,A,0.026224,A,A,0.031856,A,A,0.042025,A,A,0,A,,,,,,,,,,,,,,
2005-04-06,16083.51,16386.07,12880.76,-0.001063,A,A,0.011896,A,A,0.020908,A,A,0.026405,A,A,0.036456,A,A,0,A,,,,,,,,,,,,,,
2005-04-07,16111.14,16363.60,12888.04,0.000039,A,A,0.012986,A,A,0.022116,A,A,0.027535,A,A,0.037521,A,A,0,A,,,,,,,,,,,,,,
2005-04-08,16098.81,16341.66,12880.10,-0.001287,A,A,0.011402,A,A,0.020809,A,A,0.026132,A,A,0.036028,A,A,0,A,,,,,,,,,,,,,,
2005-04-11,16193.36,16335.51,12900.31,0.003826,A,A,0.016379,A,A,0.026192,A,A,0.031493,A,A,0.041382,A,A,0,A,,,,,,,,,,,,,,
2005-04-12,16180.67,16377.46,12910.43,0.002344,A,A,0.014666,A,A,0.024825,A,A,0.029986,A,A,0.039773,A,A,0,A,,,,,,,,,,,,,,
2005-04-13,16234.49,16378.90,12934.83,0.005055,A,A,0.017091,A,A,0.027681,A,A,0.032697,A,A,0.042410,A,A,0,A,,,,,,,,,,,,,,
2005-04-14,16191.40,16383.92,12941.34,0.001941,A,A,0.013496,A,A,0.024419,A,A,0.029271,A,A,0.038849,A,A,0,A,,,,,,,,,,,,,,
2005-04-15,16217.99,16401.89,12942.72,0.003101,A,A,0.014199,A,A,0.025552,A,A,0.030268,A,A,0.039731,A,A,0,A,,,,,,,,,,,,,,
2005-04-18,16080.12,16426.82,12917.59,-0.005853,A,A,0.004865,A,A,0.016383,A,A,0.020955,A,A,0.030122,A,A,0,A,,,,,,,,,,,,,,
2005-04-19,16009.80,16455.38,12922.15,-0.010535,A,A,-0.000094,A,A,0.011463,A,A,0.015953,A,A,0.024883,A,A,0,A,,,,,,,,,,,,,,
2005-04-20,15829.78,16462.63,12898.04,-0.021660,fuera,A,-0.011663,A,A,-0.000338,A,A,0.004161,A,A,0.012768,A,A,0,A,,,,,,,,,,,,,,
2005-04-21,15967.74,16467.70,12923.94,-0.013245,fuera,A,-0.003575,A,A,0.007814,A,A,0.012477,A,A,0.020976,A,A,0,A,,,,,,,,,,,,,,
2005-04-22,15955.33,16505.42,12934.73,-0.014018,fuera,A,-0.004800,A,A,0.006612,A,A,0.011202,A,A,0.019494,A,A,0,A,,,,,,,,,,,,,,
2005-04-25,15975.32,16502.17,12945.45,-0.012899,fuera,A,-0.004143,A,A,0.007440,A,A,0.012004,A,A,0.020098,A,A,0,A,,,,,,,,,,,,,,
2005-04-26,15992.58,16503.08,12942.65,-0.011935,fuera,fuera,-0.003695,A,A,0.008105,A,A,0.012671,A,A,0.020580,A,A,1,A,,,,,,,,,,,,,,
2005-04-27,16083.02,16537.07,12964.65,-0.006534,fuera,fuera,0.001344,A,A,0.013211,A,A,0.017917,A,A,0.025632,A,A,1,A,,,,,,,,,,,,,,
2005-04-28,16012.72,16506.13,12940.87,-0.010964,fuera,fuera,-0.003550,A,A,0.008320,A,A,0.013065,A,A,0.020476,A,A,1,A,,,,,,,,,,,,,,
2005-04-29,15981.00,16527.31,12929.53,-0.012888,fuera,fuera,-0.005906,A,A,0.005932,A,A,0.010686,A,A,0.017896,A,A,1,A,,,,,,,,,,,,,,
2005-05-02,15852.91,16486.49,12889.59,-0.020559,fuera,fuera,-0.014105,A,A,-0.002427,A,A,0.002280,A,A,0.009264,A,A,1,A,,,,,,,,,,,,,,
2005-05-03,15885.58,16531.29,12915.53,-0.018078,fuera,fuera,-0.012342,A,A,-0.000698,A,A,0.004052,A,A,0.010831,A,A,1,A,,,,,,,,,,,,,,
2005-05-04,15913.18,16534.87,12925.53,-0.015974,fuera,fuera,-0.010863,A,A,0.000720,A,A,0.005528,A,A,0.012098,A,A,1,A,,,,,,,,,,,,,,
2005-05-05,15931.59,16554.78,12945.63,-0.014258,fuera,fuera,-0.009950,A,A,0.001531,A,A,0.006400,A,A,0.012794,A,A,1,A,,,,,,,,,,,,,,
2005-05-06,16038.41,16571.48,12975.10,-0.007053,fuera,fuera,-0.003688,A,A,0.007867,A,A,0.012793,A,A,0.019100,A,A,1,A,,,,,,,,,,,,,,
2005-05-09,16048.31,16564.41,12967.02,-0.006002,fuera,fuera,-0.003431,A,A,0.008106,A,A,0.013053,A,A,0.019247,A,A,1,A,,,,,,,,,,,,,,
2005-05-10,16146.49,16574.99,12995.35,0.000469,fuera,fuera,0.002313,A,A,0.013824,A,A,0.018757,A,A,0.024958,A,A,1,A,,,,,,,,,,,,,,
2005-05-11,16166.41,16588.09,13002.42,0.002093,fuera,fuera,0.003258,A,A,0.014660,A,A,0.019434,A,A,0.025652,A,A,1,A,,,,,,,,,,,,,,
2005-05-12,16103.20,16538.41,12950.72,-0.001243,fuera,fuera,-0.000894,A,A,0.010348,A,A,0.014883,A,A,0.021122,A,A,1,A,,,,,,,,,,,,,,
2005-05-13,16028.47,16553.13,12961.66,-0.005089,fuera,fuera,-0.005782,A,A,0.005261,A,A,0.009770,A,A,0.015905,A,A,1,A,,,,,,,,,,,,,,
2005-05-16,15953.67,16540.21,12934.71,-0.008976,fuera,fuera,-0.010603,A,A,0.000104,A,A,0.004700,A,A,0.010734,A,A,1,A,,,,,,,,,,,,,,
2005-05-17,15942.12,16551.46,12922.12,-0.009064,fuera,fuera,-0.011426,A,A,-0.001118,A,A,0.003642,A,A,0.009616,A,A,1,A,,,,,,,,,,,,,,
2005-05-18,15928.67,16557.60,12922.29,-0.009200,fuera,fuera,-0.012302,A,A,-0.002425,A,A,0.002385,A,A,0.008362,A,A,1,A,,,,,,,,,,,,,,
2005-05-19,15990.79,16613.33,12963.71,-0.004830,fuera,fuera,-0.008488,A,A,0.000971,A,A,0.005913,A,A,0.011904,A,A,1,A,,,,,,,,,,,,,,
2005-05-20,16033.31,16574.50,12967.71,-0.001747,fuera,fuera,-0.005991,A,A,0.003113,A,A,0.008220,A,A,0.014199,A,A,1,A,,,,,,,,,,,,,,
2005-05-24,16162.75,16624.56,13015.21,0.006440,fuera,fuera,0.001796,A,A,0.010570,A,A,0.015913,A,A,0.021870,A,A,1,A,,,,,,,,,,,,,,
2005-05-25,16090.68,16567.46,12979.19,0.002095,fuera,fuera,-0.002811,A,A,0.005549,A,A,0.010976,A,A,0.016867,A,A,1,A,,,,,,,,,,,,,,
2005-05-26,16115.92,16610.24,12995.44,0.003906,fuera,fuera,-0.001408,A,A,0.006648,A,A,0.012164,A,A,0.018042,A,A,1,A,,,,,,,,,,,,,,
2005-05-27,16120.41,16590.02,12984.53,0.004261,fuera,fuera,-0.001240,A,A,0.006490,A,A,0.012031,A,A,0.017907,A,A,1,A,,,,,,,,,,,,,,
2005-05-30,16141.87,16602.89,12998.74,0.005641,fuera,fuera,-0.000017,A,A,0.007330,A,A,0.012989,A,A,0.018860,A,A,1,A,,,,,,,,,,,,,,
2005-05-31,16193.55,16594.65,13011.89,0.008641,fuera,fuera,0.003219,A,A,0.010064,A,A,0.015814,A,A,0.021700,A,A,1,A,,,,,,,,,,,,,,
2005-06-01,16249.30,16608.77,13024.80,0.011899,fuera,fuera,0.006632,A,A,0.012922,A,A,0.018862,A,A,0.024754,A,A,1,A,,,,,,,,,,,,,,
2005-06-02,16252.33,16636.27,13045.15,0.011836,fuera,fuera,0.006923,A,A,0.012475,A,A,0.018644,A,A,0.024509,A,A,1,A,,,,,,,,,,,,,,
2005-06-03,16293.95,16655.66,13072.49,0.013997,fuera,fuera,0.009678,A,A,0.014490,A,A,0.020837,A,A,0.026709,A,A,1,A,,,,,,,,,,,,,,
2005-06-06,16392.58,16657.01,13102.92,0.019673,fuera,fuera,0.015766,A,A,0.019987,A,A,0.026446,A,A,0.032437,A,A,1,A,,,,,,,,,,,,,,
2005-06-07,16514.21,16684.81,13143.00,0.026652,A,fuera,0.023220,A,A,0.026896,A,A,0.033304,A,A,0.039548,A,A,1,A,,,,,,,,,,,,,,
2005-06-08,16432.35,16707.64,13148.66,0.021176,A,fuera,0.018164,A,A,0.021226,A,A,0.027445,A,A,0.033887,A,A,1,A,,,,,,,,,,,,,,
2005-06-09,16416.02,16707.93,13145.97,0.019693,A,fuera,0.017260,A,A,0.019641,A,A,0.025717,A,A,0.032305,A,A,1,A,,,,,,,,,,,,,,
2005-06-10,16466.77,16719.46,13160.06,0.022343,A,fuera,0.020541,A,A,0.022229,A,A,0.028163,A,A,0.034853,A,A,1,A,,,,,,,,,,,,,,
2005-06-13,16447.74,16706.21,13167.77,0.020671,A,A,0.019419,A,A,0.020515,A,A,0.026267,A,A,0.033001,A,A,0,A,,,,,,,,,,,,,,
2005-06-14,16468.43,16700.68,13171.23,0.021567,A,A,0.020637,A,A,0.021222,A,A,0.026814,A,A,0.033731,A,A,0,A,,,,,,,,,,,,,,
2005-06-15,16431.68,16702.81,13157.67,0.018935,A,A,0.018367,A,A,0.018414,A,A,0.023868,A,A,0.030874,A,A,0,A,,,,,,,,,,,,,,
2005-06-16,16503.28,16736.61,13194.82,0.022996,A,A,0.022662,A,A,0.022345,A,A,0.027676,A,A,0.034794,A,A,0,A,,,,,,,,,,,,,,
2005-06-17,16529.59,16715.27,13189.45,0.024150,A,A,0.024113,A,A,0.023508,A,A,0.028681,A,A,0.035782,A,A,0,A,,,,,,,,,,,,,,
2005-06-20,16591.56,16730.91,13208.42,0.027461,A,A,0.027618,A,A,0.026834,A,A,0.031826,A,A,0.039028,A,A,0,A,,,,,,,,,,,,,,
2005-06-21,16703.40,16724.13,13220.78,0.033500,A,A,0.034034,A,A,0.033090,A,A,0.038036,A,A,0.045368,A,A,0,A,,,,,,,,,,,,,,
2005-06-22,16633.96,16728.26,13227.35,0.028321,A,A,0.029392,A,A,0.028181,A,A,0.032946,A,A,0.040399,A,A,0,A,,,,,,,,,,,,,,
2005-06-23,16675.19,16730.79,13246.27,0.029674,A,A,0.031443,A,A,0.030132,A,A,0.034693,A,A,0.042327,A,A,0,A,,,,,,,,,,,,,,
2005-06-24,16723.05,16734.92,13255.47,0.031560,A,A,0.033854,A,A,0.032495,A,A,0.036896,A,A,0.044664,A,A,0,A,,,,,,,,,,,,,,
2005-06-28,16652.40,16748.33,13242.69,0.026222,A,A,0.028874,A,A,0.027638,A,A,0.031800,A,A,0.039623,A,A,0,A,,,,,,,,,,,,,,
2005-06-29,16578.15,16753.50,13237.73,0.020803,A,A,0.023810,A,A,0.022573,A,A,0.026599,A,A,0.034435,A,A,0,A,,,,,,,,,,,,,,
2005-06-30,16623.71,16757.25,13256.91,0.022725,A,A,0.026078,A,A,0.024887,A,A,0.028806,A,A,0.036702,A,A,0,A,,,,,,,,,,,,,,
2005-07-01,16633.89,16728.17,13240.36,0.022581,A,A,0.026066,A,A,0.025032,A,A,0.028813,A,A,0.036761,A,A,0,A,,,,,,,,,,,,,,
2005-07-04,16568.42,16751.04,13233.84,0.017784,A,A,0.021532,A,A,0.020564,A,A,0.024219,A,A,0.032177,A,A,0,A,,,,,,,,,,,,,,
2005-07-05,16658.67,16766.72,13259.93,0.022382,A,A,0.026545,A,A,0.025666,A,A,0.029212,A,A,0.037263,A,A,0,A,,,,,,,,,,,,,,
2005-07-06,16637.42,16771.70,13262.14,0.019987,A,A,0.024762,A,A,0.023933,A,A,0.027302,A,A,0.035337,A,A,0,A,,,,,,,,,,,,,,
2005-07-07,16674.05,16801.20,13277.74,0.021135,A,A,0.026435,A,A,0.025875,A,A,0.028961,A,A,0.036906,A,A,0,A,,,,,,,,,,,,,,
2005-07-08,16674.61,16784.33,13254.78,0.020113,A,A,0.025914,A,A,0.025582,A,A,0.028457,A,A,0.036200,A,A,0,A,,,,,,,,,,,,,,
2005-07-11,16602.95,16774.88,13252.01,0.014802,A,A,0.021010,A,A,0.021004,A,A,0.023595,A,A,0.031064,A,A,0,A,,,,,,,,,,,,,,
2005-07-12,16706.84,16767.70,13264.23,0.020226,A,A,0.026892,A,A,0.027230,A,A,0.029492,A,A,0.036788,A,A,0,A,,,,,,,,,,,,,,
2005-07-13,16782.29,16790.76,13288.99,0.023814,A,A,0.030934,A,A,0.031577,A,A,0.033525,A,A,0.040704,A,A,0,A,,,,,,,,,,,,,,
2005-07-14,16861.05,16799.91,13309.70,0.027623,A,A,0.035150,A,A,0.036113,A,A,0.037708,A,A,0.044759,A,A,0,A,,,,,,,,,,,,,,
2005-07-15,16882.78,16795.90,13321.64,0.027950,A,A,0.035797,A,A,0.037141,A,A,0.038405,A,A,0.045320,A,A,0,A,,,,,,,,,,,,,,
2005-07-18,16888.34,16792.97,13325.76,0.027197,A,A,0.035472,A,A,0.037226,A,A,0.038137,A,A,0.044916,A,A,0,A,,,,,,,,,,,,,,
2005-07-19,16825.91,16808.44,13316.40,0.022298,A,A,0.030908,A,A,0.033236,A,A,0.033770,A,A,0.040372,A,A,0,A,,,,,,,,,,,,,,
2005-07-20,16840.77,16818.90,13327.67,0.021977,A,A,0.030998,A,A,0.033912,A,A,0.034107,A,A,0.040569,A,A,0,A,,,,,,,,,,,,,,
2005-07-21,16994.63,16828.61,13361.68,0.029852,A,A,0.039260,A,A,0.042937,A,A,0.042898,A,A,0.049303,A,A,0,A,,,,,,,,,,,,,,
2005-07-22,16952.40,16858.03,13362.44,0.025879,A,A,0.035703,A,A,0.039982,A,A,0.039695,A,A,0.045883,A,A,0,A,,,,,,,,,,,,,,
2005-07-25,16978.67,16821.32,13361.40,0.026106,A,A,0.036296,A,A,0.041154,A,A,0.040680,A,A,0.046666,A,A,0,A,,,,,,,,,,,,,,
2005-07-26,17064.96,16828.01,13386.80,0.029894,A,A,0.040481,A,A,0.045935,A,A,0.045323,A,A,0.051167,A,A,0,A,,,,,,,,,,,,,,
2005-07-27,16992.31,16832.40,13380.74,0.024369,A,A,0.035066,A,A,0.040960,A,A,0.040290,A,A,0.045918,A,A,0,A,,,,,,,,,,,,,,
2005-07-28,17011.34,16837.23,13387.67,0.024253,A,A,0.035310,A,A,0.041546,A,A,0.040980,A,A,0.046361,A,A,0,A,,,,,,,,,,,,,,
2005-07-29,17096.12,16843.84,13410.08,0.028010,A,A,0.039399,A,A,0.046162,A,A,0.045627,A,A,0.050814,A,A,0,A,,,,,,,,,,,,,,
2005-08-01,17157.53,16847.35,13427.32,0.030275,A,A,0.041968,A,A,0.049218,A,A,0.048894,A,A,0.053791,A,A,0,A,,,,,,,,,,,,,,
2005-08-02,17188.96,16859.04,13434.48,0.030722,A,A,0.042555,A,A,0.050415,A,A,0.050379,A,A,0.054938,A,A,0,A,,,,,,,,,,,,,,
2005-08-03,17282.22,16843.70,13447.65,0.034813,A,A,0.046826,A,A,0.055221,A,A,0.055517,A,A,0.059841,A,A,0,A,,,,,,,,,,,,,,
2005-08-04,17389.06,16857.60,13470.14,0.039633,A,A,0.051828,A,A,0.060814,A,A,0.061450,A,A,0.065491,A,A,0,A,,,,,,,,,,,,,,
2005-08-05,17286.72,16897.49,13464.72,0.032096,A,A,0.044300,A,A,0.053704,A,A,0.054689,A,A,0.058392,A,A,0,A,,,,,,,,,,,,,,
2005-08-08,17126.85,16894.73,13438.20,0.021423,A,A,0.033581,A,A,0.043154,A,A,0.044570,A,A,0.047920,A,A,0,A,,,,,,,,,,,,,,
2005-08-09,17147.31,16879.05,13415.69,0.021621,A,A,0.033744,A,A,0.043636,A,A,0.045488,A,A,0.048520,A,A,0,A,,,,,,,,,,,,,,
2005-08-10,17218.48,16910.29,13447.59,0.024906,A,A,0.036987,A,A,0.047175,A,A,0.049394,A,A,0.052181,A,A,0,A,,,,,,,,,,,,,,
2005-08-11,17195.63,16914.00,13444.03,0.022513,A,A,0.034609,A,A,0.045053,A,A,0.047519,A,A,0.050058,A,A,0,A,,,,,,,,,,,,,,
2005-08-12,17222.51,16922.15,13433.97,0.023021,A,A,0.035137,A,A,0.045882,A,A,0.048680,A,A,0.050956,A,A,0,A,,,,,,,,,,,,,,
2005-08-16,17221.08,16942.28,13433.46,0.021919,A,A,0.033893,A,A,0.045013,A,A,0.048069,A,A,0.050162,A,A,0,A,,,,,,,,,,,,,,
2005-08-17,17120.04,16941.40,13410.52,0.015023,A,A,0.026704,A,A,0.038167,A,A,0.041455,A,A,0.043377,A,A,0,A,,,,,,,,,,,,,,
2005-08-18,17109.32,16950.08,13414.68,0.013532,A,A,0.024940,A,A,0.036877,A,A,0.040288,A,A,0.042140,A,A,0,A,,,,,,,,,,,,,,
2005-08-19,17200.22,16963.74,13437.78,0.017887,A,A,0.029161,A,A,0.041670,A,A,0.045205,A,A,0.047013,A,A,0,A,,,,,,,,,,,,,,
2005-08-22,17195.07,16995.90,13453.13,0.016657,A,A,0.027695,A,A,0.040686,A,A,0.044344,A,A,0.046053,A,A,0,A,,,,,,,,,,,,,,
2005-08-23,17064.49,16993.33,13430.39,0.008228,A,A,0.018910,A,A,0.032177,A,A,0.035880,A,A,0.037550,A,A,0,A,,,,,,,,,,,,,,
2005-08-24,17207.90,17005.46,13453.46,0.015879,A,A,0.026472,A,A,0.040159,A,A,0.043961,A,A,0.045634,A,A,0,A,,,,,,,,,,,,,,
2005-08-25,17277.53,17038.36,13496.92,0.019222,A,A,0.029487,A,A,0.043529,A,A,0.047434,A,A,0.049222,A,A,0,A,,,,,,,,,,,,,,
2005-08-26,17107.80,17022.32,13477.64,0.008583,A,A,0.018433,A,A,0.032517,A,A,0.036539,A,A,0.038376,A,A,0,A,,,,,,,,,,,,,,
2005-08-29,17167.73,17049.16,13501.39,0.011463,A,A,0.021006,A,A,0.035205,A,A,0.039513,A,A,0.041542,A,A,0,A,,,,,,,,,,,,,,
2005-08-30,17179.59,17063.40,13509.19,0.011558,A,A,0.020727,A,A,0.035080,A,A,0.039516,A,A,0.041774,A,A,0,A,,,,,,,,,,,,,,
2005-08-31,17081.91,17066.16,13489.64,0.005241,A,A,0.014087,A,A,0.028419,A,A,0.033001,A,A,0.035490,A,A,0,A,,,,,,,,,,,,,,
2005-09-01,17052.09,17067.55,13478.20,0.002865,A,A,0.011563,A,A,0.025885,A,A,0.030632,A,A,0.033396,A,A,0,A,,,,,,,,,,,,,,
2005-09-02,17192.90,17094.86,13505.78,0.010394,A,A,0.019028,A,A,0.033527,A,A,0.038524,A,A,0.041516,A,A,0,A,,,,,,,,,,,,,,
2005-09-05,17192.95,17100.44,13504.52,0.009660,A,A,0.018183,A,A,0.032764,A,A,0.037865,A,A,0.041137,A,A,0,A,,,,,,,,,,,,,,
2005-09-06,17269.04,17087.31,13496.41,0.013202,A,A,0.021860,A,A,0.036466,A,A,0.041765,A,A,0.045333,A,A,0,A,,,,,,,,,,,,,,
2005-09-07,17288.67,17095.36,13504.92,0.013521,A,A,0.022290,A,A,0.036740,A,A,0.042236,A,A,0.046138,A,A,0,A,,,,,,,,,,,,,,
2005-09-08,17408.16,17091.93,13528.53,0.019503,A,A,0.028428,A,A,0.042824,A,A,0.048708,A,A,0.052962,A,A,0,A,,,,,,,,,,,,,,
2005-09-09,17310.23,17109.23,13525.55,0.012929,A,A,0.021799,A,A,0.035976,A,A,0.042133,A,A,0.046634,A,A,0,A,,,,,,,,,,,,,,
2005-09-12,17386.04,17112.44,13535.36,0.016424,A,A,0.025405,A,A,0.039495,A,A,0.046007,A,A,0.050722,A,A,0,A,,,,,,,,,,,,,,
2005-09-13,17483.35,17108.60,13561.39,0.020946,A,A,0.030161,A,A,0.044236,A,A,0.051083,A,A,0.056074,A,A,0,A,,,,,,,,,,,,,,
2005-09-14,17532.38,17120.61,13584.23,0.022713,A,A,0.032039,A,A,0.046127,A,A,0.053238,A,A,0.058441,A,A,0,A,,,,,,,,,,,,,,
2005-09-15,17437.82,17086.37,13557.08,0.016334,A,A,0.025524,A,A,0.039528,A,A,0.046745,A,A,0.052183,A,A,0,A,,,,,,,,,,,,,,
2005-09-16,17466.90,17082.78,13557.50,0.017230,A,A,0.026325,A,A,0.040351,A,A,0.047618,A,A,0.053327,A,A,0,A,,,,,,,,,,,,,,
2005-09-20,17463.52,17086.25,13560.83,0.016270,A,A,0.025248,A,A,0.039258,A,A,0.046438,A,A,0.052483,A,A,0,A,,,,,,,,,,,,,,
2005-09-21,17587.29,17093.96,13592.75,0.022548,A,A,0.031572,A,A,0.045597,A,A,0.052882,A,A,0.059284,A,A,0,A,,,,,,,,,,,,,,
2005-09-22,17627.85,17099.31,13613.81,0.023845,A,A,0.033075,A,A,0.046903,A,A,0.054304,A,A,0.060990,A,A,0,A,,,,,,,,,,,,,,
2005-09-23,17674.44,17108.50,13633.63,0.025448,A,A,0.034820,A,A,0.048479,A,A,0.056069,A,A,0.063032,A,A,0,A,,,,,,,,,,,,,,
2005-09-26,17639.61,17094.25,13624.01,0.022577,A,A,0.031870,A,A,0.045243,A,A,0.053001,A,A,0.060125,A,A,0,A,,,,,,,,,,,,,,
2005-09-27,17642.47,17072.88,13621.70,0.021834,A,A,0.031171,A,A,0.044235,A,A,0.052239,A,A,0.059516,A,A,0,A,,,,,,,,,,,,,,
2005-09-28,17686.46,17072.99,13630.11,0.023450,A,A,0.032767,A,A,0.045672,A,A,0.053860,A,A,0.061341,A,A,0,A,,,,,,,,,,,,,,
2005-09-29,17676.75,17053.17,13615.37,0.022084,A,A,0.031166,A,A,0.043971,A,A,0.052269,A,A,0.059905,A,A,0,A,,,,,,,,,,,,,,
2005-09-30,17666.75,17066.17,13622.48,0.020621,A,A,0.029604,A,A,0.042352,A,A,0.050593,A,A,0.058499,A,A,0,A,,,,,,,,,,,,,,
2005-10-03,17685.06,17054.62,13620.45,0.020796,A,A,0.029685,A,A,0.042342,A,A,0.050612,A,A,0.058798,A,A,0,A,,,,,,,,,,,,,,
2005-10-04,17735.73,17036.50,13627.05,0.022882,A,A,0.031540,A,A,0.044221,A,A,0.052536,A,A,0.061037,A,A,0,A,,,,,,,,,,,,,,
2005-10-05,17793.79,17046.92,13658.48,0.025394,A,A,0.033851,A,A,0.046494,A,A,0.054872,A,A,0.063646,A,A,0,A,,,,,,,,,,,,,,
2005-10-06,17809.63,17003.83,13634.61,0.025492,A,A,0.033671,A,A,0.046285,A,A,0.054756,A,A,0.063736,A,A,0,A,,,,,,,,,,,,,,
2005-10-07,17667.34,16986.83,13583.03,0.016797,A,A,0.024490,A,A,0.036928,A,A,0.045374,A,A,0.054453,A,A,0,A,,,,,,,,,,,,,,
2005-10-11,17531.61,16980.47,13560.54,0.008802,A,A,0.015830,A,A,0.028103,A,A,0.036534,A,A,0.045690,A,A,0,A,,,,,,,,,,,,,,
2005-10-12,17483.48,16945.03,13559.02,0.005779,A,A,0.012234,A,A,0.024458,A,A,0.032923,A,A,0.042176,A,A,0,A,,,,,,,,,,,,,,
2005-10-13,17565.76,16873.29,13523.99,0.009946,A,A,0.016208,A,A,0.028428,A,A,0.036930,A,A,0.046422,A,A,0,A,,,,,,,,,,,,,,
