inicio,fondo,dias,fondo_A,fondo_E,beneficio,peso,mundo_clp,residuo,em_vs_dev
2006-05-10,2006-06-15,36,-0.11718625410840344,0.0034383473245884755,0.12062460143299192,0.017678044016768313,-0.07348649766865833,-0.10237876615402719,-0.09868105882312794
2007-10-31,2009-03-04,490,-0.4400135032210052,0.132286012216005,0.5722995154370102,0.23833221950383998,-0.46647854037379155,-0.3460183396645047,-0.04253798499882555
2011-01-06,2011-10-05,272,-0.17416567860844068,0.09005877578415222,0.2642244543925929,0.029090896760574525,-0.12074092690540705,-0.14983644973685498,-0.10581905668673508
2015-11-24,2016-02-15,83,-0.11039936084955504,0.011158853454406259,0.1215582143039613,-0.014764520289972327,-0.12604295990334313,-0.08500177531053588,-0.04862106185352999
2020-02-24,2020-03-24,29,-0.2647635473504697,-0.03363212715224484,0.23113142019822486,0.07083284610820528,-0.1994022428380423,-0.2245841075544266,0.04213657985626873
2021-12-27,2023-03-15,443,-0.14371624336060884,0.2175255400950853,0.36124178345569413,-0.07257313940752597,-0.24421169083702354,-0.09450772499180705,-0.053385584688100396
