date,nav
2016-06-01,100.0
2016-06-02,100.0
2016-06-03,100.0
2016-06-06,100.0
2016-06-07,100.0
2016-06-08,100.0
2016-06-09,100.0
2016-06-10,100.0
2016-06-13,100.0
2016-06-14,100.0
2016-06-15,100.0
2016-06-16,100.0
2016-06-17,100.0
2016-06-20,100.0
2016-06-21,100.0
2016-06-22,100.0
2016-06-23,100.0
2016-06-24,100.0
2016-06-27,100.0
2016-06-28,100.0
2016-06-29,100.0
2016-06-30,100.0
2016-07-01,99.9
2016-07-05,98.92100913123593
2016-07-06,99.9410073996897
2016-07-07,99.3946009809519
2016-07-08,100.98343102931608
2016-07-11,101.88798250456402
2016-07-12,103.88699500086628
2016-07-13,104.06500997513544
2016-07-14,104.3830657509822
2016-07-15,104.44766461247461
2016-07-18,104.20034090294791
2016-07-19,103.89659025691745
2016-07-20,103.77661478411022
2016-07-21,103.86021569806601
2016-07-22,104.02154750837262
2016-07-25,102.97626143182235
2016-07-26,102.73385938978743
2016-07-27,102.47989949698933
2016-07-28,102.0975440946382
2016-07-29,101.92604838572971
2016-08-01,100.57172127873962
2016-08-02,99.99164151616247
2016-08-03,100.49752887327249
2016-08-04,100.47096663153575
2016-08-05,101.22924810384339
2016-08-08,101.3913106222244
2016-08-09,100.92577219882655
2016-08-10,100.33106493758753
2016-08-11,101.0775633962184
2016-08-12,101.10719138208783
2016-08-15,102.05410828031562
2016-08-16,102.03131468384876
2016-08-17,101.15737601975214
2016-08-18,101.47802080033271
2016-08-19,100.90985387561824
2016-08-22,100.88039521050551
2016-08-23,101.04018819281758
2016-08-24,100.347224912614
2016-08-25,100.04909504469799
2016-08-26,99.7897205215277
2016-08-29,100.44902021120546
2016-08-30,100.14769096609551
2016-08-31,99.42456974808762
2016-09-01,99.5272105504405
2016-09-02,99.93867602138107
2016-09-06,100.31127006279449
2016-09-07,100.06737519404696
2016-09-08,100.59935103687324
2016-09-09,98.45857065642552
2016-09-12,100.31621772802661
2016-09-13,97.36621473031413
2016-09-14,96.58220506556512
2016-09-15,97.01134577969209
2016-09-16,96.62271153898122
2016-09-19,96.9496503070492
2016-09-20,96.80599308089182
2016-09-21,98.0145417395336
2016-09-22,98.76690740606632
2016-09-23,97.95172973392344
2016-09-26,96.53859245940825
2016-09-27,96.8253894868998
2016-09-28,98.97530641672235
2016-09-29,97.43344710705145
2016-09-30,99.07600681731387
2016-10-03,98.69654689651351
2016-10-04,98.03938825226807
2016-10-05,99.38213264998056
2016-10-06,99.03473363243386
2016-10-07,98.59181046853054
2016-10-10,99.55365114600018
2016-10-11,97.79052605342036
2016-10-12,97.71933370131343
2016-10-13,96.65132131692195
2016-10-14,97.01050761313104
2016-10-17,96.65318652955297
2016-10-18,97.4498581048345
2016-10-19,98.15806902631329
2016-10-20,98.50836770526901
2016-10-21,98.31258962249889
2016-10-24,98.74211212967172
2016-10-25,98.8235364420241
2016-10-26,99.13793171758134
2016-10-27,99.34365546709395
2016-10-28,99.29300186326144
2016-10-31,99.31543282019821
2016-11-01,99.20419519005793
2016-11-02,98.09009760183496
2016-11-03,98.07257342624766
2016-11-04,98.29627522601217
2016-11-07,100.60276234453784
2016-11-08,101.86508199463576
2016-11-09,105.11853985825863
2016-11-10,107.30643672075792
2016-11-11,107.89524238369107
2016-11-14,108.74038133717276
2016-11-15,109.67746484950976
2016-11-16,108.81170998257564
2016-11-17,109.58107663164387
2016-11-18,109.57006054427222
2016-11-21,111.00755677924997
2016-11-22,111.53720059737874
2016-11-23,113.14967328056639
2016-11-25,113.35421448418225
2016-11-28,112.04314050594236
2016-11-29,111.69183915112328
2016-11-30,112.80412377028757
2016-12-01,113.31949363557939
2016-12-02,113.78951566390357
2016-12-05,115.00653323501231
2016-12-06,115.35689611316153
2016-12-07,116.3548581551047
2016-12-08,117.82722745202561
2016-12-09,118.86759340161015
2016-12-12,118.50990374527747
2016-12-13,118.13376148742866
2016-12-14,117.06354690594195
2016-12-15,117.58485807082663
2016-12-16,116.2454170000286
2016-12-19,115.93091042067313
2016-12-20,117.02652334628254
2016-12-21,116.67553239512871
2016-12-22,116.45985692469121
2016-12-23,116.57708908098968
2016-12-27,116.77590223029493
2016-12-28,115.76497905234038
2016-12-29,115.28652379676976
2016-12-30,114.81829446128228
2017-01-03,116.4989232620874
2017-01-04,118.03267251845895
2017-01-05,117.50112388596212
2017-01-06,118.58684518309782
2017-01-09,117.2961337437359
2017-01-10,117.9896032278806
2017-01-11,118.90179442700378
2017-01-12,117.87567524872965
2017-01-13,117.98766476086325
2017-01-17,116.86960052254203
2017-01-18,117.50355087494378
2017-01-19,116.98390711825644
2017-01-20,117.55312473469336
2017-01-23,117.01668310043638
2017-01-24,118.58758367837613
2017-01-25,119.22816002611842
2017-01-26,119.30908121380062
2017-01-27,120.06876095768
2017-01-30,119.17429489749178
2017-01-31,118.70864930139652
2017-02-01,119.11841472112435
2017-02-02,118.86778506472069
2017-02-03,119.64238422617386
2017-02-06,119.31902207518378
2017-02-07,118.8182803594126
2017-02-08,118.6581600214302
2017-02-09,119.32635604185005
2017-02-10,120.14477309656874
2017-02-13,121.2634773487262
2017-02-14,122.09510531357283
2017-02-15,122.35045480784157
2017-02-16,121.46476980781166
2017-02-17,121.36511885995138
2017-02-21,121.34825323215757
2017-02-22,120.40475303561375
2017-02-23,120.01356121672772
2017-02-24,119.61836472495054
2017-02-27,120.26369878092184
2017-02-28,120.07539699046168
2017-03-01,122.40044358890795
2017-03-02,120.87671652466958
2017-03-03,120.84966656915901
2017-03-06,120.04822028448586
2017-03-07,119.55571886851044
2017-03-08,119.28071857000448
2017-03-09,119.8586073022444
2017-03-10,119.92415305831881
2017-03-13,120.15278053059721
2017-03-14,119.8821437846878
2017-03-15,120.97727992978385
2017-03-16,120.8983123253602
2017-03-17,120.32974423770959
2017-03-20,119.78315180928959
2017-03-21,117.67196987140163
2017-03-22,117.87657058765049
2017-03-23,117.82556409762238
2017-03-24,117.85728506349245
2017-03-27,117.01799185688321
2017-03-28,118.14399566181085
2017-03-29,117.99737348364587
2017-03-30,119.36544076326689
2017-03-31,118.98057247140211
2017-04-03,118.71389260738428
2017-04-04,118.78122750195828
2017-04-05,118.41134508280896
2017-04-06,118.55957262773207
2017-04-07,118.21099211778093
2017-04-10,118.04130470991336
2017-04-11,118.28995665012967
2017-04-12,117.30641802874442
2017-04-13,116.38180539691217
2017-04-17,117.38401350554784
2017-04-18,116.50446939376886
2017-04-19,116.21708042982219
2017-04-20,117.9260305628522
2017-04-21,117.049569962069
2017-04-24,118.17666277311612
2017-04-25,120.44352664231614
2017-04-26,120.85075391011807
2017-04-27,120.13310677175912
2017-04-28,119.29336278244686
2017-05-01,119.07259561963123
2017-05-02,119.11952417383841
2017-05-03,118.98458040582042
2017-05-04,119.4552523630019
2017-05-05,119.55443118194519
2017-05-08,119.48043976742389
2017-05-09,119.72934262077332
2017-05-10,119.5816785549208
2017-05-11,118.97818254458765
2017-05-12,118.78575564481525
2017-05-15,119.21045427736863
2017-05-16,118.98040444080439
2017-05-17,116.25939700519882
2017-05-18,116.54650976524222
2017-05-19,117.45473891864835
2017-05-22,117.54106420493179
2017-05-23,118.10940892096542
2017-05-24,118.25274200812218
2017-05-25,118.48861313126199
2017-05-26,118.65989219934717
2017-05-30,118.27762431318392
2017-05-31,118.04410743566123
2017-06-01,119.34443629891105
2017-06-02,119.32435543279418
2017-06-05,119.19505170242255
2017-06-06,118.47166135663113
2017-06-07,119.03607013314037
2017-06-08,119.04811087773807
2017-06-09,120.97210406278676
2017-06-12,120.82795243465878
2017-06-13,120.95520703751295
2017-06-14,121.07486845253695
2017-06-15,121.0258435405107
2017-06-16,121.0890270257213
2017-06-19,122.49434721368102
2017-06-20,122.47820585905335
2017-06-21,122.38611903652826
2017-06-22,122.61354965038402
2017-06-23,122.24598463131989
2017-06-26,122.48229870668312
