cik,trans_date,trans_code,acquired_disposed,shares,price_per_share,value
1018724,2018-11-19,S,D,100.0,1540.01,-154001.0
1018724,2018-11-19,S,D,100.0,1545.14,-154514.0
1018724,2018-11-19,S,D,100.0,1548.56,-154856.0
1018724,2018-11-19,S,D,100.0,1555.0,-155500.0
1018724,2018-11-19,S,D,125.0,1529.72,-191215.0
1018724,2018-11-19,S,D,100.0,1528.97,-152897.0
1018724,2018-11-19,S,D,100.0,1526.2,-152620.0
1018724,2018-11-19,S,D,100.0,1536.56,-153656.0
1018724,2018-11-19,S,D,200.0,1517.29,-303458.0
1018724,2018-11-19,S,D,100.0,1518.89,-151889.0
1018724,2018-11-19,S,D,100.0,1520.74,-152074.0
1018724,2018-11-19,S,D,200.0,1523.88,-304776.0
21344,2018-11-19,S,D,15100.0,50.4,-761040.0
104169,2018-11-16,S,D,919330.0,97.54,-89671448.2
104169,2018-11-16,S,D,362484.0,98.14,-35574179.76
104169,2018-11-19,S,D,675990.0,96.89,-65496671.1
104169,2018-11-20,S,D,706769.0,94.27,-66627113.629999995
104169,2018-11-19,S,D,234666.0,97.88,-22969108.08
104169,2018-11-16,S,D,919330.0,97.54,-89671448.2
104169,2018-11-16,S,D,362484.0,98.14,-35574179.76
104169,2018-11-19,S,D,675990.0,96.89,-65496671.1
104169,2018-11-19,S,D,234666.0,97.88,-22969108.08
104169,2018-11-20,S,D,706769.0,94.27,-66627113.629999995
104169,2018-11-19,S,D,234666.0,97.88,-22969108.08
104169,2018-11-16,S,D,919330.0,97.54,-89671448.2
104169,2018-11-16,S,D,362484.0,98.14,-35574179.76
104169,2018-11-20,S,D,706769.0,94.27,-66627113.629999995
104169,2018-11-19,S,D,675990.0,96.89,-65496671.1
104169,2018-11-19,S,D,4026.0,97.95,-394346.7
1018724,2018-11-15,S,D,100.0,1587.84,-158784.0
1018724,2018-11-15,S,D,100.0,1585.65,-158565.0
1018724,2018-11-15,S,D,100.0,1583.06,-158306.0
1018724,2018-11-15,S,D,100.0,1578.75,-157875.0
1018724,2018-11-15,S,D,100.0,1577.01,-157701.0
1018724,2018-11-15,S,D,100.0,1554.61,-155461.0
1018724,2018-11-15,S,D,200.0,1572.61,-314522.0
1018724,2018-11-15,S,D,100.0,1568.88,-156888.0
1018724,2018-11-15,S,D,100.0,1565.78,-156578.0
1018724,2018-11-15,S,D,200.0,1564.02,-312804.0
1018724,2018-11-15,S,D,155.0,1562.99,-242263.45
1018724,2018-11-15,S,D,100.0,1561.53,-156153.0
1018724,2018-11-15,S,D,300.0,1556.74,-467022.0
1018724,2018-11-15,S,D,200.0,1552.17,-310434.0
1018724,2018-11-15,S,D,100.0,1574.81,-157481.0
1018724,2018-11-15,S,D,200.0,1576.42,-315284.0
1018724,2018-11-15,S,D,100.0,1586.68,-158668.0
1018724,2018-11-15,S,D,100.0,1572.54,-157254.0
1018724,2018-11-15,S,D,100.0,1571.21,-157121.0
1018724,2018-11-15,S,D,37.0,1569.5,-58071.5
1018724,2018-11-15,S,D,100.0,1567.15,-156715.0
1018724,2018-11-15,S,D,37.0,1563.85,-57862.45
1018724,2018-11-15,S,D,284.0,1562.52,-443755.68
1018724,2018-11-15,S,D,10.0,1560.8,-15608.0
1018724,2018-11-15,S,D,26.0,1557.15,-40485.9
1018724,2018-11-15,S,D,200.0,1554.78,-310956.0
1018724,2018-11-15,S,D,132.0,1553.24,-205027.68
1018724,2018-11-15,S,D,100.0,1549.6,-154960.0
1018724,2018-11-15,S,D,300.0,1574.45,-472335.0
1018724,2018-11-15,S,D,2030.0,1581.01,-3209450.3
1018724,2018-11-15,S,D,100.0,1587.72,-158772.0
1018724,2018-11-15,S,D,100.0,1579.3,-157930.0
1018724,2018-11-15,S,D,200.0,1577.45,-315490.0
1018724,2018-11-15,S,D,100.0,1575.91,-157591.0
1018724,2018-11-15,S,D,200.0,1572.71,-314542.0
1018724,2018-11-15,S,D,46.0,1570.95,-72263.7
1018724,2018-11-15,S,D,200.0,1568.94,-313788.0
1018724,2018-11-15,S,D,169.0,1563.43,-264219.67
1018724,2018-11-15,S,D,200.0,1562.3,-312460.0
1018724,2018-11-15,S,D,100.0,1558.53,-155853.0
1018724,2018-11-15,S,D,100.0,1548.74,-154874.0
1018724,2018-11-15,S,D,104.0,1550.19,-161219.76
1018724,2018-11-15,S,D,210.0,1554.49,-326442.9
1018724,2018-11-15,S,D,100.0,1555.37,-155537.0
1018724,2018-11-15,S,D,137.0,1562.64,-214081.68000000002
1018724,2018-11-15,S,D,100.0,1580.08,-158008.0
1018724,2018-11-15,S,D,100.0,1578.64,-157864.0
1018724,2018-11-15,S,D,100.0,1574.94,-157494.0
1018724,2018-11-15,S,D,181.0,1579.89,-285960.09
1652044,2018-11-15,S,D,450.0,1056.91,-475609.50000000006
1652044,2018-11-15,S,D,200.0,1053.27,-210654.0
1652044,2018-11-15,S,D,700.0,1060.22,-742154.0
1652044,2018-11-15,S,D,442.0,1061.58,-469218.36
1652044,2018-11-15,S,D,1257.0,1062.81,-1335952.17
1652044,2018-11-15,S,D,449.0,1063.58,-477547.42
1652044,2018-11-15,S,D,300.0,1065.25,-319575.0
1652044,2018-11-15,S,D,200.0,1067.15,-213430.00000000003
1652044,2018-11-15,S,D,100.0,1071.55,-107155.0
1652044,2018-11-15,S,D,100.0,1032.67,-103267.0
1652044,2018-11-15,S,D,300.0,1035.01,-310503.0
1652044,2018-11-15,S,D,500.0,1037.05,-518525.0
1652044,2018-11-15,S,D,600.0,1038.13,-622878.0000000001
1652044,2018-11-15,S,D,400.0,1039.24,-415696.0
1652044,2018-11-15,S,D,1000.0,1040.45,-1040450.0
1652044,2018-11-15,S,D,300.0,1041.54,-312462.0
1652044,2018-11-15,S,D,500.0,1042.67,-521335.00000000006
1652044,2018-11-15,S,D,371.0,1043.84,-387264.63999999996
1652044,2018-11-15,S,D,847.0,1045.08,-885182.7599999999
1652044,2018-11-15,S,D,801.0,1046.2,-838006.2000000001
1652044,2018-11-15,S,D,798.0,1047.2,-835665.6000000001
1652044,2018-11-15,S,D,400.0,1048.72,-419488.0
1652044,2018-11-15,S,D,700.0,1049.87,-734908.9999999999
1652044,2018-11-15,S,D,3.0,1050.45,-3151.3500000000004
1652044,2018-11-15,S,D,90.0,1051.73,-94655.7
1652044,2018-11-15,S,D,100.0,1058.03,-105803.0
200406,2018-11-16,S,D,264465.0,145.96,-38601311.4
773840,2018-11-14,S,D,3963.0,149.11,-590922.93
21344,2018-11-12,S,D,88400.0,50.0,-4420000.0
21344,2018-11-12,S,D,60000.0,50.0,-3000000.0
21344,2018-11-12,S,D,10000.0,49.98,-499799.99999999994
21344,2018-11-12,S,D,9150.0,49.95,-457042.5
1652044,2018-11-12,S,D,2845.0,1058.41,-3011176.45
1652044,2018-11-12,S,D,2845.0,1072.58,-3051490.0999999996
731766,2018-11-09,S,D,163.0,274.83,-44797.29
21344,2018-11-09,S,D,75538.0,49.51,-3739886.38
789019,2018-11-08,S,D,36500.0,111.28,-4061720.0
200406,2018-11-08,S,D,8441.0,145.15,-1225211.1500000001
200406,2018-11-07,S,D,40000.0,144.36,-5774400.000000001
1652044,2018-11-07,S,D,2851.0,1072.38,-3057355.3800000004
1652044,2018-11-07,S,D,500.0,1073.82,-536910.0
1652044,2018-11-07,S,D,400.0,1074.85,-429939.99999999994
1652044,2018-11-07,S,D,224.0,1075.78,-240974.72
1652044,2018-11-07,S,D,700.0,1077.35,-754144.9999999999
1652044,2018-11-07,S,D,800.0,1077.95,-862360.0
1652044,2018-11-07,S,D,600.0,1078.83,-647298.0
1652044,2018-11-07,S,D,325.0,1085.0,-352625.0
1652044,2018-11-07,S,D,600.0,1067.22,-640332.0
1652044,2018-11-07,S,D,1000.0,1068.72,-1068720.0
1652044,2018-11-07,S,D,600.0,1069.81,-641886.0
1652044,2018-11-07,S,D,1400.0,1071.57,-1500198.0
310158,2018-11-07,S,D,36218.0,75.14,-2721420.52
310158,2018-11-08,S,D,225443.0,75.27,-16969094.61
21344,2018-11-07,S,D,45400.0,49.47,-2245938.0
21344,2018-11-06,S,D,9200.0,48.95,-450340.0
21344,2018-11-05,S,D,15000.0,48.65,-729750.0
21344,2018-11-05,S,D,54200.0,48.5,-2628700.0
21344,2018-11-05,S,D,25000.0,48.0,-1200000.0
21344,2018-11-05,S,D,45500.0,48.47,-2205385.0
21344,2018-11-06,S,D,45500.0,48.97,-2228135.0
1018724,2018-11-02,S,D,1375.0,1678.99,-2308611.25
789019,2018-11-05,S,D,2000.0,107.18,-214360.0
1800,2018-11-02,S,D,65000.0,71.0,-4615000.0
1403161,2018-11-02,S,D,99636.0,139.28,-13877302.08
4962,2018-11-01,S,D,9560.0,103.78,-992136.8
4962,2018-11-01,S,D,2940.0,104.04,-305877.60000000003
310158,2018-11-01,S,D,132744.0,73.98,-9820401.120000001
310158,2018-11-01,S,D,145135.0,73.66,-10690644.1
21344,2018-10-31,S,D,10000.0,47.98,-479799.99999999994
21344,2018-10-31,S,D,43000.0,48.0,-2064000.0
1652044,2018-11-02,S,D,80.0,1073.72,-85897.6
789019,2018-10-31,S,D,20000.0,107.7,-2154000.0
831259,2018-10-30,S,D,75000.0,11.15,-836250.0
310158,2018-10-30,S,D,25467.0,72.0,-1833624.0
310158,2018-10-31,S,D,47036.0,74.33,-3496185.88
50863,2018-10-30,S,D,6500.0,45.53,-295945.0
1018724,2018-10-29,S,D,300.0,1651.89,-495567.00000000006
1018724,2018-10-29,S,D,100.0,1654.48,-165448.0
1018724,2018-10-29,S,D,100.0,1656.09,-165609.0
1018724,2018-10-29,S,D,473.0,1659.43,-784910.39
1018724,2018-10-29,S,D,2127.0,1661.37,-3533733.9899999998
1018724,2018-10-29,S,D,100.0,1665.34,-166534.0
1018724,2018-10-29,S,D,560.0,1614.29,-904002.4
1018724,2018-10-29,S,D,100.0,1616.65,-161665.0
1018724,2018-10-29,S,D,200.0,1618.13,-323626.0
1018724,2018-10-29,S,D,500.0,1620.68,-810340.0
1018724,2018-10-29,S,D,100.0,1621.58,-162158.0
1018724,2018-10-29,S,D,124.0,1622.72,-201217.28
1018724,2018-10-29,S,D,103.0,1624.6,-167333.8
1018724,2018-10-29,S,D,252.0,1625.63,-409658.76
1018724,2018-10-29,S,D,200.0,1649.4,-329880.0
1018724,2018-10-29,S,D,100.0,1650.18,-165018.0
1018724,2018-10-29,S,D,1100.0,1626.75,-1789425.0
1018724,2018-10-29,S,D,304.0,1628.2,-494972.8
1018724,2018-10-29,S,D,300.0,1629.38,-488814.00000000006
1018724,2018-10-29,S,D,700.0,1631.02,-1141714.0
1018724,2018-10-29,S,D,1000.0,1632.41,-1632410.0
1018724,2018-10-29,S,D,1500.0,1633.26,-2449890.0
1018724,2018-10-29,S,D,807.0,1634.18,-1318783.26
1018724,2018-10-29,S,D,500.0,1635.38,-817690.0
1018724,2018-10-29,S,D,400.0,1636.82,-654728.0
1018724,2018-10-29,S,D,600.0,1638.25,-982950.0
1018724,2018-10-29,S,D,900.0,1639.02,-1475118.0
1018724,2018-10-29,S,D,700.0,1640.13,-1148091.0
1018724,2018-10-29,S,D,1439.0,1641.19,-2361672.41
1018724,2018-10-29,S,D,1374.0,1613.62,-2217113.88
1018724,2018-10-29,S,D,601.0,1612.3,-968992.2999999999
1018724,2018-10-29,S,D,300.0,1648.3,-494490.0
1018724,2018-10-29,S,D,400.0,1646.56,-658624.0
1018724,2018-10-29,S,D,500.0,1645.36,-822680.0
1018724,2018-10-29,S,D,700.0,1642.1,-1149470.0
1018724,2018-10-29,S,D,600.0,1644.37,-986621.9999999999
50863,2018-10-26,S,D,2235.0,45.66,-102050.09999999999
789019,2018-10-26,S,D,36025.0,105.44,-3798476.0
789019,2018-10-26,S,D,68836.0,106.33,-7319331.88
789019,2018-10-26,S,D,17407.0,108.25,-1884307.75
789019,2018-10-26,S,D,81150.0,107.18,-8697657.0
63908,2018-10-25,S,D,4782.0,177.68,-849665.76
63908,2018-10-24,S,D,3192.0,176.17,-562334.64
63908,2018-10-24,S,D,15136.0,176.17,-2666509.1199999996
63908,2018-10-24,S,D,201123.0,175.63,-35323232.49
1652044,2018-10-17,S,D,700.0,1117.19,-782033.0
1652044,2018-10-17,S,D,1300.0,1123.87,-1461030.9999999998
1652044,2018-10-17,S,D,900.0,1115.3,-1003770.0
1652044,2018-10-17,S,D,900.0,1113.06,-1001754.0
1652044,2018-10-17,S,D,638.0,1111.99,-709449.62
1652044,2018-10-17,S,D,1500.0,1110.86,-1666289.9999999998
1652044,2018-10-17,S,D,1628.0,1109.76,-1806689.28
1652044,2018-10-17,S,D,900.0,1108.52,-997668.0
1652044,2018-10-17,S,D,1209.0,1108.03,-1339608.27
1652044,2018-10-17,S,D,325.0,1141.14,-370870.50000000006
21344,2018-10-24,S,D,8754.0,46.95,-411000.30000000005
1652044,2018-10-12,S,D,2845.0,1120.02,-3186456.9
1652044,2018-10-12,S,D,2845.0,1110.7,-3159941.5
93410,2018-10-11,S,D,650.0,118.37,-76940.5
93410,2018-10-11,S,D,1500.0,119.34,-179010.0
93410,2018-10-11,S,D,1400.0,120.19,-168266.0
93410,2018-10-11,S,D,1100.0,121.29,-133419.0
93410,2018-10-11,S,D,100.0,122.28,-12228.0
27419,2018-10-09,S,D,2100.0,86.0,-180600.0
320193,2018-10-03,S,D,16610.0,232.7,-3865147.0
320193,2018-10-03,S,D,45388.0,232.19,-10538639.72
320193,2018-10-04,S,D,25509.0,229.6,-5856866.399999999
320193,2018-10-04,S,D,5485.0,230.22,-1262756.7
320193,2018-10-04,S,D,31747.0,228.28,-7247205.16
320193,2018-10-04,S,D,1600.0,231.48,-370368.0
320193,2018-10-04,S,D,35904.0,227.69,-8174981.76
320193,2018-10-04,S,D,25000.0,230.78,-5769500.0
320193,2018-10-05,S,D,14194.0,227.96,-3235664.24
320193,2018-10-03,S,D,25000.0,232.66,-5816500.0
1652044,2018-10-03,S,D,1919.0,1198.79,-2300478.01
1652044,2018-10-03,S,D,2300.0,1199.7,-2759310.0
1652044,2018-10-03,S,D,1700.0,1200.49,-2040833.0
1652044,2018-10-03,S,D,1096.0,1197.88,-1312876.4800000002
1652044,2018-10-03,S,D,400.0,1202.05,-480820.0
1652044,2018-10-03,S,D,300.0,1204.27,-361281.0
1652044,2018-10-03,S,D,849.0,1205.94,-1023843.06
1652044,2018-10-03,S,D,325.0,1212.0,-393900.0
1652044,2018-10-03,S,D,1108.0,1194.5,-1323506.0
1652044,2018-10-03,S,D,3.0,1195.0,-3585.0
1045810,2018-10-02,S,D,90831.0,289.35,-26281949.85
310158,2018-10-02,S,D,279850.0,72.07,-20168789.499999996
1652044,2018-10-02,S,D,80.0,1190.96,-95276.8
1800,2018-09-28,S,D,100.0,73.35,-7334.999999999999
1800,2018-09-28,S,D,1532.0,73.35,-112372.2
1800,2018-09-28,S,D,100.0,73.36,-7336.0
1800,2018-09-28,S,D,200.0,73.4,-14680.000000000002
1800,2018-09-28,S,D,4800.0,73.39,-352272.0
1652044,2018-10-01,S,D,25.0,1199.89,-29997.250000000004
104169,2019-03-28,S,D,18901.0,97.62,-1845115.62
104169,2019-03-28,S,D,773137.0,97.04,-75025214.48
104169,2019-03-28,S,D,773137.0,97.04,-75025214.48
104169,2019-03-28,S,D,18901.0,97.62,-1845115.62
104169,2019-03-28,S,D,773137.0,97.04,-75025214.48
104169,2019-03-28,S,D,18901.0,97.62,-1845115.62
104169,2019-03-29,S,D,2000.0,97.17,-194340.0
104169,2019-03-27,S,D,1110815.0,97.21,-107982326.14999999
104169,2019-03-27,S,D,369281.0,98.39,-36333557.59
104169,2019-03-26,S,D,1271264.0,98.42,-125117802.88
104169,2019-03-27,S,D,1110815.0,97.21,-107982326.14999999
104169,2019-03-26,S,D,1271264.0,98.42,-125117802.88
104169,2019-03-27,S,D,369281.0,98.39,-36333557.59
104169,2019-03-27,S,D,1110815.0,97.21,-107982326.14999999
104169,2019-03-26,S,D,1271264.0,98.42,-125117802.88
104169,2019-03-27,S,D,369281.0,98.39,-36333557.59
27419,2019-03-26,S,D,5186.0,79.18,-410627.48000000004
310158,2019-03-25,S,D,192572.0,82.38,-15864081.36
104169,2019-03-25,S,D,1236249.0,98.21,-121412014.28999999
104169,2019-03-22,S,D,95457.0,99.2,-9469334.4
104169,2019-03-22,S,D,837062.0,98.5,-82450607.0
104169,2019-03-22,S,D,95457.0,99.2,-9469334.4
104169,2019-03-22,S,D,837062.0,98.5,-82450607.0
104169,2019-03-25,S,D,1236249.0,98.21,-121412014.28999999
104169,2019-03-25,S,D,1236249.0,98.21,-121412014.28999999
104169,2019-03-22,S,D,95457.0,99.2,-9469334.4
104169,2019-03-22,S,D,837062.0,98.5,-82450607.0
1018724,2019-03-21,S,D,276.0,1819.72,-502242.72000000003
1018724,2019-03-21,S,D,310.0,1818.15,-563626.5
1018724,2019-03-21,S,D,200.0,1817.18,-363436.0
1018724,2019-03-21,S,D,200.0,1812.82,-362564.0
1018724,2019-03-21,S,D,200.0,1809.35,-361870.0
1018724,2019-03-21,S,D,100.0,1799.47,-179947.0
1018724,2019-03-21,S,D,14.0,1806.92,-25296.88
1018724,2019-03-21,S,D,400.0,1804.57,-721828.0
1018724,2019-03-21,S,D,100.0,1803.9,-180390.0
1018724,2019-03-21,S,D,100.0,1802.57,-180257.0
1018724,2019-03-21,S,D,100.0,1808.3,-180830.0
1045810,2019-03-21,S,D,14092.0,183.33,-2583486.3600000003
104169,2019-03-21,S,D,900589.0,98.77,-88951175.53
104169,2019-03-21,S,D,4610.0,99.11,-456897.1
104169,2019-03-20,S,D,743424.0,99.01,-73606410.24000001
104169,2019-03-20,S,D,400.0,99.54,-39816.0
104169,2019-03-20,S,D,743424.0,99.01,-73606410.24000001
104169,2019-03-21,S,D,4610.0,99.11,-456897.1
104169,2019-03-20,S,D,400.0,99.54,-39816.0
104169,2019-03-21,S,D,900589.0,98.77,-88951175.53
104169,2019-03-20,S,D,743424.0,99.01,-73606410.24000001
104169,2019-03-20,S,D,400.0,99.54,-39816.0
104169,2019-03-21,S,D,900589.0,98.77,-88951175.53
104169,2019-03-21,S,D,4610.0,99.11,-456897.1
104169,2019-03-19,S,D,74019.0,100.0,-7401900.0
1800,2019-03-20,S,D,5500.0,79.58,-437690.0
1800,2019-03-20,S,D,113.0,79.57,-8991.41
731766,2019-03-19,S,D,5000.0,257.32,-1286600.0
310158,2019-03-20,S,D,192736.0,82.05,-15813988.799999999
1800,2019-03-18,S,D,3149.0,78.08,-245873.91999999998
1800,2019-03-18,S,D,100.0,78.06,-7806.0
1800,2019-03-18,S,D,3668.0,78.02,-286177.36
1800,2019-03-18,S,D,200.0,79.55,-15910.0
1800,2019-03-18,S,D,700.0,78.63,-55041.0
1800,2019-03-18,S,D,1110.0,78.23,-86835.3
1800,2019-03-18,S,D,1180.0,78.74,-92913.2
1800,2019-03-18,S,D,100.0,79.91,-7991.0
1800,2019-03-18,S,D,1.0,78.04,-78.04
1800,2019-03-18,S,D,100.0,78.17,-7817.0
1800,2019-03-18,S,D,909.0,79.15,-71947.35
1800,2019-03-18,S,D,2400.0,79.39,-190536.0
1800,2019-03-18,S,D,2079.0,78.82,-163866.78
1800,2019-03-18,S,D,300.0,79.76,-23928.0
1800,2019-03-18,S,D,385.0,79.54,-30622.9
1800,2019-03-18,S,D,738.0,78.15,-57674.700000000004
1800,2019-03-18,S,D,6862.0,78.89,-541343.18
1800,2019-03-18,S,D,1900.0,79.45,-150955.0
1800,2019-03-18,S,D,200.0,78.91,-15782.0
1800,2019-03-18,S,D,900.0,78.51,-70659.0
1800,2019-03-18,S,D,131.0,79.88,-10464.279999999999
1800,2019-03-18,S,D,14202.0,78.88,-1120253.76
1800,2019-03-18,S,D,14544.0,78.05,-1135159.2
1800,2019-03-18,S,D,11007.0,78.17,-860417.1900000001
1800,2019-03-18,S,D,4232.0,78.82,-333566.24
1800,2019-03-18,S,D,100.0,78.82,-7881.999999999999
1800,2019-03-18,S,D,512.0,78.09,-39982.08
1800,2019-03-18,S,D,2937.0,78.86,-231611.82
1800,2019-03-18,S,D,1423.0,78.68,-111961.64000000001
1800,2019-03-18,S,D,1306.0,78.73,-102821.38
1800,2019-03-18,S,D,6970.0,78.01,-543729.7000000001
1800,2019-03-18,S,D,200.0,78.28,-15656.0
1800,2019-03-18,S,D,253.0,78.65,-19898.45
1800,2019-03-18,S,D,3100.0,78.05,-241955.0
1800,2019-03-18,S,D,1208.0,79.19,-95661.52
1800,2019-03-18,S,D,93.0,78.27,-7279.11
1800,2019-03-18,S,D,400.0,78.08,-31232.0
1800,2019-03-18,S,D,400.0,78.06,-31224.0
1800,2019-03-18,S,D,1815.0,78.84,-143094.6
1800,2019-03-18,S,D,1800.0,78.03,-140454.0
1800,2019-03-18,S,D,3803.0,78.38,-298079.13999999996
1800,2019-03-18,S,D,1206.0,79.37,-95720.22
1800,2019-03-18,S,D,1500.0,78.4,-117600.00000000001
1800,2019-03-18,S,D,3577.0,78.84,-282010.68
1800,2019-03-18,S,D,1665.0,78.77,-131152.05
1800,2019-03-18,S,D,200.0,79.81,-15962.0
1800,2019-03-18,S,D,1300.0,79.75,-103675.0
1800,2019-03-18,S,D,700.0,78.25,-54775.0
1800,2019-03-18,S,D,1600.0,79.43,-127088.00000000001
1800,2019-03-18,S,D,10035.0,78.07,-783432.45
1800,2019-03-18,S,D,2599.0,78.47,-203943.53
1800,2019-03-18,S,D,14104.0,78.87,-1112382.48
1800,2019-03-18,S,D,5558.0,78.8,-437970.39999999997
1800,2019-03-18,S,D,1628.0,79.03,-128660.84
1800,2019-03-18,S,D,23.0,79.78,-1834.94
1800,2019-03-18,S,D,322.0,78.92,-25412.24
1800,2019-03-18,S,D,4979.0,78.04,-388561.16000000003
1800,2019-03-18,S,D,1500.0,79.1,-118649.99999999999
1800,2019-03-18,S,D,2112.0,79.57,-168051.84
1800,2019-03-18,S,D,1035.0,78.42,-81164.7
1800,2019-03-18,S,D,2200.0,79.07,-173953.99999999997
1800,2019-03-18,S,D,13.0,79.95,-1039.3500000000001
1800,2019-03-18,S,D,2436.0,78.91,-192224.75999999998
1800,2019-03-18,S,D,4942.0,78.86,-389726.12
1800,2019-03-18,S,D,1340.0,78.17,-104747.8
1800,2019-03-18,S,D,2483.0,78.58,-195114.13999999998
1800,2019-03-18,S,D,686.0,79.8,-54742.799999999996
1800,2019-03-18,S,D,3685.0,78.46,-289125.1
1800,2019-03-18,S,D,1300.0,78.35,-101854.99999999999
1800,2019-03-18,S,D,1000.0,78.91,-78910.0
1800,2019-03-18,S,D,704.0,79.06,-55658.240000000005
1800,2019-03-18,S,D,200.0,79.09,-15818.0
1800,2019-03-18,S,A,1100.0,79.56,87516.0
1800,2019-03-18,S,D,1600.0,78.49,-125583.99999999999
1800,2019-03-18,S,D,6330.0,78.08,-494246.39999999997
1800,2019-03-18,S,D,500.0,78.56,-39280.0
1800,2019-03-18,S,D,1925.0,78.02,-150188.5
1800,2019-03-18,S,D,6037.0,79.49,-479881.12999999995
1800,2019-03-18,S,D,500.0,79.5,-39750.0
1800,2019-03-18,S,D,3499.0,78.88,-276001.12
1800,2019-03-18,S,D,900.0,79.27,-71343.0
1800,2019-03-18,S,D,3100.0,79.46,-246325.99999999997
1800,2019-03-18,S,D,11900.0,78.01,-928319.0000000001
1800,2019-03-18,S,D,504.0,78.74,-39684.96
1800,2019-03-18,S,D,2400.0,79.4,-190560.0
1800,2019-03-18,S,D,877.0,79.47,-69695.19
1800,2019-03-18,S,D,1807.0,78.26,-141415.82
1800,2019-03-18,S,D,13523.0,78.0,-1054794.0
1800,2019-03-18,S,D,4154.0,78.18,-324759.72000000003
1800,2019-03-18,S,D,570.0,79.65,-45400.5
1800,2019-03-18,S,D,1100.0,79.59,-87549.0
1800,2019-03-18,S,D,200.0,79.41,-15882.0
1800,2019-03-18,S,D,3044.0,79.02,-240536.87999999998
1800,2019-03-18,S,D,6094.0,78.8,-480207.2
1800,2019-03-18,S,D,500.0,78.36,-39180.0
1800,2019-03-18,S,D,6701.0,78.76,-527770.76
1800,2019-03-18,S,D,5891.0,78.47,-462266.77
1800,2019-03-18,S,D,300.0,79.68,-23904.000000000004
1800,2019-03-18,S,D,1300.0,79.08,-102804.0
1800,2019-03-18,S,D,1800.0,78.93,-142074.0
1800,2019-03-18,S,D,1816.0,78.85,-143191.59999999998
1800,2019-03-18,S,D,75.0,78.2,-5865.0
1800,2019-03-18,S,D,5800.0,78.66,-456228.0
1800,2019-03-18,S,D,100.0,79.71,-7970.999999999999
1800,2019-03-18,S,D,300.0,78.64,-23592.0
1800,2019-03-18,S,D,36669.0,78.06,-2862382.14
1800,2019-03-18,S,D,1800.0,79.18,-142524.0
1800,2019-03-18,S,D,1.0,79.07,-79.07
1800,2019-03-18,S,D,2.0,78.71,-157.42
1800,2019-03-18,S,D,16200.0,79.91,-1294542.0
1800,2019-03-18,S,D,10611.0,78.09,-828612.99
1800,2019-03-18,S,D,1800.0,78.45,-141210.0
1800,2019-03-18,S,D,265.0,78.58,-20823.7
1800,2019-03-18,S,D,16700.0,78.87,-1317129.0
1800,2019-03-18,S,D,3181.0,78.1,-248436.09999999998
1800,2019-03-18,S,D,2100.0,78.5,-164850.0
1800,2019-03-18,S,D,20.0,79.53,-1590.6
1800,2019-03-18,S,D,3275.0,78.72,-257808.0
1800,2019-03-18,S,D,100.0,79.41,-7941.0
1800,2019-03-18,S,D,1660.0,78.77,-130758.2
1800,2019-03-18,S,D,2200.0,78.3,-172260.0
1800,2019-03-18,S,D,1802.0,78.46,-141384.91999999998
1800,2019-03-18,S,D,2357.0,78.89,-185943.73
1800,2019-03-18,S,D,805.0,78.78,-63417.9
1800,2019-03-18,S,D,3337.0,78.48,-261887.76
1800,2019-03-18,S,D,3900.0,79.17,-308763.0
1800,2019-03-18,S,D,700.0,78.73,-55111.0
1800,2019-03-18,S,D,2277.0,78.67,-179131.59
1800,2019-03-18,S,D,7956.0,78.04,-620886.2400000001
1800,2019-03-18,S,D,500.0,79.87,-39935.0
1800,2019-03-18,S,D,69.0,79.9,-5513.1
1800,2019-03-18,S,D,300.0,78.99,-23697.0
1800,2019-03-18,S,D,7233.0,78.79,-569888.0700000001
1800,2019-03-18,S,D,494.0,78.21,-38635.74
1800,2019-03-18,S,D,2011.0,78.83,-158527.13
1800,2019-03-18,S,D,1336.0,79.13,-105717.68
1800,2019-03-18,S,D,300.0,79.6,-23880.0
1800,2019-03-18,S,D,18702.0,78.07,-1460065.14
1800,2019-03-18,S,D,300.0,79.38,-23814.0
1800,2019-03-18,S,D,7282.0,78.14,-569015.48
1800,2019-03-18,S,D,687.0,78.48,-53915.76
1800,2019-03-18,S,D,1900.0,79.16,-150404.0
1800,2019-03-18,S,D,1223.0,78.78,-96347.94
1800,2019-03-18,S,D,531.0,78.72,-41800.32
1800,2019-03-18,S,D,420.0,79.25,-33285.0
1800,2019-03-18,S,D,509.0,78.79,-40104.11
1800,2019-03-18,S,D,140.0,78.16,-10942.4
1800,2019-03-18,S,D,3678.0,79.14,-291076.92
1800,2019-03-18,S,D,2110.0,79.19,-167090.9
1800,2019-03-18,S,D,2261.0,78.27,-176968.47
1800,2019-03-18,S,D,200.0,79.2,-15840.0
1800,2019-03-18,S,D,2739.0,78.7,-215559.30000000002
1800,2019-03-18,S,D,14095.0,78.85,-1111390.75
1800,2019-03-18,S,D,2237.0,78.81,-176297.97
1800,2019-03-18,S,D,1691.0,78.75,-133166.25
1800,2019-03-18,S,D,1100.0,78.45,-86295.0
1800,2019-03-18,S,D,123.0,79.48,-9776.04
1800,2019-03-18,S,D,2262.0,78.57,-177725.34
1800,2019-03-18,S,D,1500.0,78.54,-117810.00000000001
1800,2019-03-18,S,D,200.0,79.24,-15847.999999999998
