cik,trans_date,trans_code,acquired_disposed,shares,price_per_share,value
1018724,2021-05-03,S,D,1500.0,3438.3,-5157450.0
1018724,2021-05-03,S,D,221.0,3435.75,-759300.75
1018724,2021-05-03,S,D,1300.0,3434.71,-4465123.0
1018724,2021-05-03,S,D,1017.0,3434.12,-3492500.04
1018724,2021-05-03,S,D,1301.0,3432.97,-4466293.97
1018724,2021-05-03,S,D,996.0,3430.57,-3416847.72
1018724,2021-05-03,S,D,3110.0,3431.83,-10672991.299999999
1018724,2021-05-03,S,D,5658.0,3388.52,-19172246.16
1018724,2021-05-03,S,D,3969.0,3389.68,-13453639.92
1018724,2021-05-03,S,D,2348.0,3390.6,-7961128.8
1018724,2021-05-03,S,D,3727.0,3391.68,-12640791.36
1018724,2021-05-03,S,D,3797.0,3392.57,-12881588.290000001
1018724,2021-05-03,S,D,5636.0,3393.9,-19128020.400000002
1018724,2021-05-03,S,D,5702.0,3395.09,-19358803.18
1018724,2021-05-03,S,D,7618.0,3396.24,-25872556.319999997
1018724,2021-05-03,S,D,10048.0,3398.16,-34144711.68
1018724,2021-05-03,S,D,10096.0,3399.18,-34318121.28
1018724,2021-05-03,S,D,6108.0,3400.05,-20767505.400000002
1018724,2021-05-03,S,D,7291.0,3401.05,-24797055.55
1018724,2021-05-03,S,D,3652.0,3402.4,-12425564.8
1018724,2021-05-03,S,D,6548.0,3403.28,-22284677.44
1018724,2021-05-03,S,D,3001.0,3404.42,-10216664.42
1018724,2021-05-03,S,D,7640.0,3387.55,-25880882.0
1018724,2021-05-03,S,D,2566.0,3386.31,-8689271.459999999
1018724,2021-05-03,S,D,2016.0,3385.05,-6824260.800000001
1018724,2021-05-03,S,D,3650.0,3383.88,-12351162.0
1018724,2021-05-03,S,D,9004.0,3382.88,-30459451.52
1018724,2021-05-03,S,D,5688.0,3382.02,-19236929.76
1018724,2021-05-03,S,D,5944.0,3397.12,-20192481.28
1018724,2021-05-03,S,D,1700.0,3373.27,-5734559.0
1018724,2021-05-03,S,D,2600.0,3374.67,-8774142.0
1018724,2021-05-03,S,D,4633.0,3375.51,-15638737.830000002
1018724,2021-05-03,S,D,9275.0,3376.8,-31319820.0
1018724,2021-05-03,S,D,1188.0,3377.57,-4012553.16
1018724,2021-05-03,S,D,1182.0,3378.93,-3993895.26
1018724,2021-05-03,S,D,9018.0,3379.86,-30479577.48
1018724,2021-05-03,S,D,9595.0,3380.85,-32439255.75
1403161,2021-05-03,S,D,11193.0,234.05,-2619721.65
1800,2021-04-30,S,D,9533.0,120.02,-1144150.66
1800,2021-04-30,S,D,85043.0,119.89,-10195805.27
4962,2021-04-30,S,D,5260.0,153.11,-805358.6000000001
50863,2021-05-03,S,D,2561.0,57.83,-148102.63
50863,2021-05-03,S,D,381.0,57.83,-22033.23
50863,2021-05-03,S,D,2842.0,57.83,-164352.86
1652044,2021-05-04,S,D,30.0,2369.74,-71092.2
1403161,2021-05-03,S,D,10000.0,232.23,-2322300.0
1403161,2021-04-30,S,D,25000.0,234.26,-5856500.0
70858,2021-04-30,S,D,4400.0,40.58,-178552.0
70858,2021-04-30,S,D,4400.0,40.58,-178552.0
1403161,2021-04-30,S,D,9000.0,235.32,-2117880.0
773840,2021-04-29,S,D,8885.0,223.22,-1983309.7
1018724,2021-04-29,S,D,278.0,3506.8,-974890.4
1652044,2021-05-03,S,D,27.0,2402.16,-64858.31999999999
1652044,2021-04-30,S,D,1385.0,2403.54,-3328902.9
1800,2021-04-27,S,D,8600.0,122.0,-1049200.0
1800,2021-04-27,S,D,9439.0,122.0,-1151558.0
731766,2021-04-27,S,D,5301.0,394.66,-2092092.6600000001
831259,2021-04-26,S,D,3422.0,38.82,-132842.04
21344,2021-04-23,S,D,110000.0,54.48,-5992800.0
21344,2021-04-22,S,D,30000.0,54.81,-1644300.0
104169,2021-04-22,S,D,9708.0,141.01,-1368925.0799999998
1403161,2021-04-22,S,D,31750.0,230.0,-7302500.0
21344,2021-04-21,S,D,7263.0,54.3,-394380.89999999997
1652044,2021-04-21,S,D,600.0,2276.86,-1366116.0
1652044,2021-04-21,S,D,200.0,2287.05,-457410.00000000006
1652044,2021-04-21,S,D,300.0,2288.52,-686556.0
1652044,2021-04-21,S,D,100.0,2285.91,-228591.0
1652044,2021-04-21,S,D,200.0,2284.02,-456804.0
1652044,2021-04-21,S,D,225.0,2275.02,-511879.5
1652044,2021-04-21,S,D,300.0,2280.59,-684177.0
1652044,2021-04-21,S,D,100.0,2278.63,-227863.0
1652044,2021-04-21,S,D,200.0,2278.02,-455604.0
1652044,2021-04-21,S,D,175.0,2272.05,-397608.75000000006
1652044,2021-04-21,S,D,200.0,2272.67,-454534.0
1652044,2021-04-21,S,D,400.0,2281.61,-912644.0
731766,2021-04-19,S,D,2500.0,391.25,-978125.0
731766,2021-04-20,S,D,10000.0,395.43,-3954300.0
731766,2021-04-20,S,D,2500.0,391.25,-978125.0
320187,2021-04-20,S,D,3388.0,127.03,-430377.64
895421,2021-04-19,S,D,73162.0,80.06,-5857349.72
320193,2021-04-16,S,D,18216.0,134.01,-2441126.1599999997
731766,2021-04-16,S,D,3000.0,389.99,-1169970.0
1045810,2021-04-14,S,D,430.0,612.32,-263297.60000000003
1045810,2021-04-14,S,D,800.0,611.45,-489160.00000000006
1045810,2021-04-14,S,D,570.0,610.49,-347979.3
1045810,2021-04-15,S,D,1464.0,646.54,-946534.5599999999
1045810,2021-04-15,S,D,1460.0,645.61,-942590.6
1045810,2021-04-15,S,D,2076.0,644.64,-1338272.64
1045810,2021-04-14,S,D,250.0,625.28,-156320.0
1045810,2021-04-14,S,D,350.0,624.48,-218568.0
1045810,2021-04-14,S,D,458.0,623.08,-285370.64
1045810,2021-04-14,S,D,1655.0,622.31,-1029923.0499999999
1045810,2021-04-14,S,D,1421.0,621.16,-882668.36
1045810,2021-04-14,S,D,1398.0,620.17,-866997.6599999999
1045810,2021-04-14,S,D,600.0,619.19,-371514.00000000006
1045810,2021-04-14,S,D,268.0,617.52,-165495.36
1045810,2021-04-14,S,D,200.0,616.3,-123259.99999999999
1045810,2021-04-14,S,D,700.0,615.05,-430534.99999999994
1045810,2021-04-14,S,D,300.0,613.51,-184053.0
1045810,2021-04-14,S,D,100.0,627.55,-62754.99999999999
27419,2021-04-13,S,D,20602.0,204.07,-4204250.14
27419,2021-04-13,S,D,10821.0,204.81,-2216249.0100000002
320187,2021-04-14,S,D,15000.0,133.54,-2003099.9999999998
1045810,2021-04-12,S,D,66.0,598.1,-39474.6
1045810,2021-04-12,S,D,26.0,598.97,-15573.220000000001
1045810,2021-04-12,S,D,400.0,600.0,-240000.0
1045810,2021-04-12,S,D,64.0,609.36,-38999.04
1045810,2021-04-12,S,D,26.0,610.19,-15864.940000000002
1045810,2021-04-12,S,D,27.0,567.98,-15335.460000000001
1045810,2021-04-12,S,D,54.0,569.26,-30740.04
1045810,2021-04-12,S,D,36.0,570.06,-20522.159999999996
1045810,2021-04-12,S,D,86.0,571.25,-49127.5
1045810,2021-04-12,S,D,40.0,572.16,-22886.399999999998
1045810,2021-04-12,S,D,305.0,575.01,-175378.05
1045810,2021-04-12,S,D,10.0,577.98,-5779.8
1045810,2021-04-12,S,D,10.0,579.28,-5792.799999999999
1045810,2021-04-12,S,D,20.0,589.27,-11785.4
1045810,2021-04-12,S,D,10.0,590.93,-5909.299999999999
1045810,2021-04-12,S,D,20.0,593.51,-11870.2
27419,2021-04-09,S,D,1930.0,204.0,-393720.0
27419,2021-04-09,S,D,2121.0,204.0,-432684.0
27419,2021-04-08,S,D,2353.0,203.61,-479094.33
27419,2021-04-08,S,D,1600.0,203.12,-324992.0
1652044,2021-04-07,S,D,13.0,2243.57,-29166.410000000003
1652044,2021-04-07,S,D,7.0,2244.37,-15710.59
1652044,2021-04-07,S,D,12.0,2245.66,-26947.92
1652044,2021-04-07,S,D,1.0,2246.49,-2246.49
1652044,2021-04-07,S,D,2.0,2247.48,-4494.96
1652044,2021-04-07,S,D,7.0,2250.56,-15753.92
1652044,2021-04-07,S,D,4.0,2252.11,-9008.44
1652044,2021-04-07,S,D,2.0,2253.01,-4506.02
1652044,2021-04-07,S,D,2.0,2241.18,-4482.36
1652044,2021-04-07,S,D,4.0,2240.02,-8960.08
1652044,2021-04-07,S,D,2.0,2238.71,-4477.42
1652044,2021-04-07,S,D,7.0,2237.5,-15662.5
1652044,2021-04-07,S,D,3.0,2225.86,-6677.58
1652044,2021-04-07,S,D,4.0,2236.59,-8946.36
1652044,2021-04-07,S,D,400.0,2231.33,-892532.0
1652044,2021-04-07,S,D,356.0,2237.57,-796574.92
1652044,2021-04-07,S,D,300.0,2236.1,-670830.0
1652044,2021-04-07,S,D,175.0,2213.1,-387292.5
1652044,2021-04-07,S,D,200.0,2229.16,-445832.0
1652044,2021-04-07,S,D,300.0,2229.88,-668964.0
1652044,2021-04-07,S,D,100.0,2240.02,-224002.0
1652044,2021-04-07,S,D,257.0,2232.41,-573729.37
1652044,2021-04-07,S,D,412.0,2234.21,-920494.52
1652044,2021-04-07,S,D,500.0,2235.48,-1117740.0
829224,2021-04-05,S,D,170000.0,111.07,-18881900.0
1045810,2021-04-05,S,D,1400.0,556.98,-779772.0
1045810,2021-04-05,S,D,4704.0,556.46,-2617587.8400000003
320193,2021-04-05,S,D,133867.0,125.74,-16832436.58
1652044,2021-04-05,S,D,30.0,2152.94,-64588.200000000004
1652044,2021-04-05,S,D,2524.0,2152.94,-5434020.5600000005
829224,2021-04-01,S,D,31489.0,109.45,-3446471.0500000003
829224,2021-04-01,S,D,121801.0,109.04,-13281181.040000001
1403161,2021-04-01,S,D,11194.0,213.87,-2394060.7800000003
1403161,2021-03-31,S,D,9000.0,212.55,-1912950.0
1652044,2021-04-01,S,D,26.0,2099.99,-54599.73999999999
1403161,2021-09-30,S,D,9000.0,227.58,-2048220.0
1652044,2021-09-23,S,D,101.0,2843.16,-287159.16
1652044,2021-09-23,S,D,200.0,2825.49,-565098.0
1652044,2021-09-23,S,D,300.0,2826.22,-847865.9999999999
1652044,2021-09-23,S,D,100.0,2827.87,-282787.0
1652044,2021-09-23,S,D,300.0,2844.06,-853218.0
1652044,2021-09-23,S,D,900.0,2843.16,-2558844.0
1652044,2021-09-23,S,D,2855.0,2842.21,-8114509.55
1652044,2021-09-23,S,D,1709.0,2841.03,-4855320.2700000005
1652044,2021-09-23,S,D,2102.0,2840.1,-5969890.2
1652044,2021-09-23,S,D,1293.0,2838.86,-3670645.98
1652044,2021-09-23,S,D,1503.0,2837.6,-4264912.8
1652044,2021-09-23,S,D,1304.0,2836.41,-3698678.6399999997
1652044,2021-09-23,S,D,900.0,2835.43,-2551887.0
1652044,2021-09-23,S,D,222.0,2834.45,-629247.8999999999
1652044,2021-09-23,S,D,100.0,2832.84,-283284.0
1652044,2021-09-23,S,D,300.0,2810.37,-843111.0
1652044,2021-09-23,S,D,100.0,2832.89,-283289.0
1652044,2021-09-23,S,D,610.0,2831.86,-1727434.6
1652044,2021-09-23,S,D,700.0,2830.8,-1981560.0000000002
1652044,2021-09-23,S,D,1464.0,2829.74,-4142739.36
1652044,2021-09-23,S,D,2335.0,2828.89,-6605458.149999999
1652044,2021-09-23,S,D,2388.0,2827.69,-6752523.72
1652044,2021-09-23,S,D,900.0,2826.8,-2544120.0
1652044,2021-09-23,S,D,700.0,2825.39,-1977773.0
1652044,2021-09-23,S,D,1130.0,2824.51,-3191696.3000000003
1652044,2021-09-23,S,D,1700.0,2823.33,-4799661.0
1652044,2021-09-23,S,D,300.0,2822.27,-846681.0
1652044,2021-09-23,S,D,262.0,2821.23,-739162.26
1652044,2021-09-23,S,D,500.0,2820.12,-1410060.0
1652044,2021-09-23,S,D,200.0,2813.25,-562650.0
1652044,2021-09-23,S,D,300.0,2818.1,-845430.0
104169,2021-09-23,S,D,9708.0,143.27,-1390865.1600000001
1652044,2021-09-22,S,D,200.0,2814.41,-562882.0
1652044,2021-09-22,S,D,500.0,2812.4,-1406200.0
1652044,2021-09-22,S,D,751.0,2804.66,-2106299.6599999997
1652044,2021-09-22,S,D,990.0,2811.36,-2783246.4
1652044,2021-09-22,S,D,500.0,2810.4,-1405200.0
1652044,2021-09-22,S,D,100.0,2773.29,-277329.0
1652044,2021-09-22,S,D,333.0,2774.7,-923975.1
1652044,2021-09-22,S,D,5.0,2775.62,-13878.099999999999
1652044,2021-09-22,S,D,200.0,2778.57,-555714.0
1652044,2021-09-22,S,D,328.0,2780.04,-911853.12
1652044,2021-09-22,S,D,300.0,2781.85,-834555.0
1652044,2021-09-22,S,D,200.0,2782.81,-556562.0
1652044,2021-09-22,S,D,207.0,2785.5,-576598.5
1652044,2021-09-22,S,D,700.0,2787.0,-1950900.0
1652044,2021-09-22,S,D,300.0,2787.87,-836361.0
1652044,2021-09-22,S,D,200.0,2789.29,-557858.0
1652044,2021-09-22,S,D,200.0,2790.38,-558076.0
1652044,2021-09-22,S,D,700.0,2791.86,-1954302.0
1652044,2021-09-22,S,D,400.0,2792.84,-1117136.0
1652044,2021-09-22,S,D,300.0,2794.16,-838248.0
1652044,2021-09-22,S,D,197.0,2795.05,-550624.8500000001
1652044,2021-09-22,S,D,400.0,2796.42,-1118568.0
1652044,2021-09-22,S,D,100.0,2797.36,-279736.0
1652044,2021-09-22,S,D,490.0,2798.75,-1371387.5
1652044,2021-09-22,S,D,444.0,2800.11,-1243248.84
1652044,2021-09-22,S,D,223.0,2801.22,-624672.0599999999
1652044,2021-09-22,S,D,900.0,2802.35,-2522115.0
1652044,2021-09-22,S,D,571.0,2803.4,-1600741.4000000001
1652044,2021-09-22,S,D,596.0,2805.88,-1672304.48
1652044,2021-09-22,S,D,635.0,2806.89,-1782375.15
1652044,2021-09-22,S,D,729.0,2807.95,-2046995.5499999998
1652044,2021-09-22,S,D,1190.0,2809.11,-3342840.9000000004
1652044,2021-09-22,S,D,200.0,2796.7,-559340.0
1652044,2021-09-22,S,D,290.0,2798.27,-811498.3
1652044,2021-09-22,S,D,200.0,2795.25,-559050.0
1652044,2021-09-22,S,D,200.0,2799.78,-559956.0
1652044,2021-09-22,S,D,500.0,2801.95,-1400975.0
1652044,2021-09-22,S,D,400.0,2803.18,-1121272.0
1652044,2021-09-22,S,D,500.0,2804.64,-1402320.0
1652044,2021-09-22,S,D,400.0,2806.05,-1122420.0
1652044,2021-09-22,S,D,300.0,2807.72,-842315.9999999999
1652044,2021-09-22,S,D,300.0,2809.18,-842754.0
1652044,2021-09-22,S,D,800.0,2810.37,-2248296.0
1652044,2021-09-22,S,D,600.0,2811.69,-1687014.0
1652044,2021-09-22,S,D,814.0,2813.21,-2289952.94
1652044,2021-09-22,S,D,500.0,2814.48,-1407240.0
1652044,2021-09-22,S,D,785.0,2815.69,-2210316.65
1652044,2021-09-22,S,D,640.0,2817.07,-1802924.8
1652044,2021-09-22,S,D,700.0,2818.31,-1972817.0
1652044,2021-09-22,S,D,800.0,2819.73,-2255784.0
1652044,2021-09-22,S,D,701.0,2820.84,-1977408.84
1652044,2021-09-22,S,D,900.0,2822.1,-2539890.0
1652044,2021-09-22,S,D,762.0,2822.1,-2150440.1999999997
1652044,2021-09-22,S,D,1100.0,2824.3,-3106730.0
1652044,2021-09-22,S,D,600.0,2825.36,-1695216.0
1652044,2021-09-22,S,D,100.0,2827.67,-282767.0
1652044,2021-09-22,S,D,200.0,2826.03,-565206.0
1652044,2021-09-22,S,D,97.0,2830.36,-274544.92
1652044,2021-09-22,S,D,200.0,2790.55,-558110.0
1652044,2021-09-22,S,D,300.0,2792.82,-837846.0
104169,2021-09-20,S,D,74000.0,142.8,-10567200.0
104169,2021-09-21,S,D,268887.0,143.27,-38523440.49
104169,2021-09-21,S,D,115186.0,144.07,-16594847.02
104169,2021-09-20,S,D,233927.0,142.41,-33313544.07
104169,2021-09-20,S,D,233927.0,142.41,-33313544.07
104169,2021-09-20,S,D,74000.0,142.8,-10567200.0
104169,2021-09-21,S,D,268887.0,143.27,-38523440.49
104169,2021-09-21,S,D,115186.0,144.07,-16594847.02
104169,2021-09-20,S,D,233927.0,142.41,-33313544.07
104169,2021-09-21,S,D,268887.0,143.27,-38523440.49
104169,2021-09-21,S,D,115186.0,144.07,-16594847.02
104169,2021-09-20,S,D,74000.0,142.8,-10567200.0
1652044,2021-09-21,S,D,100.0,2812.19,-281219.0
1652044,2021-09-21,S,D,100.0,2813.54,-281354.0
1652044,2021-09-21,S,D,100.0,2811.13,-281113.0
1652044,2021-09-21,S,D,400.0,2810.41,-1124164.0
1652044,2021-09-21,S,D,536.0,2808.93,-1505586.48
1652044,2021-09-21,S,D,700.0,2807.32,-1965124.0
1652044,2021-09-21,S,D,500.0,2806.21,-1403105.0
1652044,2021-09-21,S,D,800.0,2804.74,-2243792.0
1652044,2021-09-21,S,D,914.0,2803.83,-2562700.62
1652044,2021-09-21,S,D,599.0,2802.54,-1678721.46
1652044,2021-09-21,S,D,600.0,2801.59,-1680954.0
1652044,2021-09-21,S,D,600.0,2799.94,-1679964.0
1652044,2021-09-21,S,D,500.0,2798.66,-1399330.0
1652044,2021-09-21,S,D,1226.0,2797.28,-3429465.2800000003
1652044,2021-09-21,S,D,1308.0,2795.79,-3656893.32
1652044,2021-09-21,S,D,806.0,2794.7,-2252528.1999999997
1652044,2021-09-21,S,D,1300.0,2793.61,-3631693.0
1652044,2021-09-21,S,D,400.0,2792.56,-1117024.0
1652044,2021-09-21,S,D,500.0,2791.33,-1395665.0
1652044,2021-09-21,S,D,300.0,2789.33,-836799.0
1652044,2021-09-21,S,D,400.0,2787.9,-1115160.0
1652044,2021-09-21,S,D,300.0,2786.0,-835800.0
1652044,2021-09-21,S,D,200.0,2784.64,-556928.0
1652044,2021-09-21,S,D,400.0,2783.31,-1113324.0
1652044,2021-09-21,S,D,200.0,2781.86,-556372.0
1652044,2021-09-21,S,D,100.0,2779.83,-277983.0
1652044,2021-09-21,S,D,100.0,2800.23,-280023.0
1652044,2021-09-21,S,D,200.0,2797.55,-559510.0
1652044,2021-09-21,S,D,100.0,2799.15,-279915.0
1652044,2021-09-21,S,D,300.0,2767.0,-830100.0
1652044,2021-09-21,S,D,300.0,2796.67,-839001.0
1652044,2021-09-21,S,D,400.0,2794.89,-1117956.0
1652044,2021-09-21,S,D,300.0,2794.15,-838245.0
1652044,2021-09-21,S,D,1000.0,2793.06,-2793060.0
1652044,2021-09-21,S,D,400.0,2792.04,-1116816.0
1652044,2021-09-21,S,D,860.0,2790.94,-2400208.4
1652044,2021-09-21,S,D,600.0,2789.75,-1673850.0
1652044,2021-09-21,S,D,590.0,2788.38,-1645144.2
1652044,2021-09-21,S,D,655.0,2787.48,-1825799.4
1652044,2021-09-21,S,D,908.0,2785.83,-2529533.64
1652044,2021-09-21,S,D,805.0,2784.82,-2241780.1
1652044,2021-09-21,S,D,1405.0,2783.49,-3910803.4499999997
1652044,2021-09-21,S,D,700.0,2782.52,-1947764.0
1652044,2021-09-21,S,D,500.0,2781.43,-1390715.0
1652044,2021-09-21,S,D,955.0,2780.41,-2655291.55
1652044,2021-09-21,S,D,700.0,2779.08,-1945356.0
1652044,2021-09-21,S,D,500.0,2777.75,-1388875.0
1652044,2021-09-21,S,D,125.0,2776.39,-347048.75
1652044,2021-09-21,S,D,200.0,2775.54,-555108.0
1652044,2021-09-21,S,D,300.0,2774.43,-832329.0
1652044,2021-09-21,S,D,186.0,2773.25,-515824.5
1652044,2021-09-21,S,D,600.0,2770.86,-1662516.0
1652044,2021-09-21,S,D,200.0,2769.66,-553932.0
731766,2021-09-17,S,D,2500.0,419.0,-1047500.0
1065088,2021-09-17,S,D,1394.0,74.89,-104396.66
104169,2021-09-17,S,D,100.0,146.16,-14616.0
104169,2021-09-17,S,D,244032.0,144.69,-35308990.08
104169,2021-09-16,S,D,173571.0,145.09,-25183416.39
104169,2021-09-17,S,D,261297.0,145.54,-38029165.379999995
104169,2021-09-17,S,D,261297.0,145.54,-38029165.379999995
104169,2021-09-17,S,D,100.0,146.16,-14616.0
104169,2021-09-17,S,D,244032.0,144.69,-35308990.08
104169,2021-09-16,S,D,173571.0,145.09,-25183416.39
104169,2021-09-17,S,D,100.0,146.16,-14616.0
104169,2021-09-17,S,D,261297.0,145.54,-38029165.379999995
104169,2021-09-16,S,D,173571.0,145.09,-25183416.39
104169,2021-09-17,S,D,244032.0,144.69,-35308990.08
731766,2021-09-14,S,D,2500.0,416.75,-1041875.0
731766,2021-09-15,S,D,10000.0,418.06,-4180600.0
1652044,2021-09-15,S,D,69.0,2862.29,-197498.01
1652044,2021-09-15,S,D,91.0,2861.25,-260373.75
1652044,2021-09-15,S,D,100.0,2866.65,-286665.0
1652044,2021-09-15,S,D,200.0,2872.15,-574430.0
1652044,2021-09-15,S,D,100.0,2873.42,-287342.0
1652044,2021-09-15,S,D,100.0,2874.61,-287461.0
1652044,2021-09-15,S,D,200.0,2877.05,-575410.0
1652044,2021-09-15,S,D,200.0,2878.99,-575798.0
1652044,2021-09-15,S,D,175.0,2856.23,-499840.25
1652044,2021-09-15,S,D,200.0,2854.73,-570946.0
1652044,2021-09-15,S,D,500.0,2856.48,-1428240.0
1652044,2021-09-15,S,D,365.0,2857.42,-1042958.3
1652044,2021-09-15,S,D,200.0,2858.93,-571786.0
1652044,2021-09-15,S,D,200.0,2859.98,-571996.0
1652044,2021-09-15,S,D,300.0,2864.67,-859401.0
4962,2021-09-10,S,D,13424.0,159.24,-2137637.7600000002
1652044,2021-09-09,S,D,100.0,2889.83,-288983.0
1652044,2021-09-09,S,D,300.0,2912.26,-873678.0000000001
1652044,2021-09-09,S,D,701.0,2893.33,-2028224.3299999998
1652044,2021-09-09,S,D,398.0,2895.04,-1152225.92
1652044,2021-09-09,S,D,757.0,2896.46,-2192620.22
1652044,2021-09-09,S,D,1881.0,2897.56,-5450310.36
1652044,2021-09-09,S,D,604.0,2898.38,-1750621.52
1652044,2021-09-09,S,D,600.0,2900.19,-1740114.0
1652044,2021-09-09,S,D,1320.0,2901.75,-3830310.0
1652044,2021-09-09,S,D,1200.0,2902.57,-3483084.0
1652044,2021-09-09,S,D,1700.0,2903.82,-4936494.0
1652044,2021-09-09,S,D,1034.0,2904.82,-3003583.8800000004
1652044,2021-09-09,S,D,820.0,2905.98,-2382903.6
1652044,2021-09-09,S,D,300.0,2906.7,-872010.0
1652044,2021-09-09,S,D,774.0,2908.67,-2251310.58
1652044,2021-09-09,S,D,800.0,2909.92,-2327936.0
1652044,2021-09-09,S,D,400.0,2911.05,-1164420.0
1652044,2021-09-09,S,D,200.0,2891.85,-578370.0
1652044,2021-09-09,S,D,1831.0,2877.65,-5268977.15
1652044,2021-09-09,S,D,200.0,2866.06,-573212.0
1652044,2021-09-09,S,D,400.0,2867.56,-1147024.0
1652044,2021-09-09,S,D,1180.0,2878.56,-3396700.8
1652044,2021-09-09,S,D,251.0,2884.84,-724094.8400000001
1652044,2021-09-09,S,D,602.0,2883.69,-1735981.3800000001
1652044,2021-09-09,S,D,828.0,2882.7,-2386875.5999999996
1652044,2021-09-09,S,D,641.0,2881.51,-1847047.9100000001
1652044,2021-09-09,S,D,600.0,2880.41,-1728246.0
1652044,2021-09-09,S,D,900.0,2879.48,-2591532.0
1652044,2021-09-09,S,D,1096.0,2876.59,-3152742.64
1652044,2021-09-09,S,D,600.0,2875.33,-1725198.0
1652044,2021-09-09,S,D,1127.0,2874.18,-3239200.86
1652044,2021-09-09,S,D,800.0,2872.93,-2298344.0
1652044,2021-09-09,S,D,1200.0,2871.99,-3446387.9999999995
1652044,2021-09-09,S,D,1033.0,2870.88,-2965619.04
1652044,2021-09-09,S,D,600.0,2869.62,-1721772.0
789019,2021-09-10,S,D,20000.0,298.68,-5973600.0
789019,2021-09-10,S,D,10000.0,298.82,-2988200.0
1800,2021-09-08,S,D,23008.0,129.05,-2969182.4000000004
1652044,2021-09-08,S,D,600.0,2900.32,-1740192.0
1652044,2021-09-08,S,D,700.0,2899.34,-2029538.0
1652044,2021-09-08,S,D,864.0,2897.97,-2503846.0799999996
1652044,2021-09-08,S,D,1951.0,2896.93,-5651910.43
1652044,2021-09-08,S,D,2440.0,2896.11,-7066508.4
1652044,2021-09-08,S,D,1900.0,2895.07,-5500633.0
1652044,2021-09-08,S,D,947.0,2893.98,-2740599.06
1652044,2021-09-08,S,D,500.0,2892.66,-1446330.0
1652044,2021-09-08,S,D,569.0,2891.13,-1645052.97
1652044,2021-09-08,S,D,304.0,2888.44,-878085.76
1652044,2021-09-08,S,D,193.0,2885.93,-556984.49
1652044,2021-09-08,S,D,200.0,2884.65,-576930.0
1652044,2021-09-08,S,D,100.0,2911.14,-291114.0
1652044,2021-09-08,S,D,200.0,2909.95,-581990.0
1652044,2021-09-08,S,D,300.0,2907.12,-872136.0
1652044,2021-09-08,S,D,300.0,2901.15,-870345.0
1652044,2021-09-08,S,D,521.0,2902.5,-1512202.5
1652044,2021-09-08,S,D,400.0,2903.47,-1161388.0
1652044,2021-09-08,S,D,400.0,2904.86,-1161944.0
1652044,2021-09-08,S,D,500.0,2906.25,-1453125.0
1652044,2021-09-08,S,D,300.0,2881.98,-864594.0
1652044,2021-09-08,S,D,300.0,2882.64,-864792.0
1652044,2021-09-08,S,D,400.0,2884.03,-1153612.0
1652044,2021-09-08,S,D,1040.0,2872.07,-2986952.8000000003
1652044,2021-09-08,S,D,100.0,2879.79,-287979.0
1652044,2021-09-08,S,D,600.0,2879.19,-1727514.0
1652044,2021-09-08,S,D,700.0,2877.93,-2014551.0
1652044,2021-09-08,S,D,490.0,2876.79,-1409627.1
1652044,2021-09-08,S,D,300.0,2875.7,-862710.0
1652044,2021-09-08,S,D,300.0,2874.23,-862269.0
1652044,2021-09-08,S,D,1480.0,2872.99,-4252025.199999999
1652044,2021-09-08,S,D,100.0,2885.58,-288558.0
1652044,2021-09-08,S,D,1501.0,2871.08,-4309491.08
1652044,2021-09-08,S,D,1334.0,2869.98,-3828553.32
1652044,2021-09-08,S,D,800.0,2868.91,-2295128.0
1652044,2021-09-08,S,D,2043.0,2867.74,-5858792.819999999
1652044,2021-09-08,S,D,700.0,2866.51,-2006557.0000000002
1652044,2021-09-08,S,D,548.0,2865.61,-1570354.28
1652044,2021-09-08,S,D,157.0,2864.17,-449674.69
1652044,2021-09-08,S,D,296.0,2863.36,-847554.56
1652044,2021-09-08,S,D,200.0,2861.8,-572360.0
1652044,2021-09-08,S,D,200.0,2860.8,-572160.0
104169,2021-09-09,S,D,30710.0,146.84,-4509456.4
104169,2021-09-09,S,D,969290.0,146.45,-141952520.5
104169,2021-09-08,S,D,87701.0,147.96,-12976239.96
104169,2021-09-08,S,D,582902.0,147.47,-85960557.94
104169,2021-09-07,S,D,31315.0,148.86,-4661550.9
104169,2021-09-07,S,D,299044.0,148.12,-44294397.28
104169,2021-09-07,S,D,31315.0,148.86,-4661550.9
104169,2021-09-09,S,D,30710.0,146.84,-4509456.4
104169,2021-09-09,S,D,969290.0,146.45,-141952520.5
104169,2021-09-08,S,D,87701.0,147.96,-12976239.96
104169,2021-09-08,S,D,582902.0,147.47,-85960557.94
104169,2021-09-07,S,D,299044.0,148.12,-44294397.28
104169,2021-09-09,S,D,30710.0,146.84,-4509456.4
104169,2021-09-07,S,D,299044.0,148.12,-44294397.28
104169,2021-09-07,S,D,31315.0,148.86,-4661550.9
104169,2021-09-08,S,D,582902.0,147.47,-85960557.94
104169,2021-09-08,S,D,87701.0,147.96,-12976239.96
104169,2021-09-09,S,D,969290.0,146.45,-141952520.5
1652044,2021-09-07,S,D,1141.0,2905.87,-3315597.67
1652044,2021-09-07,S,D,1435.0,2907.24,-4171889.4
1652044,2021-09-07,S,D,1921.0,2908.28,-5586805.880000001
1652044,2021-09-07,S,D,2926.0,2909.31,-8512641.06
