review_date,n_eligible,n_selected,tickers_selected
2022-05-31,8,8,"CVX,JNJ,KO,MCD,MRK,PFE,UNH,XOM"
2022-06-30,8,8,"CVX,JNJ,KO,MCD,MRK,PFE,UNH,XOM"
2022-07-29,10,8,"JNJ,KO,MCD,MRK,PFE,UNH,V,XOM"
2022-08-31,6,6,"CVX,KO,MCD,MRK,UNH,XOM"
2022-09-30,3,3,"MRK,UNH,XOM"
2022-10-31,11,8,"HON,JNJ,MCD,SBUX,UNH,V,WFC,XOM"
2022-11-30,17,8,"BAC,FCX,KO,MCD,MS,SBUX,WFC,XOM"
2022-12-30,16,8,"FCX,KO,MCD,MRK,MS,PFE,SBUX,XOM"
2023-01-31,21,8,"AXP,BAC,FCX,KO,MCD,SBUX,WFC,XOM"
2023-02-28,17,8,"AXP,EBAY,MCD,MRK,NKE,SBUX,WFC,XOM"
2023-03-31,21,8,"AXP,INTC,KO,MCD,MRK,NKE,WMT,XOM"
2023-04-28,22,8,"AXP,EBAY,INTC,MCD,MRK,NKE,WMT,XOM"
2023-05-31,12,8,"AMZN,AXP,GOOG,INTC,MCD,MRK,MSFT,WMT"
2023-06-30,21,8,"AMZN,FCX,HON,INTC,MCD,MRK,WMT,XOM"
2023-07-31,22,8,"AMZN,EBAY,FCX,INTC,MCD,SBUX,WFC,WMT"
2023-08-31,14,8,"AMZN,EBAY,FCX,INTC,MCD,MRK,WMT,XOM"
2023-09-29,12,8,"AMZN,CVX,GOOG,INTC,MSFT,UNH,V,XOM"
2023-10-31,10,8,"AAPL,AMZN,GOOG,GOOGL,INTC,MSFT,UNH,V"
2023-11-30,18,8,"ABT,AXP,BAC,DIS,HON,INTC,NKE,WFC"
2023-12-29,23,8,"AXP,BAC,DIS,EBAY,FCX,INTC,MRK,WFC"
2024-01-31,23,8,"AXP,BAC,DIS,FCX,INTC,JNJ,MRK,WFC"
2024-02-29,23,8,"AXP,BAC,CVX,DIS,EBAY,INTC,WFC,XOM"
2024-03-28,24,8,"AXP,BAC,CVX,DIS,FCX,INTC,WFC,XOM"
2024-04-30,20,8,"ABT,AXP,BAC,CVX,DIS,EBAY,WFC,XOM"
2024-05-31,21,8,"AXP,BAC,CVX,DIS,EBAY,TGT,WFC,XOM"
2024-06-28,21,8,"AXP,BAC,CVX,DIS,EBAY,UNH,WFC,XOM"
2024-07-31,21,8,"AXP,CVX,EBAY,JNJ,PFE,UNH,WFC,XOM"
2024-08-30,24,8,"ABT,JNJ,MCD,PFE,SBUX,UNH,WFC,XOM"
2024-09-30,24,8,"EBAY,HON,JNJ,PFE,SBUX,UNH,WFC,XOM"
2024-10-31,21,8,"EBAY,HON,JNJ,PFE,SBUX,UNH,WFC,XOM"
2024-11-29,24,8,"DIS,HON,JNJ,SBUX,UNH,UPS,WMT,XOM"
2024-12-31,17,8,"ABT,DIS,EBAY,HON,MCD,SBUX,WFC,WMT"
2025-01-31,18,8,"DIS,EBAY,HON,JNJ,SBUX,UNH,WFC,WMT"
2025-02-28,17,8,"CVX,EBAY,HON,JNJ,MS,SBUX,WFC,WMT"
2025-03-31,12,8,"EBAY,JNJ,MCD,MS,SBUX,WFC,WMT,XOM"
2025-04-30,8,8,"ABT,EBAY,JNJ,KO,MCD,V,WFC,WMT"
2025-05-30,18,8,"AXP,BAC,DIS,HON,JNJ,MCD,MSFT,WFC"
2025-06-30,19,8,"AXP,BAC,DIS,FCX,INTC,MSFT,NKE,WFC"
2025-07-31,22,8,"AXP,BAC,DIS,FCX,MSFT,NKE,WFC,XOM"
2025-08-29,25,8,"AXP,FCX,INTC,MSFT,NKE,PFE,WFC,XOM"
2025-09-30,21,8,"AXP,DIS,INTC,MSFT,NKE,PFE,WFC,XOM"
2025-10-31,21,8,"DIS,FCX,INTC,KO,MRK,PFE,WFC,XOM"
2025-11-28,22,8,"FCX,INTC,JNJ,KO,PFE,UPS,WFC,XOM"
2025-12-31,25,8,"DIS,INTC,KO,PFE,TGT,UPS,WFC,XOM"
2026-01-30,25,8,"BAC,DIS,INTC,PFE,SBUX,TGT,WFC,XOM"
2026-02-27,20,8,"INTC,JNJ,KO,PFE,SBUX,TGT,UPS,XOM"
2026-03-31,19,8,"AAPL,INTC,JNJ,KO,PFE,SBUX,UPS,XOM"
2026-04-30,22,8,"INTC,JNJ,PFE,SBUX,TGT,UNH,UPS,XOM"
2026-05-29,22,8,"HON,INTC,PFE,SBUX,TGT,UNH,UPS,XOM"
2026-06-30,21,8,"HON,INTC,SBUX,TGT,UNH,UPS,V,XOM"
2026-07-31,24,8,"HON,INTC,MSFT,PFE,SBUX,UNH,UPS,XOM"
2026-08-31,25,8,"ABT,DIS,FCX,MRK,PFE,UPS,WFC,XOM"
