date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2023-05-11,144.6520094116308,140.5518668110769,133.71026894865523,107.1527103729698,128.5231414389916,116.99945581123397
2023-05-12,145.65701655722262,139.04197764910035,133.62646126222495,107.80964980016648,128.78013904193978,117.69952503467306
2023-05-15,142.94004692042142,138.75205371361744,133.66752941625916,106.87120801928862,127.51843124709633,116.57339395647556
2023-05-16,143.51173799689826,139.19293390035577,134.1653613997555,106.6277594769579,127.24295401489466,114.96866305420592
2023-05-17,143.31128571520486,137.54154065346947,133.83824877750612,109.26147418496521,128.04980360495975,116.69703003575754
2023-05-18,144.1578787929079,137.65035099247677,134.68110100855745,110.01325723714862,127.8308990405699,114.29126431628929
2023-05-19,146.0055787618883,139.26305519621525,134.99006723716383,110.24343395277829,129.10972059204192,115.82713139317153
2023-05-22,146.50455988534353,138.97891471679736,135.89499923594133,109.60603014723188,129.0210479759856,116.01218191048035
2023-05-23,147.14996350221955,139.6227219293299,135.74696286674816,107.75979530189407,128.77276321111373,115.98743811676006
2023-05-24,145.69139010181934,138.22446186675816,134.74413584963324,107.93512724582017,128.0458913600655,115.53887938646575
2023-05-25,145.5997999629593,137.71735107160185,134.19281975855745,113.58001787813095,129.4835467462474,115.29205576353137
2023-05-26,146.20836834816103,138.21067122504638,133.93590502750612,114.75811093689931,130.2653959617518,115.97613127438103
2023-05-29,145.91709840192314,137.37582071504778,133.6823330531785,114.75811093689931,130.0048653956871,115.97613127438103
2023-05-30,145.77353926532004,140.22719600064875,133.53954958740832,113.82498391437116,130.2609193389799,115.59165091862904
2023-05-31,144.9520317154364,136.32353773914235,130.6430508863081,113.30917284298995,129.21112276066353,116.31342781225362
2023-06-01,145.25170593592637,137.26763322266618,131.81779110635696,115.76505533724857,130.66727456202293,117.9896485804376
2023-06-02,146.58262589220666,140.25533975906194,134.99508137224942,115.08016360045316,130.65168453841645,115.01943874612638
2023-06-05,146.4659373423424,142.26953894336305,135.01036254584352,115.10336025765785,131.1971155491352,115.33466110915528
2023-06-06,147.57932258022782,143.33149961700184,136.4398685819071,115.08050014721114,131.67102092709055,115.26503796052951
2023-06-07,147.16074678715984,144.32394173894812,135.6034630959658,111.28148413756522,130.29725756413495,113.7073452699239
2023-06-08,147.39842199064122,145.7518798362357,135.44635352995112,111.90309135887527,131.10134859294658,114.55551082124272
2023-06-09,147.5891873294852,146.85309568909932,135.88162820904645,111.68850151410484,131.13941329902624,113.82020050812169
2023-06-12,147.65664779671104,147.44408947408874,135.9348735482885,113.4386786398747,131.7446671540879,113.64459473604575
2023-06-13,148.2356347631784,146.65484918133285,136.39020476772615,114.37847622820605,131.73237176952972,112.84440493962697
2023-06-14,148.67872307826923,147.68822536472385,136.48690594437653,117.66723653558832,133.63637800725857,115.0870107171503
2023-06-15,149.62707157026588,148.06309207970324,137.09385505806847,118.52067653655226,134.2912644811657,115.4881860951
2023-06-16,150.12031512326084,148.29207075267863,137.05063798899755,116.22077678210516,133.45489222886002,114.246358241863
2023-06-19,150.0947474993925,147.62986764786132,137.39303178484107,116.22077678210516,133.29228095799817,114.246358241863
2023-06-20,150.3946608804797,150.1727417650162,138.08235597493888,116.59164162549193,133.78324484526252,113.22320671332074
2023-06-22,151.3073892200889,152.8319219241563,137.60935589853304,118.40686433973731,135.08579293374797,113.04871992425544
2023-06-23,150.47706396264329,150.37610074970144,135.60990984107582,117.65134507881896,134.2657427111866,113.63311700078881
2023-06-27,150.04596776215627,149.60074219031586,135.1156593826406,116.4526640830921,133.59614543866434,113.46001556719949
2023-06-28,150.28202480216578,149.65894767833043,135.07100970354523,115.75773608670708,133.08289361961138,112.0862097090044
2023-06-29,151.37651899646073,150.5048062486816,136.77390548594133,115.49650772215584,133.5444364635565,112.41630123733533
2023-06-30,152.41799633368288,152.053976725533,138.17046149144255,117.99752528468808,135.1766415806938,113.56860724569866
2023-07-03,153.16179647359695,153.46116263680915,139.77020935207824,117.45637516326309,135.44966808974016,113.40174084418952
2023-07-04,154.49912958587265,153.53304220136818,140.73817619193153,117.45637516326309,135.76215726886545,113.40174084418952
2023-07-05,153.66746338166837,153.56726158513024,139.3244288661369,117.61525673865079,135.41891100962818,112.68943666905817
2023-07-06,152.59899096005086,152.7442176153775,138.29868008863082,116.62275183364711,134.53200484105406,112.0750146182008
2023-07-07,155.36143394741654,155.69321035798382,141.88092145476773,117.45808016111931,136.58866130651688,113.92171169452418
2023-07-10,156.54237873139294,156.6944583330552,142.11372058374084,115.86003079844166,136.78248176201464,114.48336673509364
2023-07-11,157.55000574227878,157.86606336063122,143.1528403881418,117.18115241928892,137.99014505073643,115.64443989521115
2023-07-12,158.89639324895,159.8913535648124,145.13700527200487,119.69627483334024,140.06078136403806,117.66640438904693
2023-07-13,159.6333604846972,159.30410858883104,144.73969475855748,122.7210959779723,140.78980560522558,117.09456223456333
2023-07-14,162.2065514316044,161.75386648436836,146.38122707823962,122.76749654102879,141.7369926948421,116.48598523123061
2023-07-17,164.70085653799634,162.8647348474712,147.9692752903423,123.88805210613275,143.07108664063279,117.20260015133987
2023-07-18,166.393493292065,165.05290274146967,150.10171531173594,125.32896046722125,144.9132825272596,119.11111502041298
2023-07-19,167.87943143422007,168.1422749627455,150.9130501222494,124.52239569072081,145.603267259099,118.7915345165779
2023-07-20,170.12160141565113,168.02969051268389,150.97130959657704,119.92687495311122,144.18537048776784,116.86300444274771
2023-07-21,168.91891177674069,166.93683918928636,150.44578048594133,120.89245323648585,144.28330160492246,117.97516184249544
2023-07-24,170.70881258615347,168.2298827840843,151.64392000305625,121.91717437447446,145.23239969591322,117.87899223992953
2023-07-25,171.76858066665042,168.3961165063771,153.084648150978,124.49909239449508,146.81730441553447,119.80640622470474
2023-07-26,170.11267736323364,166.80888778591154,152.32035070293398,125.94340719209939,146.71169456532158,120.48072066776659
2023-07-27,169.355534159047,166.34585608266198,150.86887797982885,125.03418588165462,145.4531015273811,118.03618326589586
2023-07-28,169.46087516873467,166.49975903541826,151.3562041564792,128.33162880545515,146.85724746735391,119.38783683787629
2023-07-31,171.1226732580395,167.81525308100746,152.67802567237163,128.57346707189808,147.68110977525993,119.70298101004107
2023-08-01,172.91041445774204,168.73622600005638,153.59394101466995,129.6216275735123,148.76259629397063,120.32604718913004
2023-08-02,170.4756772172287,166.88934756456734,151.19049893031786,126.19077937174701,146.71410230299455,119.89908442583452
2023-08-03,168.94580277704486,164.1321391035999,149.76242550427875,126.73657037204626,146.05723541420983,120.2981473341077
2023-08-04,169.14651716082227,164.1363616313378,150.24831907090464,128.50167343937895,147.01459942351926,121.61537380730549
2023-08-07,170.58739458424344,165.85476004343764,150.86219246638143,129.83064978803375,147.90236272546176,121.02273965824783
2023-08-08,168.8105246334279,164.4389483224313,149.02295996332518,130.46309437371625,147.59444758762913,121.6884552937067
2023-08-09,171.36778519060664,165.43091002672364,151.41159841075796,128.2979276627664,147.61655080143834,121.27949472256516
2023-08-10,171.04587321633483,165.8734228089564,150.19340235330074,128.5699565490226,147.74259076005876,121.34441761912241
2023-08-11,169.1076306827536,162.9724152692044,149.40785452322737,125.33888281421362,145.08835927821758,119.17214686841537
2023-08-14,168.0421191021499,162.54975516220523,148.42484527811737,130.1435682655722,146.6308597750449,120.7468680943077
2023-08-16,167.49242276257425,162.87920467257854,148.3510658618582,128.1841396477794,145.83365605522974,120.135941628455
2023-08-17,165.9060751744601,162.62286861840818,146.4008060819071,128.90104221733606,145.89102618419275,120.94702477624513
2023-08-18,165.60199542444664,162.43164648904215,146.44282930929094,127.21069289331342,145.07930883462635,120.23811067045733
2023-08-21,165.5773550819989,161.801579911684,146.19594284841077,130.9576269457661,146.36350143406705,121.37995889601416
2023-08-22,166.3135659148793,162.86985675173443,147.05121103300735,130.52323441500164,146.6419167290033,121.41006536725776
2023-08-23,166.70867621599098,162.9952827308545,147.79569070904645,133.35049929335824,147.9529996543859,122.66280060551463
2023-08-24,165.07131865889087,160.52453560314896,144.87841916259168,130.7416160484506,146.27700025475824,122.56551143201753
2023-08-25,163.9241120048192,159.91447000731094,144.37414043398533,128.1409715388744,144.28560635832324,119.76788305126712
2023-08-28,163.62268247939767,159.2847437622782,143.98088898227385,128.38433319967586,144.0577175316422,119.4624895294473
2023-08-29,163.84812175593905,159.79288698367375,144.68525557762837,132.2151934398738,145.84920475354176,121.18413108708069
2023-08-30,163.95061399512377,160.03193917715615,143.9340903881418,134.37525810557906,146.94307738387673,122.47743686604565
2023-08-31,164.5815774546787,160.8154060474911,143.48257946210268,134.32384486641763,146.99282214668668,121.68636817962826
2023-09-01,163.80781067422038,159.7046594216818,143.17409077017115,133.98127797028894,146.47992443805396,121.71090120169993
2023-09-04,163.66922274990694,159.52804645904473,143.02796454767724,133.98127797028894,146.40862203103592,121.71090120169993
2023-09-05,160.7310847847058,157.5948717706399,141.54019903728607,134.42666910105152,145.39082150099247,121.57228108524592
2023-09-06,159.1440378838821,156.84956004007594,141.01037209657702,135.47455636688045,145.65644048974457,123.23991713685048
2023-09-07,159.71404043098676,156.28713827354636,140.52758251833745,135.90658496190616,145.76110013242854,123.19923357801522
2023-09-08,160.38746040810966,155.93701619729936,140.12955569987778,137.2827781830431,146.67264541910615,124.73799232832472
2023-09-11,161.70601542387675,156.17996303120253,140.3754870874083,140.9217935573541,148.6299745854232,126.76402444579966
2023-09-12,163.1775200645913,157.14519170598493,140.54907166870416,138.56430292741265,147.94509740366652,124.81348931176963
2023-09-13,162.72838444930687,157.22248094097404,141.24388753056238,140.60078284074683,148.58549055888446,125.36276819246434
2023-09-14,164.14538871426595,158.3375475358773,143.3104274908313,139.93662519801347,148.53735846390924,123.91361771029642
2023-09-15,165.52417533210223,157.65693664526816,143.3247535910758,138.6496170743171,148.9138981183008,125.82197415394346
2023-09-20,163.85374540978904,156.78187610476004,141.65719552261612,132.0644374849325,146.52746286724297,125.78247714057561
2023-09-21,160.6402704445732,154.42381586110545,139.86380654034232,128.2762038974228,143.87992596862156,124.60761620737485
2023-09-22,160.50684573308567,154.8205355130358,139.24850053484107,129.2001100520723,144.62255315601615,126.02819441886633
2023-09-25,158.74815103308947,153.24577464256913,138.14753973105135,131.0168459528475,144.38670455983834,126.09332079050492
2023-09-26,156.6103577693468,150.24715556135928,137.59216457823962,129.67024013208643,142.91283613657228,126.28235469611201
2023-09-27,155.46369844173677,149.14043999761546,137.5950297982885,131.21227826700564,142.38861547096934,124.83475066954502
2023-09-28,155.2695757931713,149.4979575775394,139.07491595354523,133.67322694365876,143.10742310694977,124.85856131124072
2023-09-29,155.42957095542695,149.42605311086206,139.28216687041564,133.28949126901549,142.48453269328627,123.07969638949335
2023-10-02,153.29632598937576,147.90883539230583,137.42645935207824,132.86073394169787,140.60771917129793,119.92971810144034
2023-10-03,151.22626116614276,146.4795918767938,135.75985635696824,134.45630146599777,140.78588723539636,121.88844452771917
2023-10-04,151.32625030538173,145.56152050405788,136.08195484413204,135.8276090679973,141.29650813992131,123.06351847086006
2023-10-05,148.6152588519388,143.57203765003487,134.08823922677263,135.33400764786936,139.9294124503602,122.58111232299656
2023-10-06,149.17372621861412,144.44875892198465,135.12592642114916,136.19317809396154,140.63473074871385,123.06042698756302
2023-10-10,151.52330180205146,147.4538784175566,138.04152658924204,138.82932080415043,143.45391320771188,126.031352323187
2023-10-11,151.22223957779127,148.41129666363327,138.0310207823961,140.1013546903217,144.54768000852602,128.08577778936964
2023-10-12,150.1382638858904,148.71041666068157,138.4908886002445,139.11457568450803,143.84627800036913,127.1854415429733
2023-10-13,149.6258998209782,148.23302849149434,137.95437614608804,140.0973237944526,145.51112322841738,132.82935780733357
2023-10-16,150.64522390934417,149.12767635391035,139.75612202017115,142.050338073272,146.4246700709752,132.63839246938633
2023-10-17,152.02838616350894,150.00605114023304,140.65221959046454,142.58129994975536,147.45813842151426,133.90020234981765
2023-10-18,150.95040436863025,149.6037677629902,138.40063416870416,139.82589131746462,146.53409580639428,134.43673117886263
2023-10-19,149.7434508029459,147.81350295605796,136.41885696821515,140.1912163077422,146.5278646474422,136.50821791452924
2023-10-20,147.22021359824114,148.36594622459288,134.4583301497555,138.06773444232076,145.68274932841342,137.09199711464188
2023-10-23,144.40779763447566,145.1890838167603,131.40209543092908,137.83384254140128,144.21400396894322,137.07688960918787
2023-10-24,145.9702113253976,145.81338439359027,132.69836873471883,136.95270627752407,143.98539970187227,135.3491974786192
2023-10-25,144.98236781129145,145.77964950522377,131.6955417176039,129.46594160839444,141.65461752325896,135.0190941037957
2023-10-26,146.46623609731242,145.6632299496047,132.95456716075796,126.76198886467006,141.22186362667028,134.94152260435288
2023-10-30,143.99946937350907,143.53384677244588,129.73143337408314,127.75272704794452,140.407106527947,134.91877948075773
2023-10-31,142.99862965566922,144.1608989144485,129.11397845354523,126.23763925216268,139.22907013462824,132.52345148372544
2023-11-02,144.88365238376988,144.73116739425257,130.3830321668704,127.72173026939521,139.7926016525966,130.83985297838373
2023-11-03,147.6736033189149,145.9945152006935,134.20141541870416,127.91862380486069,140.6216345605597,130.0426336478018
2023-11-06,146.8591982664058,145.56466334238425,133.12480898533005,126.43726300129272,138.98813970461367,126.52836862748396
2023-11-07,148.00922836837717,146.18852298239736,134.92249579767727,129.71588229079669,140.6253462780523,127.68062950444615
2023-11-08,148.6011784470483,145.97006888414913,134.8551631265281,130.3591519876529,140.73142117341553,127.06142517815334
2023-11-09,148.87875246486536,146.1895749517324,134.4416163661369,131.76600167826507,141.8411153270749,129.3504905720895
2023-11-10,148.98234103300942,146.4526922392469,134.15628820293398,136.3778439363391,143.29770524216877,129.71687892091467
2023-11-13,149.69475346226838,148.20449882267246,136.74119422371638,134.4332432876148,143.2195488812382,129.19012252520957
2023-11-14,150.03465406951926,148.66751113486984,136.38686201100245,139.672462948564,145.9387355500001,133.30228223900477
2023-11-15,151.46159760807473,150.52912736499178,137.89778805012224,134.92279586038234,144.13999159399287,128.4062527877586
2023-11-16,150.95859810624754,151.25578750423696,136.8073330531785,136.91229332328757,144.97999797889557,129.3140423797244
2023-11-17,151.57092954351364,152.05530824879006,137.7955952017115,135.65967822318854,144.73703231401262,128.40151921694104
2023-11-20,152.1590179742938,151.9418526221446,139.48273227383865,134.13877334066677,143.57801934060504,125.14467525983011
2023-11-21,150.94214173479986,150.76578998790302,138.252597799511,135.82983866503682,144.50083769888982,129.09175846604194
2023-11-22,150.73885335205836,150.39056374152062,138.4992454920538,135.11130198056208,143.6942413778731,127.30841177303427
2023-11-23,151.6054249816737,150.50178749288753,138.6573101314181,135.11130198056208,143.93202808346174,127.30841177303427
2023-11-24,151.47053116484247,149.9213960860705,137.9302605440098,135.20147469484573,144.09793728369849,128.50397486493262
2023-11-27,150.8915074690178,150.08619527853585,137.4689601161369,132.78489057666795,142.88187445871645,126.79602464522891
2023-11-28,151.80214003616575,151.89486344087766,137.92596271393646,135.16185866684535,145.24053390565618,130.77435311639937
2023-11-29,152.09288789797355,151.89524756633293,138.3132449572127,134.20767907642178,144.97298826421695,130.4876021036814
2023-11-30,152.97832508894535,150.79752403242207,138.9275958893643,134.0709592309696,144.81317377782688,130.21119372500124
2023-12-01,152.55798823409427,152.4126005016426,140.555995950489,133.35220444134882,145.58122998597105,132.6348865444454
2023-12-04,152.90925928670717,152.58861223789023,139.04339853300735,129.09672974952343,143.16975416480344,127.64359869270201
2023-12-05,155.39363025883762,154.34671097422483,141.00010505806847,131.7505694469301,145.24152215971796,128.884898266917
