published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes
2026-07-22,2026-07-22,Credicorp Capital,SQM-B,Mantener,82400,82400,CLP,,"Fuente: captura aportada por Rodrigo; precio de referencia CLP 65.350; precio objetivo CLP 82.400; potencial 26,09%"
