date,Sigma-6,Delta-12,Gamma-6,Conjunto AlphaData,Oro,Mercado chileno (canasta igual peso)
2021-10-04,98.27192246888,96.02419966622425,98.24425834646725,99.13332136604777,105.00565078007489,93.4158879900377
2021-10-05,98.11121344444506,97.15919751429837,100.41485719508204,100.35869575875304,104.87614317171199,92.70610995103598
2021-10-06,97.76207578706628,95.01306798560401,101.48174821961872,100.17791376812038,105.85516133242506,89.96809492104757
2021-10-07,97.71095351171566,96.01221180878755,102.68623019924611,100.93363736001307,105.51087123680206,89.72400898865186
2021-10-08,98.16243102857034,97.70126153807126,102.70624305316655,101.57378089016079,105.45712501687098,89.73378074465505
2021-10-12,97.21212560353274,96.64354270406845,102.17830438517473,101.42640733598653,107.36104583209405,88.25448574219172
2021-10-13,95.49522240920362,94.96683556976262,102.31181058348702,101.24873851557255,109.0797031162126,86.14237122129308
2021-10-14,95.443586222908,94.64544924582506,103.17822864364304,101.26974637791582,108.31061641430351,85.33698568627241
2021-10-15,95.4306771763341,93.82622938869682,105.90123085740281,101.91467410415555,108.0017869927673,84.74066566327605
2021-10-18,95.34597856586171,94.00297809577033,106.47392258155979,102.06202126605739,107.42984019476128,84.80895780350643
2021-10-19,95.34597856586171,93.17222584706359,106.51088330165003,101.63504375416026,106.91515567551637,85.13106335541362
2021-10-20,95.34597856586171,92.89887036279374,105.14889958876684,101.03272775299826,106.99173756154512,85.88082115096549
2021-10-21,95.34597856586171,95.05155882190209,106.2227047173171,102.35213447712385,107.36578018450082,85.9137460715528
2021-10-22,95.34597856586171,94.38828904993825,106.21136426126616,102.37710897997799,108.54387424000684,87.22094204034869
2021-10-25,95.34597856586171,95.30668542520696,106.3148837393911,102.87626479833591,108.99788819145648,89.24828457176098
2021-10-26,95.34597856586171,96.42078208818047,107.4272890777907,103.27274549381762,107.11909949721094,89.84836204427977
2021-10-27,95.34597856586171,93.06923123062644,107.68697801996287,102.03784319360537,106.90007679931905,87.86512861894616
2021-10-28,95.34597856586171,93.02310069641192,108.96080462303223,102.54357974480041,107.06901671520366,87.11789943562478
2021-10-29,95.34597856586171,93.3703297114558,110.3110735648234,102.98581178282204,106.22627620732712,87.24483729657844
2021-11-02,95.32895930868771,95.93124804384033,111.06343419193178,104.58504216567059,107.36743861424372,88.49266259480406
2021-11-03,95.32895930868771,96.9978236201332,111.29993060864189,104.93366947957617,106.64407293611362,90.51378292663472
2021-11-04,95.70560828648651,99.2847385159704,113.27233129971546,106.85486913207534,107.81893785336027,92.91835819792705
2021-11-05,95.77960493195283,99.11687944863938,113.22134755187432,107.12760108240514,109.30429240628426,92.02740088484855
2021-11-08,96.0282609218386,99.1963553758959,114.3435915486607,107.57176329215545,109.38018431305323,91.46920008728993
2021-11-09,95.72894095613677,99.21000004429844,112.67467403375123,106.86904386238182,108.86825357787377,92.9867813064705
2021-11-10,96.22291853486577,98.94249920864723,109.56744870150486,105.63049111790387,108.70290429080286,93.37634722152941
2021-11-11,96.40424362975247,99.85267245298316,111.08541327653532,106.7354723837745,109.51603164341445,93.89665359238715
2021-11-12,97.17287494755723,98.71040000622789,111.10490445274304,106.27148077389603,109.52283678060806,92.90765839000255
2021-11-15,96.9222191308107,97.5546841371055,111.982079948649,106.28761300584664,110.29462093502713,90.68063525068129
2021-11-16,96.9222191308107,97.2097421518113,111.94069907496694,105.8555863008443,109.16056617382202,88.87237384907955
2021-11-17,96.56356961196477,97.94281747553033,111.98055183106713,106.88018630102596,112.07934126210696,88.04846950794844
2021-11-18,96.56356961196477,97.49905561102995,116.53377083092371,108.79114062930411,114.14404479650545,88.1195892454652
2021-11-19,96.32424648649791,97.72052801544105,116.58923846712327,108.79540039890513,113.70354984378638,89.24033570861423
2021-11-22,97.63331752398751,100.37797614586277,116.38167561278617,109.05224317993995,110.52804352201052,98.77008998421056
2021-11-23,97.228838830896,100.02371684347867,115.45475816109442,107.84767067531382,107.50159076687828,98.69443082114357
2021-11-24,97.19716983476411,100.22628677442401,116.50684017088864,108.31696965440189,107.57247553189127,97.2525832962957
2021-11-25,96.91335040609809,100.32413277957454,116.50684017088864,108.35744055520067,107.57247553189127,96.28338720353774
2021-11-26,96.5672413671711,100.037743317735,112.93083568317742,107.10297934796543,108.05085471487443,95.84764589956166
2021-11-29,96.00909464275148,99.7889755295043,117.01359573731791,108.83132751238736,109.7089440398955,92.48132703945677
2021-11-30,96.00909464275148,98.75598010747765,115.88250096602145,108.18356947324679,110.43303977697884,90.06840493791348
2021-12-01,96.00909464275148,98.88117806539456,112.0412536713519,106.48328444355091,108.77139528345445,87.76878619858681
2021-12-02,96.00909464275148,98.47019815453979,116.14216018848116,107.9667443150815,109.65589233596987,88.51259915613049
2021-12-03,95.82723219771464,98.03408111343965,113.27434901734993,106.96602217853854,110.40072298552197,89.5038555661884
2021-12-06,95.81012703676734,97.79199232595347,111.60226357671246,105.67865292072513,107.94042460348557,91.6439877900558
2021-12-07,95.80864269958164,98.63990419848798,118.78675408141109,109.44633404769694,111.63230885782691,92.2741288975554
2021-12-09,95.98335370926316,98.33551685089357,115.8543178523313,107.92058736007267,110.1047943801902,92.7071944632786
2021-12-10,96.25613392165889,98.26630929276769,114.48106856041268,107.07169765541605,108.7177243907915,92.91118358422136
2021-12-13,95.48025376942047,97.2027219262029,112.32037642338001,106.30682865251636,110.46727976274883,91.45520924458592
2021-12-14,94.56676361919507,95.4568186346598,112.9032908384338,105.71826341480205,110.15932520818943,89.0953601874875
2021-12-15,94.36897594644553,96.04914995507085,115.19638047060809,106.91968089132912,110.79348251892617,90.24443529301236
2021-12-16,94.64775299372616,97.60476181836262,114.9365778414352,108.0512753126728,113.17603067086193,92.38251493191272
2021-12-17,94.43616865589603,96.38922046293555,111.60214949780934,106.17989586505753,112.34020566668656,90.86210317518352
2021-12-20,93.09784740048914,92.50903046738236,109.9775510333814,103.78944345454074,111.41036173612427,87.31210834931693
2021-12-21,93.49482432642435,94.38339825168342,116.74363446274417,107.84223949209854,115.142777596635,88.78117037407716
2021-12-22,93.64255083907737,94.99281489631691,117.78077461910597,108.73048307852874,116.26486493097222,88.56303105693625
2021-12-23,94.28913283455745,96.77240152475325,116.83049715695788,108.8332236230881,115.05774566165483,90.3885922676923
2021-12-24,94.78107761761244,97.99126638186006,116.83049715695788,109.33393184907528,115.05774566165483,91.17882934838191
2021-12-27,95.07989217397356,98.23068624430047,119.9651400509443,110.74259542110124,115.92711699290479,92.548428550515
2021-12-28,95.24033176857843,98.2371685361063,118.00954526774015,109.67989340667832,114.37249558024074,92.5003209043451
2021-12-29,95.2291788846212,97.1574426810333,117.24790963799799,108.9027213944638,114.09898849267947,92.42237147460301
2021-12-30,95.57925864208507,97.71235979699257,115.5475227275137,108.52933467603864,114.07422652853509,93.32280730058045
2022-01-03,95.15245380778292,99.30727025331824,118.69991482769719,110.14366676698867,113.40020578758761,92.85025229289884
2022-01-04,94.9847798207654,99.01781194573046,116.56575711716476,109.4697133684658,114.23397073483616,92.35849681416363
2022-01-05,95.31377756382463,99.13353822287496,113.36181386453006,108.1638023885613,113.28542458583605,93.07205210125257
2022-01-06,95.43793285952147,99.4065939388789,110.80924560238482,106.77732089165288,110.75801499437186,93.51956461350804
2022-01-07,95.52567951778192,99.60431132648674,110.33845495468066,106.78102271732601,111.1245229809627,92.86228783500877
2022-01-10,95.63763620148713,99.57670970576677,108.35142823713417,105.56829331834084,109.01663802315115,92.94112889149918
2022-01-11,95.75282069959604,100.89592820488133,112.07122320113247,108.2753889772149,112.57952621833232,94.16164548459933
2022-01-12,96.05072188418248,102.83743203979914,112.53888119500324,109.06667183046119,111.81391434313554,96.09045921714961
2022-01-13,96.35283220234588,103.217526231308,108.73017306250361,107.6522042141198,110.84158297358655,96.30565913636288
2022-01-14,96.04308080306224,103.00766503023394,108.26691741722519,107.09694286687589,109.56058853431549,96.01848802558305
2022-01-17,94.91652555003593,103.06675456544568,108.26691741722519,107.12155444604116,109.56058853431549,95.71538181404114
2022-01-18,94.82115657187751,103.80715452810938,106.98704203539361,107.14066653911306,110.23970798290796,96.25740625104501
2022-01-19,94.96571610373958,103.48238592627223,105.13674682862545,106.62261350967476,111.37040476525496,96.23298857016565
2022-01-20,94.60436170222286,102.96947056161804,102.74064880564492,105.20932402827363,109.87494398440181,96.55160995003254
2022-01-21,94.56233759184224,103.47415695915862,99.43682765284926,103.96482235622804,108.65135473047182,99.74208453986616
2022-01-24,94.7382967100628,101.91780160497261,98.14660259458638,102.8652254540951,108.6643582101154,97.42977661207568
2022-01-25,94.59039379524178,102.0541105434088,97.66115888876267,103.11243879330404,110.18391362581976,98.36917138645826
2022-01-26,94.40940715844768,102.95719398743911,97.27177849420589,102.68976278326049,107.40199667321043,99.10230642632237
2022-01-27,93.98860467524078,102.03145799463739,96.8346525912259,101.93572381232183,106.5001950372237,99.58835473884126
2022-01-28,93.97886356933593,101.99091448784063,99.37520021052333,102.80285142385677,106.45468320805934,99.71370607194164
2022-01-31,94.02796837317042,102.94764421286827,100.30452324931356,103.35169725312267,105.7106206047379,99.7669668369955
2022-02-01,94.56075654478971,103.90240107804219,101.68706113776332,104.4635359560177,106.60333252198627,100.07309173857975
2022-02-02,94.20453982336892,103.73844404363582,103.24597411094865,105.15541552803026,107.22215323065214,99.42462365715669
2022-02-03,93.70514839145513,102.84059442022023,102.70408964266242,104.85655714591189,108.23899039525595,97.49985125823798
2022-02-04,93.57502417421402,102.97980027003238,104.2302323795549,105.7749815735196,109.3695289979114,96.36891692711474
2022-02-07,93.59767594183367,103.90146716106631,106.39723634326309,107.4941871676882,111.55800683125342,96.19354936325941
2022-02-08,93.62243274697975,104.83649017215721,105.72175845816159,107.51421457842058,111.26759427571434,96.89647363791025
2022-02-09,93.64179287063513,105.46497446658135,107.83603425074313,108.77347112980786,112.10921591401355,97.05087443956091
2022-02-10,93.64507792310246,106.39211174758654,103.78036370598561,106.9742067646369,109.73124811661202,97.47195455134926
2022-02-11,93.5414807861372,107.11699073152154,101.29283730332209,106.54024742961177,110.77168531804372,97.10114608929705
2022-02-14,93.60860000188138,106.72995494133416,99.26911299547996,105.36675015548215,109.76588947567127,96.17647917893113
2022-02-15,93.0866534859376,106.91008932700142,103.80392045998099,107.56712216441214,111.32198239051706,95.8775420413824
2022-02-16,92.81283345730833,106.94411900808005,102.31356225356889,106.87700389211956,110.80211484664,95.63536426244615
2022-02-17,92.24041399356707,105.79384824135353,99.20882100183464,105.51749906452288,111.91980615662627,94.12265015323469
2022-02-18,91.90152057239196,105.31382207508356,97.58030725502381,104.58129718802796,111.40331867181546,94.34953692982458
2022-02-21,92.02529633184193,105.53312424277567,97.58030725502381,104.6638582731391,111.40331867181546,94.007933055133
2022-02-22,92.06844321358668,104.65480778995318,96.70478920608653,104.17586469702772,112.1436845416944,93.28862222176738
2022-02-23,92.06516051024666,104.16935559992532,94.89254629415028,103.2134023215149,111.81856241532336,91.21903290697307
2022-02-24,91.85880476321047,105.31616295572725,95.44031758016055,103.63088374061907,110.8942820357476,90.21051585471294
2022-02-25,91.99340476011898,107.09179455768465,101.41717143014255,107.3922550190291,114.09975695095392,90.98862949511356
2022-02-28,91.77066502483397,108.69757275506852,98.87414300363227,106.43051523815032,111.7118156961393,91.69588086076277
2022-03-01,91.41108502373243,106.8751115964741,99.2442710524383,106.65687820075965,114.84441903237098,90.16847985940568
2022-03-02,91.47419605572853,107.92396413874006,102.03665737421656,108.14204027570682,114.73052933652211,90.15578639168815
2022-03-03,91.44852552140574,110.47479544392995,102.1305179772904,109.21090162868006,115.12670925956314,89.89032044626867
2022-03-04,92.14074212013479,113.07347407075248,100.86813445965143,109.78515706868757,115.67103614172439,90.32920147860551
2022-03-07,92.01397224706088,111.80740519677943,97.8444431924621,108.38809266392126,116.88166851195035,90.44213915960943
2022-03-08,92.01371667095009,111.79294690976454,100.94189312142237,111.10161424247582,123.0472183065979,90.22916620940796
2022-03-09,92.32859091665478,113.16447875157998,100.95711078952382,110.66104263504475,119.05734559718648,91.7297992972211
2022-03-10,92.2979316484952,112.73968783093531,101.35255008708776,110.57227460485002,118.66933614828314,91.23559073113934
2022-03-11,92.66785806170172,113.36804917482908,100.36948872313917,110.10308122053824,117.39680493832957,91.55010491330506
2022-03-14,92.71030997175873,111.99307622800426,100.10656120084653,109.20516239327381,116.19215434314584,91.42314817317698
2022-03-15,92.63904875365048,112.28379531204244,99.65401150615313,108.89149626127895,115.19402158185142,92.50700944084801
2022-03-16,92.65920847087274,113.30392608621776,100.69394024412256,109.71355247325958,115.31035823204539,94.28782474797643
2022-03-17,92.47636660021172,113.79425672958565,101.41829272634595,109.93428425367752,114.25360433134483,96.03003051734993
2022-03-18,92.37322503214652,114.70440456301367,101.84902937589916,110.23287661599409,113.37416645903002,97.08122635187057
2022-03-21,92.92672668410229,117.16244765429485,103.79302994883051,112.2617924945295,114.8086267890431,98.94740709824339
2022-03-22,92.82053309682189,116.55016164393537,103.50219978299035,111.41128972538338,112.67458518551041,97.44193445056129
2022-03-23,92.81267867966413,116.3939345030888,102.50488857026617,111.2482952759324,113.92129496044656,96.78825292207193
2022-03-24,93.23452022534268,118.32757996372024,103.6214815505956,112.62320425183873,114.82057967708515,97.87055441104395
2022-03-25,93.17400787583047,118.15430391735896,104.70794192410725,112.78238082784554,113.91471510659069,98.56267304155088
2022-03-28,92.65356378660086,117.1134584775869,101.6816164104281,110.30719065646711,110.25611006870191,97.58326011879177
2022-03-29,92.84196658866952,117.23386529893865,101.47907205349128,110.30330330477284,110.39743404189154,97.2433168143344
2022-03-30,92.47078472676414,117.48358166064517,101.76836853391445,110.75455060699403,111.4167413563713,96.58763453105152
2022-03-31,92.42391830116497,118.11359048389174,101.19754730733597,111.11016425089494,112.90596579585058,96.98821303858104
2022-04-01,92.41923165860506,118.36032026154284,101.8656624024991,111.17144466702752,111.68314934576382,97.01025992447262
2022-04-04,92.31370451186383,118.14836353804212,101.73205432806343,111.05175414521268,111.72416619430875,97.03136735841406
2022-04-05,92.05214219768109,117.53026755118327,99.60135176504207,109.63828909680603,110.43102547828627,96.46413429012335
2022-04-06,92.15795994565117,117.56486536357873,100.05148133029101,110.19599582093609,111.89498577478265,96.70292939080419
2022-04-07,92.51977899955237,117.97375346129793,102.310858129285,111.79953026250956,114.04532531133283,96.74322110612962
2022-04-08,92.72251675097783,119.14285030946962,103.71158313628908,113.21217973476494,115.76674257019218,97.01644470589645
2022-04-11,92.56800456517792,118.31707260804487,101.68519527903464,112.53540538428653,117.59120315037077,96.06158042325163
2022-04-12,92.68512883623909,118.9371092568592,102.27765574578315,113.29669306481647,118.80501078753065,95.55554056449796
2022-04-13,92.31033116884335,118.42955381693298,102.89756942790387,113.12615048658633,117.80212572456006,95.2698966606173
2022-04-14,92.47430514832897,118.58990722027488,102.48172508883879,112.88877665949308,117.30329464395757,95.08509323032038
2022-04-18,92.50873085967079,118.96709652468728,105.2333021340353,114.57431283360417,119.00867354851432,93.79574553728077
2022-04-19,92.61379305041176,119.29738165803603,105.61317885003632,114.45351614282197,117.40835114101874,94.56495041208345
2022-04-20,92.99657786970856,119.3446260209927,105.8414901177727,114.84234681346535,118.53897959908925,94.80410333384856
2022-04-21,93.138135308676,119.00670974386018,101.04478996166546,112.49131484018741,117.49489297536867,94.25356291427798
2022-04-22,93.00497311335977,119.12190033188583,98.84241845355288,111.66760387562032,117.66740327552836,93.86532924971868
2022-04-25,91.8250968983721,118.36145586903369,99.89787426301895,111.74121570483145,117.29062837199318,91.6864389850725
2022-04-26,91.76109310387889,119.44583201290527,98.56643716184591,111.88008954850412,118.52847665274348,91.1070446897311
2022-04-27,91.35356398962982,119.00164551412423,99.47067806150694,111.9462127525772,117.92085727729666,91.33565249353569
2022-04-28,91.58689030838352,120.04491556619482,102.44353312194102,113.70153666693088,118.58450960718352,91.18844025865351
2022-04-29,91.30670168686952,120.02068031887592,100.16212033686782,113.1348607042938,120.1339742747104,90.87825157523903
2022-05-02,91.46973495959169,120.08566159728537,100.08489898014038,112.42127641857675,117.1444173928133,89.82023994142092
2022-05-03,91.65350248949368,120.74897791792041,101.61072102386163,113.66405865945532,118.6820770416455,89.91295053027368
2022-05-04,91.81671164099517,122.38096093170736,103.7290758436335,115.22542810052748,119.0525302402424,90.99861302518919
2022-05-05,91.74567412673656,122.42710562612244,101.76795619027857,114.22840418014297,118.27666422515746,90.37370281625965
2022-05-06,91.99704618656448,122.3720845754666,103.3244160022832,115.20973115806103,119.7272058485775,90.40060712888705
2022-05-09,91.3814616863276,120.34807719845043,98.41917965105384,111.89253943550212,117.50141661699801,89.437559705553
2022-05-10,90.93812428776066,118.97190056586065,100.00733956398334,112.1552177749629,117.82609885901138,89.02870697662709
2022-05-11,91.24174368992017,119.66707146130287,100.66644349663751,112.84903731029262,118.54354033127768,89.18859428015509
2022-05-12,92.25035708823643,119.86253146947043,99.89994887852053,112.01559171585161,116.08904102745134,90.37086940220519
2022-05-13,93.05032668587592,122.51762906936354,101.98222591677826,113.73430786233334,115.6566049477877,92.56577215858472
2022-05-16,93.2371650163108,122.91035085489595,103.03482490119313,114.40526028768942,116.02308701520808,92.46418605716532
2022-05-17,94.13123845804428,125.6170308392007,104.20418375120312,115.61719318716919,115.00308694395923,94.98993034004329
2022-05-18,93.95267818174167,125.46760263630888,99.71167879236783,113.44735083782587,114.09355415179724,94.08619737971084
2022-05-19,93.75457536959563,126.09108162610592,100.56587112419898,114.55388462160627,116.32064046836658,93.5653276006506
2022-05-20,93.54165944519254,125.54201079856422,99.37526996170827,113.31237980192762,114.01378309922593,93.75787952803971
2022-05-23,94.15985530878078,127.6097078960023,101.59182854115399,115.09384312646645,114.4882107069282,95.18920252577672
2022-05-24,94.15211654210337,127.83340132003612,101.35066285191787,115.06656419528858,114.4703671267388,95.41145571988281
2022-05-25,94.79644355864095,128.99192701780655,102.09175611341722,115.61900715799777,113.74412243224982,96.69539576544145
2022-05-26,95.08395576827901,130.73180807666463,102.71358591573659,116.5079041245351,113.78866280764662,97.43145230473066
2022-05-27,95.46285572591442,132.946746988857,102.87939696117076,117.11695201974456,112.75171588249383,99.15682061601989
2022-05-30,95.4499211297846,132.78474559370977,102.87939696117076,117.05968687210961,112.75171588249383,99.59008920252197
2022-05-31,95.82859243462183,132.31729092529088,101.91263406668006,116.42655603347767,112.50365756515166,99.77623495919936
2022-06-01,95.35769403476932,130.31082689049282,101.54968011310369,115.57102289697987,112.35685470440069,98.88733592640561
2022-06-02,95.40030852419558,130.66571837749854,101.24436034319665,115.89210238861192,113.65084942372947,99.38967623124576
2022-06-03,95.25870766204272,130.57506504115452,100.30928996771311,114.78837971933474,111.04870076191233,99.71689318756005
2022-06-06,94.94079702353274,130.03441255832092,100.13813820453133,114.34775453213511,110.31853355049891,98.85632150416555
2022-06-07,95.53376429666133,130.49152648310886,103.52285186061422,116.52331816280714,112.53988369195677,99.09993701144327
2022-06-08,95.12085849486316,129.93073039801556,103.68309010669738,116.4786602814148,112.81716599234002,98.78163037527966
2022-06-09,94.67945912363328,129.24923320103713,101.24554859899983,115.00362940736102,112.02129932207154,97.4338307740144
2022-06-10,94.07305549137895,129.14442693182158,100.30272027992999,115.12319394012638,114.17832547582785,97.27262308094848
2022-06-13,93.02887394015441,128.82326258471815,98.91203902415216,114.27181646751656,113.59997632058032,95.69410108931925
2022-06-14,93.11470729978866,129.28730778283594,100.68930902122007,115.58166442105296,115.12804208283562,94.5737057132699
2022-06-15,93.29917642746825,129.4990459620016,101.1283429609767,116.45139409867352,117.49270453454211,95.3336330701458
2022-06-16,92.30692300437373,129.3911248529981,97.36732183608902,114.71980865666357,117.16519539738212,93.26711899660987
2022-06-17,92.79136126840743,129.49676594428865,95.91613488379605,114.22824362563769,117.53345081191593,93.64292734104814
2022-06-20,91.44091919390138,129.4704099354604,95.91613488379605,114.2195470883677,117.53345081191593,93.61450465251396
2022-06-22,91.61298677995329,129.42973424922093,100.34813461081387,116.37328638513553,118.57113432080467,92.54894809699617
2022-06-23,90.4625603261724,128.8005071224116,102.37820865740504,117.39163672431012,119.94822569255929,90.75243602026593
2022-06-24,90.28344745631081,128.40737105036683,105.39449434445625,119.01620107062753,121.73431060452099,90.65669832753711
2022-06-28,89.84724364400279,128.76974377360008,108.60989570871719,120.9979752838429,123.60781438395057,90.39322042569763
2022-06-29,90.26532435209717,128.929117403705,106.77368429910987,119.92769508809812,122.30823260686726,90.68386851965248
2022-06-30,89.75097262075981,128.40509103265393,107.8863138347792,120.55061097004992,123.54189162201844,89.89749132691483
2022-07-01,89.54597698279073,128.89873311244096,107.89102896438708,120.3907069652836,122.16588656922825,89.56543552737786
2022-07-04,89.39275712842006,128.67335682301336,107.89102896438708,120.31136066803937,122.16588656922825,89.02465267506119
2022-07-05,89.0403489138136,129.1644429813765,107.23181155471242,119.96456877144321,121.16788475158674,89.06350089666682
2022-07-06,89.22320254532472,130.05377957732134,110.27934050633557,121.85752721092588,122.40947906648894,89.57952362466412
2022-07-07,89.50074652532965,132.62695890894267,113.29245251702521,124.56777476257271,124.63036225016167,90.40778097766126
2022-07-08,89.91318961559114,132.98397994264357,111.18742962230917,123.25809236734199,122.36212249692406,90.64243675972409
2022-07-11,89.34850675721539,131.1623950341045,113.5912151276605,124.13081607735286,124.43962548197493,90.71822363451332
