date,cdv,subyacente,cdv_clp,volumen
2025-09-24,DISCL.SN,DIS,107340.0,0
2025-09-25,DISCL.SN,DIS,107340.0,0
2025-09-26,DISCL.SN,DIS,107340.0,0
2025-09-29,DISCL.SN,DIS,107340.0,0
2025-09-30,DISCL.SN,DIS,107340.0,0
2025-10-01,DISCL.SN,DIS,107340.0,0
2025-10-02,DISCL.SN,DIS,107340.0,10
2025-10-03,DISCL.SN,DIS,107340.0,0
2025-10-06,DISCL.SN,DIS,107340.0,0
2025-10-07,DISCL.SN,DIS,107340.0,0
2025-10-08,DISCL.SN,DIS,107340.0,0
2025-10-09,DISCL.SN,DIS,107340.0,0
2025-10-10,DISCL.SN,DIS,107340.0,0
2025-10-13,DISCL.SN,DIS,107340.0,0
2025-10-14,DISCL.SN,DIS,107340.0,0
2025-10-15,DISCL.SN,DIS,107340.0,0
2025-10-16,DISCL.SN,DIS,107340.0,0
2025-10-17,DISCL.SN,DIS,107340.0,0
2025-10-20,DISCL.SN,DIS,107340.0,0
2025-10-21,DISCL.SN,DIS,107340.0,0
2025-10-22,DISCL.SN,DIS,107340.0,0
2025-10-23,DISCL.SN,DIS,107340.0,0
2025-10-24,DISCL.SN,DIS,107340.0,0
2025-10-27,DISCL.SN,DIS,107340.0,0
2025-10-28,DISCL.SN,DIS,107340.0,0
2025-10-29,DISCL.SN,DIS,107340.0,0
2025-10-30,DISCL.SN,DIS,107340.0,0
2025-11-03,DISCL.SN,DIS,107340.0,0
2025-11-04,DISCL.SN,DIS,107340.0,0
2025-11-05,DISCL.SN,DIS,107340.0,2
2025-11-06,DISCL.SN,DIS,107340.0,0
2025-11-07,DISCL.SN,DIS,107340.0,6
2025-11-10,DISCL.SN,DIS,107340.0,4
2025-11-11,DISCL.SN,DIS,107340.0,0
2025-11-12,DISCL.SN,DIS,107340.0,0
2025-11-13,DISCL.SN,DIS,107340.0,10
2025-11-14,DISCL.SN,DIS,107340.0,0
2025-11-17,DISCL.SN,DIS,107340.0,0
2025-11-18,DISCL.SN,DIS,107340.0,0
2025-11-19,DISCL.SN,DIS,107340.0,0
2025-11-20,DISCL.SN,DIS,107340.0,0
2025-11-21,DISCL.SN,DIS,107340.0,0
2025-11-24,DISCL.SN,DIS,107340.0,3
2025-11-25,DISCL.SN,DIS,107340.0,0
2025-11-26,DISCL.SN,DIS,107340.0,0
2025-11-27,DISCL.SN,DIS,107340.0,0
2025-11-28,DISCL.SN,DIS,107340.0,0
2025-12-01,DISCL.SN,DIS,107340.0,0
2025-12-02,DISCL.SN,DIS,107340.0,0
2025-12-03,DISCL.SN,DIS,107340.0,0
2025-12-04,DISCL.SN,DIS,107340.0,0
2025-12-05,DISCL.SN,DIS,107340.0,0
2025-12-09,DISCL.SN,DIS,107340.0,0
2025-12-10,DISCL.SN,DIS,107340.0,0
2025-12-11,DISCL.SN,DIS,107340.0,0
2025-12-12,DISCL.SN,DIS,107340.0,0
2025-12-15,DISCL.SN,DIS,107340.0,20
2025-12-16,DISCL.SN,DIS,107340.0,0
2025-12-17,DISCL.SN,DIS,107340.0,0
2025-12-18,DISCL.SN,DIS,107340.0,0
2025-12-19,DISCL.SN,DIS,107340.0,0
2025-12-22,DISCL.SN,DIS,107340.0,0
2025-12-23,DISCL.SN,DIS,107340.0,0
2025-12-24,DISCL.SN,DIS,107340.0,0
2025-12-26,DISCL.SN,DIS,107340.0,0
2025-12-29,DISCL.SN,DIS,107340.0,0
2025-12-30,DISCL.SN,DIS,107340.0,0
2026-01-02,DISCL.SN,DIS,107340.0,0
2026-01-05,DISCL.SN,DIS,107340.0,0
2026-01-06,DISCL.SN,DIS,107340.0,0
2026-01-07,DISCL.SN,DIS,107340.0,0
2026-01-08,DISCL.SN,DIS,107340.0,0
2026-01-09,DISCL.SN,DIS,107340.0,0
2026-01-12,DISCL.SN,DIS,107340.0,0
2026-01-13,DISCL.SN,DIS,107340.0,0
2026-01-14,DISCL.SN,DIS,107340.0,0
2026-01-15,DISCL.SN,DIS,107340.0,0
2026-01-16,DISCL.SN,DIS,107340.0,0
2026-01-19,DISCL.SN,DIS,107340.0,0
2026-01-20,DISCL.SN,DIS,107340.0,0
2026-01-21,DISCL.SN,DIS,107340.0,0
2026-01-22,DISCL.SN,DIS,107340.0,0
2026-01-23,DISCL.SN,DIS,107340.0,0
2026-01-26,DISCL.SN,DIS,107340.0,0
2026-01-27,DISCL.SN,DIS,107340.0,0
2026-01-28,DISCL.SN,DIS,94716.0,88
2026-01-29,DISCL.SN,DIS,94716.0,0
2026-01-30,DISCL.SN,DIS,94716.0,0
2026-02-02,DISCL.SN,DIS,92000.0,184
2026-02-03,DISCL.SN,DIS,92000.0,10
2026-02-04,DISCL.SN,DIS,92000.0,0
2026-02-05,DISCL.SN,DIS,92000.0,0
2026-02-06,DISCL.SN,DIS,92000.0,0
2026-02-09,DISCL.SN,DIS,92000.0,0
2026-02-10,DISCL.SN,DIS,92000.0,0
2026-02-11,DISCL.SN,DIS,92000.0,0
2026-02-12,DISCL.SN,DIS,92000.0,0
2026-02-13,DISCL.SN,DIS,92000.0,0
2026-02-16,DISCL.SN,DIS,92000.0,0
2026-02-17,DISCL.SN,DIS,92000.0,0
2026-02-18,DISCL.SN,DIS,92000.0,0
2026-02-19,DISCL.SN,DIS,92000.0,0
2026-02-20,DISCL.SN,DIS,92000.0,0
2026-02-23,DISCL.SN,DIS,92000.0,0
2026-02-24,DISCL.SN,DIS,92000.0,0
2026-02-25,DISCL.SN,DIS,92000.0,0
2026-02-26,DISCL.SN,DIS,92000.0,0
2026-02-27,DISCL.SN,DIS,92000.0,0
2026-03-02,DISCL.SN,DIS,92000.0,0
2026-03-03,DISCL.SN,DIS,92000.0,0
2026-03-04,DISCL.SN,DIS,92000.0,0
2026-03-05,DISCL.SN,DIS,92000.0,0
2026-03-06,DISCL.SN,DIS,92000.0,0
2026-03-09,DISCL.SN,DIS,92000.0,0
2026-03-10,DISCL.SN,DIS,92000.0,0
2026-03-11,DISCL.SN,DIS,92000.0,0
2026-03-12,DISCL.SN,DIS,92000.0,0
2026-03-13,DISCL.SN,DIS,92000.0,0
2026-03-16,DISCL.SN,DIS,92000.0,0
2026-03-17,DISCL.SN,DIS,92000.0,0
2026-03-18,DISCL.SN,DIS,92000.0,0
2026-03-19,DISCL.SN,DIS,92000.0,0
2026-03-20,DISCL.SN,DIS,92000.0,0
2026-03-23,DISCL.SN,DIS,92000.0,0
2026-03-24,DISCL.SN,DIS,92000.0,0
2026-03-25,DISCL.SN,DIS,92000.0,0
2026-03-26,DISCL.SN,DIS,92000.0,0
2026-03-27,DISCL.SN,DIS,92000.0,0
2026-03-30,DISCL.SN,DIS,92000.0,0
2026-03-31,DISCL.SN,DIS,92000.0,0
2026-04-01,DISCL.SN,DIS,92000.0,4
2026-04-02,DISCL.SN,DIS,92000.0,0
2026-04-06,DISCL.SN,DIS,92000.0,0
2026-04-07,DISCL.SN,DIS,92000.0,0
2026-04-08,DISCL.SN,DIS,92000.0,0
2026-04-09,DISCL.SN,DIS,92000.0,0
2026-04-10,DISCL.SN,DIS,92000.0,0
2026-04-13,DISCL.SN,DIS,92000.0,0
2026-04-14,DISCL.SN,DIS,92000.0,0
2026-04-15,DISCL.SN,DIS,92000.0,0
2026-04-16,DISCL.SN,DIS,92000.0,0
2026-04-17,DISCL.SN,DIS,92000.0,0
2026-04-20,DISCL.SN,DIS,92000.0,0
2026-04-21,DISCL.SN,DIS,92000.0,0
2026-04-22,DISCL.SN,DIS,92000.0,0
2026-04-23,DISCL.SN,DIS,92000.0,0
2026-04-24,DISCL.SN,DIS,92000.0,0
2026-04-27,DISCL.SN,DIS,92000.0,0
2026-04-28,DISCL.SN,DIS,92000.0,0
2026-04-29,DISCL.SN,DIS,92000.0,0
2026-04-30,DISCL.SN,DIS,92000.0,0
2026-05-04,DISCL.SN,DIS,92000.0,0
2026-05-05,DISCL.SN,DIS,92000.0,0
2026-05-06,DISCL.SN,DIS,92000.0,0
2026-05-07,DISCL.SN,DIS,92000.0,0
2026-05-08,DISCL.SN,DIS,92000.0,0
2026-05-11,DISCL.SN,DIS,92000.0,0
2026-05-12,DISCL.SN,DIS,92000.0,0
2026-05-13,DISCL.SN,DIS,92000.0,0
2026-05-14,DISCL.SN,DIS,92000.0,0
2026-05-15,DISCL.SN,DIS,92000.0,0
2026-05-18,DISCL.SN,DIS,92000.0,0
2026-05-19,DISCL.SN,DIS,92000.0,0
2026-05-20,DISCL.SN,DIS,92000.0,0
2026-05-22,DISCL.SN,DIS,92000.0,0
2026-05-25,DISCL.SN,DIS,92000.0,0
2026-05-26,DISCL.SN,DIS,92000.0,0
2026-05-27,DISCL.SN,DIS,92000.0,15
2026-05-28,DISCL.SN,DIS,92000.0,0
2026-05-29,DISCL.SN,DIS,92000.0,0
2026-06-01,DISCL.SN,DIS,92000.0,0
2026-06-02,DISCL.SN,DIS,92000.0,0
2026-06-03,DISCL.SN,DIS,92000.0,0
2026-06-04,DISCL.SN,DIS,92000.0,0
2026-06-05,DISCL.SN,DIS,92000.0,0
2026-06-08,DISCL.SN,DIS,92000.0,0
2026-06-09,DISCL.SN,DIS,92000.0,0
2026-06-10,DISCL.SN,DIS,92000.0,0
2026-06-11,DISCL.SN,DIS,92000.0,0
2026-06-12,DISCL.SN,DIS,92000.0,0
2026-06-15,DISCL.SN,DIS,92000.0,0
2026-06-16,DISCL.SN,DIS,92000.0,0
2026-06-17,DISCL.SN,DIS,92000.0,0
2026-06-18,DISCL.SN,DIS,92000.0,0
2026-06-19,DISCL.SN,DIS,92000.0,0
2026-06-22,DISCL.SN,DIS,92000.0,0
2026-06-23,DISCL.SN,DIS,92000.0,5
2026-06-24,DISCL.SN,DIS,92000.0,0
2026-06-25,DISCL.SN,DIS,92000.0,0
2026-06-26,DISCL.SN,DIS,92000.0,0
2026-06-30,DISCL.SN,DIS,92000.0,0
2026-07-01,DISCL.SN,DIS,92000.0,14
2026-07-02,DISCL.SN,DIS,92000.0,60
2026-07-03,DISCL.SN,DIS,92000.0,0
2026-07-06,DISCL.SN,DIS,92000.0,0
2026-07-07,DISCL.SN,DIS,92000.0,0
2026-07-08,DISCL.SN,DIS,92000.0,0
2026-07-09,DISCL.SN,DIS,92000.0,0
2026-07-10,DISCL.SN,DIS,92000.0,0
2026-07-13,DISCL.SN,DIS,92000.0,0
2026-07-14,DISCL.SN,DIS,92000.0,0
2026-07-15,DISCL.SN,DIS,92000.0,0
2026-07-17,DISCL.SN,DIS,92000.0,0
2026-07-20,DISCL.SN,DIS,92000.0,0
2026-07-21,DISCL.SN,DIS,89951.0,0
2026-07-22,DISCL.SN,DIS,89951.0,0
2026-07-23,DISCL.SN,DIS,89951.0,0
2026-07-24,DISCL.SN,DIS,89951.0,0
2026-07-27,DISCL.SN,DIS,89951.0,0
2026-07-28,DISCL.SN,DIS,91180.0,0
2026-07-29,DISCL.SN,DIS,91180.0,0
2026-07-30,DISCL.SN,DIS,91180.0,0
2026-07-31,DISCL.SN,DIS,91180.0,0
2026-08-03,DISCL.SN,DIS,91180.0,0
2026-08-04,DISCL.SN,DIS,90769.0,0
2026-08-05,DISCL.SN,DIS,90769.0,0
2026-08-06,DISCL.SN,DIS,90769.0,0
2026-08-07,DISCL.SN,DIS,90769.0,0
2026-08-10,DISCL.SN,DIS,90769.0,0
2026-08-11,DISCL.SN,DIS,94544.0,0
2026-08-12,DISCL.SN,DIS,94544.0,0
2026-08-13,DISCL.SN,DIS,94544.0,0
2026-08-14,DISCL.SN,DIS,94544.0,0
2026-08-17,DISCL.SN,DIS,94544.0,0
2026-08-18,DISCL.SN,DIS,94619.0,0
2026-08-19,DISCL.SN,DIS,94619.0,0
2026-08-20,DISCL.SN,DIS,94619.0,0
2026-08-21,DISCL.SN,DIS,94619.0,0
2026-08-24,DISCL.SN,DIS,94619.0,0
2026-08-25,DISCL.SN,DIS,101170.0,0
2026-08-26,DISCL.SN,DIS,101170.0,1
2026-08-27,DISCL.SN,DIS,101170.0,0
2026-08-28,DISCL.SN,DIS,101170.0,0
2026-08-31,DISCL.SN,DIS,101170.0,0
2026-09-01,DISCL.SN,DIS,101170.0,0
2026-09-02,DISCL.SN,DIS,101170.0,0
2026-09-03,DISCL.SN,DIS,101170.0,0
2026-09-04,DISCL.SN,DIS,101170.0,0
2026-09-07,DISCL.SN,DIS,101170.0,0
2026-09-08,DISCL.SN,DIS,100000.0,10
2026-09-09,DISCL.SN,DIS,97301.0,0
2026-09-10,DISCL.SN,DIS,97301.0,0
2026-09-11,DISCL.SN,DIS,97301.0,0
2026-09-14,DISCL.SN,DIS,97301.0,6
2026-09-15,DISCL.SN,DIS,103980.0,0
2026-09-16,DISCL.SN,DIS,103980.0,0
2026-09-17,DISCL.SN,DIS,103980.0,0
2026-09-21,DISCL.SN,DIS,103980.0,0
2024-09-23,EBAYCL.SN,EBAY,50381.0,0
2024-09-24,EBAYCL.SN,EBAY,50381.0,0
2024-09-25,EBAYCL.SN,EBAY,50381.0,0
2024-09-26,EBAYCL.SN,EBAY,50381.0,0
2024-09-27,EBAYCL.SN,EBAY,50381.0,0
2024-09-30,EBAYCL.SN,EBAY,50381.0,0
2024-10-01,EBAYCL.SN,EBAY,50381.0,0
2024-10-02,EBAYCL.SN,EBAY,50381.0,0
2024-10-03,EBAYCL.SN,EBAY,50381.0,0
2024-10-04,EBAYCL.SN,EBAY,50381.0,0
2024-10-07,EBAYCL.SN,EBAY,50381.0,0
2024-10-08,EBAYCL.SN,EBAY,50381.0,0
2024-10-09,EBAYCL.SN,EBAY,50381.0,0
2024-10-10,EBAYCL.SN,EBAY,50381.0,0
2024-10-11,EBAYCL.SN,EBAY,50381.0,0
2024-10-14,EBAYCL.SN,EBAY,50381.0,0
2024-10-15,EBAYCL.SN,EBAY,50381.0,0
2024-10-16,EBAYCL.SN,EBAY,50381.0,0
2024-10-17,EBAYCL.SN,EBAY,50381.0,0
2024-10-18,EBAYCL.SN,EBAY,50381.0,0
2024-10-21,EBAYCL.SN,EBAY,50381.0,0
2024-10-22,EBAYCL.SN,EBAY,50381.0,0
2024-10-23,EBAYCL.SN,EBAY,50381.0,0
2024-10-24,EBAYCL.SN,EBAY,50381.0,0
2024-10-25,EBAYCL.SN,EBAY,50381.0,0
2024-10-28,EBAYCL.SN,EBAY,50381.0,0
2024-10-29,EBAYCL.SN,EBAY,50381.0,0
2024-10-30,EBAYCL.SN,EBAY,50381.0,0
2024-11-04,EBAYCL.SN,EBAY,50381.0,0
2024-11-05,EBAYCL.SN,EBAY,50381.0,0
2024-11-06,EBAYCL.SN,EBAY,50381.0,0
2024-11-07,EBAYCL.SN,EBAY,50381.0,0
2024-11-08,EBAYCL.SN,EBAY,50381.0,0
2024-11-11,EBAYCL.SN,EBAY,50381.0,0
2024-11-12,EBAYCL.SN,EBAY,50381.0,0
2024-11-13,EBAYCL.SN,EBAY,50381.0,0
2024-11-14,EBAYCL.SN,EBAY,50381.0,0
2024-11-15,EBAYCL.SN,EBAY,50381.0,0
2024-11-18,EBAYCL.SN,EBAY,50381.0,0
2024-11-19,EBAYCL.SN,EBAY,50381.0,0
2024-11-20,EBAYCL.SN,EBAY,50381.0,0
2024-11-21,EBAYCL.SN,EBAY,50381.0,0
2024-11-22,EBAYCL.SN,EBAY,50381.0,0
2024-11-25,EBAYCL.SN,EBAY,50381.0,0
2024-11-26,EBAYCL.SN,EBAY,50381.0,0
2024-11-27,EBAYCL.SN,EBAY,50381.0,0
2024-11-28,EBAYCL.SN,EBAY,50381.0,0
2024-11-29,EBAYCL.SN,EBAY,50381.0,0
2024-12-02,EBAYCL.SN,EBAY,50381.0,0
2024-12-03,EBAYCL.SN,EBAY,50381.0,0
2024-12-04,EBAYCL.SN,EBAY,50381.0,0
2024-12-05,EBAYCL.SN,EBAY,50381.0,0
2024-12-06,EBAYCL.SN,EBAY,50381.0,0
2024-12-09,EBAYCL.SN,EBAY,50381.0,0
2024-12-10,EBAYCL.SN,EBAY,50381.0,0
2024-12-11,EBAYCL.SN,EBAY,50381.0,0
2024-12-12,EBAYCL.SN,EBAY,50381.0,0
2024-12-13,EBAYCL.SN,EBAY,50381.0,0
2024-12-16,EBAYCL.SN,EBAY,50381.0,0
2024-12-17,EBAYCL.SN,EBAY,50381.0,0
2024-12-18,EBAYCL.SN,EBAY,50381.0,0
2024-12-19,EBAYCL.SN,EBAY,50381.0,0
2024-12-20,EBAYCL.SN,EBAY,50381.0,0
2024-12-23,EBAYCL.SN,EBAY,50381.0,0
2024-12-24,EBAYCL.SN,EBAY,50381.0,0
2024-12-26,EBAYCL.SN,EBAY,50381.0,0
2024-12-27,EBAYCL.SN,EBAY,50381.0,0
2024-12-30,EBAYCL.SN,EBAY,50381.0,1
2025-01-02,EBAYCL.SN,EBAY,50381.0,0
2025-01-03,EBAYCL.SN,EBAY,50381.0,0
2025-01-06,EBAYCL.SN,EBAY,50381.0,0
2025-01-07,EBAYCL.SN,EBAY,50381.0,0
2025-01-08,EBAYCL.SN,EBAY,50381.0,0
2025-01-09,EBAYCL.SN,EBAY,50381.0,0
2025-01-10,EBAYCL.SN,EBAY,50381.0,0
2025-01-13,EBAYCL.SN,EBAY,50381.0,0
2025-01-14,EBAYCL.SN,EBAY,50381.0,0
2025-01-15,EBAYCL.SN,EBAY,50381.0,0
2025-01-16,EBAYCL.SN,EBAY,50381.0,0
2025-01-17,EBAYCL.SN,EBAY,50381.0,18
2025-01-20,EBAYCL.SN,EBAY,50381.0,0
2025-01-21,EBAYCL.SN,EBAY,50381.0,0
2025-01-22,EBAYCL.SN,EBAY,50381.0,0
2025-01-23,EBAYCL.SN,EBAY,50381.0,0
2025-01-24,EBAYCL.SN,EBAY,50381.0,0
2025-01-27,EBAYCL.SN,EBAY,50381.0,0
2025-01-28,EBAYCL.SN,EBAY,50381.0,0
2025-01-29,EBAYCL.SN,EBAY,50381.0,0
2025-01-30,EBAYCL.SN,EBAY,50381.0,0
2025-01-31,EBAYCL.SN,EBAY,50381.0,0
2025-02-03,EBAYCL.SN,EBAY,50381.0,0
2025-02-04,EBAYCL.SN,EBAY,50381.0,0
2025-02-05,EBAYCL.SN,EBAY,50381.0,0
2025-02-06,EBAYCL.SN,EBAY,50381.0,0
2025-02-07,EBAYCL.SN,EBAY,50381.0,0
2025-02-10,EBAYCL.SN,EBAY,50381.0,0
2025-02-11,EBAYCL.SN,EBAY,50381.0,0
2025-02-12,EBAYCL.SN,EBAY,50381.0,0
2025-02-13,EBAYCL.SN,EBAY,50381.0,61
2025-02-14,EBAYCL.SN,EBAY,50381.0,0
2025-02-17,EBAYCL.SN,EBAY,50381.0,0
2025-02-18,EBAYCL.SN,EBAY,50381.0,0
2025-02-19,EBAYCL.SN,EBAY,50381.0,0
2025-02-20,EBAYCL.SN,EBAY,50381.0,0
2025-02-21,EBAYCL.SN,EBAY,50381.0,0
2025-02-24,EBAYCL.SN,EBAY,50381.0,0
2025-02-25,EBAYCL.SN,EBAY,50381.0,0
2025-02-26,EBAYCL.SN,EBAY,50381.0,0
2025-02-27,EBAYCL.SN,EBAY,50381.0,0
2025-02-28,EBAYCL.SN,EBAY,50381.0,0
2025-03-03,EBAYCL.SN,EBAY,50381.0,0
2025-03-04,EBAYCL.SN,EBAY,50381.0,0
2025-03-05,EBAYCL.SN,EBAY,50381.0,0
2025-03-06,EBAYCL.SN,EBAY,50381.0,0
2025-03-07,EBAYCL.SN,EBAY,50381.0,0
2025-03-10,EBAYCL.SN,EBAY,50381.0,0
2025-03-11,EBAYCL.SN,EBAY,50381.0,0
2025-03-12,EBAYCL.SN,EBAY,50381.0,0
2025-03-13,EBAYCL.SN,EBAY,50381.0,0
2025-03-14,EBAYCL.SN,EBAY,50381.0,0
2025-03-17,EBAYCL.SN,EBAY,50381.0,0
2025-03-18,EBAYCL.SN,EBAY,50381.0,0
2025-03-19,EBAYCL.SN,EBAY,50381.0,0
2025-03-20,EBAYCL.SN,EBAY,50381.0,0
2025-03-21,EBAYCL.SN,EBAY,50381.0,0
2025-03-24,EBAYCL.SN,EBAY,50381.0,0
2025-03-25,EBAYCL.SN,EBAY,50381.0,0
2025-03-26,EBAYCL.SN,EBAY,50381.0,0
2025-03-27,EBAYCL.SN,EBAY,50381.0,0
2025-03-28,EBAYCL.SN,EBAY,50381.0,0
2025-03-31,EBAYCL.SN,EBAY,50381.0,0
2025-04-01,EBAYCL.SN,EBAY,50381.0,0
2025-04-02,EBAYCL.SN,EBAY,50381.0,0
2025-04-03,EBAYCL.SN,EBAY,50381.0,0
2025-04-04,EBAYCL.SN,EBAY,50381.0,0
2025-04-07,EBAYCL.SN,EBAY,50381.0,0
2025-04-08,EBAYCL.SN,EBAY,50381.0,0
2025-04-09,EBAYCL.SN,EBAY,50381.0,0
2025-04-10,EBAYCL.SN,EBAY,50381.0,0
2025-04-11,EBAYCL.SN,EBAY,50381.0,0
2025-04-14,EBAYCL.SN,EBAY,50381.0,0
2025-04-15,EBAYCL.SN,EBAY,50381.0,0
2025-04-16,EBAYCL.SN,EBAY,50381.0,0
2025-04-17,EBAYCL.SN,EBAY,50381.0,0
2025-04-21,EBAYCL.SN,EBAY,50381.0,0
2025-04-22,EBAYCL.SN,EBAY,50381.0,0
2025-04-23,EBAYCL.SN,EBAY,50381.0,0
2025-04-24,EBAYCL.SN,EBAY,50381.0,0
2025-04-25,EBAYCL.SN,EBAY,50381.0,0
2025-04-28,EBAYCL.SN,EBAY,50381.0,0
2025-04-29,EBAYCL.SN,EBAY,50381.0,0
2025-04-30,EBAYCL.SN,EBAY,50381.0,0
2025-05-02,EBAYCL.SN,EBAY,50381.0,0
2025-05-05,EBAYCL.SN,EBAY,50381.0,0
2025-05-06,EBAYCL.SN,EBAY,50381.0,0
2025-05-07,EBAYCL.SN,EBAY,50381.0,0
2025-05-08,EBAYCL.SN,EBAY,50381.0,0
2025-05-09,EBAYCL.SN,EBAY,50381.0,0
2025-05-12,EBAYCL.SN,EBAY,50381.0,0
2025-05-13,EBAYCL.SN,EBAY,50381.0,0
2025-05-14,EBAYCL.SN,EBAY,50381.0,0
2025-05-15,EBAYCL.SN,EBAY,50381.0,0
2025-05-16,EBAYCL.SN,EBAY,50381.0,0
2025-05-19,EBAYCL.SN,EBAY,50381.0,0
2025-05-20,EBAYCL.SN,EBAY,50381.0,0
2025-05-22,EBAYCL.SN,EBAY,50381.0,0
2025-05-23,EBAYCL.SN,EBAY,50381.0,0
2025-05-26,EBAYCL.SN,EBAY,50381.0,0
2025-05-27,EBAYCL.SN,EBAY,50381.0,0
2025-05-28,EBAYCL.SN,EBAY,50381.0,0
2025-05-29,EBAYCL.SN,EBAY,50381.0,0
2025-05-30,EBAYCL.SN,EBAY,50381.0,0
2025-06-02,EBAYCL.SN,EBAY,50381.0,0
2025-06-03,EBAYCL.SN,EBAY,50381.0,0
2025-06-04,EBAYCL.SN,EBAY,50381.0,0
2025-06-05,EBAYCL.SN,EBAY,50381.0,0
2025-06-06,EBAYCL.SN,EBAY,50381.0,0
2025-06-09,EBAYCL.SN,EBAY,50381.0,0
2025-06-10,EBAYCL.SN,EBAY,50381.0,0
2025-06-11,EBAYCL.SN,EBAY,50381.0,0
2025-06-12,EBAYCL.SN,EBAY,50381.0,0
2025-06-13,EBAYCL.SN,EBAY,50381.0,0
2025-06-16,EBAYCL.SN,EBAY,50381.0,0
2025-06-17,EBAYCL.SN,EBAY,50381.0,0
2025-06-18,EBAYCL.SN,EBAY,50381.0,0
2025-06-19,EBAYCL.SN,EBAY,50381.0,0
2025-06-23,EBAYCL.SN,EBAY,50381.0,0
2025-06-24,EBAYCL.SN,EBAY,50381.0,0
2025-06-25,EBAYCL.SN,EBAY,50381.0,0
2025-06-26,EBAYCL.SN,EBAY,50381.0,0
2025-06-27,EBAYCL.SN,EBAY,50381.0,0
2025-06-30,EBAYCL.SN,EBAY,50381.0,0
2025-07-01,EBAYCL.SN,EBAY,50381.0,0
2025-07-02,EBAYCL.SN,EBAY,50381.0,0
2025-07-03,EBAYCL.SN,EBAY,50381.0,0
2025-07-04,EBAYCL.SN,EBAY,50381.0,0
2025-07-07,EBAYCL.SN,EBAY,50381.0,0
2025-07-08,EBAYCL.SN,EBAY,50381.0,0
2025-07-09,EBAYCL.SN,EBAY,50381.0,0
2025-07-10,EBAYCL.SN,EBAY,50381.0,0
2025-07-11,EBAYCL.SN,EBAY,50381.0,0
2025-07-14,EBAYCL.SN,EBAY,50381.0,0
2025-07-15,EBAYCL.SN,EBAY,50381.0,0
2025-07-17,EBAYCL.SN,EBAY,50381.0,0
2025-07-18,EBAYCL.SN,EBAY,50381.0,0
2025-07-21,EBAYCL.SN,EBAY,50381.0,0
2025-07-22,EBAYCL.SN,EBAY,50381.0,0
2025-07-23,EBAYCL.SN,EBAY,50381.0,0
2025-07-24,EBAYCL.SN,EBAY,50381.0,0
2025-07-25,EBAYCL.SN,EBAY,50381.0,0
2025-07-28,EBAYCL.SN,EBAY,50381.0,0
2025-07-29,EBAYCL.SN,EBAY,50381.0,0
2025-07-30,EBAYCL.SN,EBAY,50381.0,2
2025-07-31,EBAYCL.SN,EBAY,50381.0,0
2025-08-01,EBAYCL.SN,EBAY,50381.0,3
2025-08-04,EBAYCL.SN,EBAY,50381.0,0
2025-08-05,EBAYCL.SN,EBAY,50381.0,29
2025-08-06,EBAYCL.SN,EBAY,50381.0,0
2025-08-07,EBAYCL.SN,EBAY,50381.0,0
2025-08-08,EBAYCL.SN,EBAY,50381.0,0
2025-08-11,EBAYCL.SN,EBAY,50381.0,0
2025-08-12,EBAYCL.SN,EBAY,50381.0,0
2025-08-13,EBAYCL.SN,EBAY,50381.0,0
2025-08-14,EBAYCL.SN,EBAY,50381.0,0
2025-08-18,EBAYCL.SN,EBAY,50381.0,16
2025-08-19,EBAYCL.SN,EBAY,50381.0,71
2025-08-20,EBAYCL.SN,EBAY,50381.0,0
2025-08-21,EBAYCL.SN,EBAY,50381.0,11
2025-08-22,EBAYCL.SN,EBAY,50381.0,22
2025-08-25,EBAYCL.SN,EBAY,50381.0,0
2025-08-26,EBAYCL.SN,EBAY,50381.0,0
2025-08-27,EBAYCL.SN,EBAY,50381.0,0
2025-08-28,EBAYCL.SN,EBAY,50381.0,0
2025-08-29,EBAYCL.SN,EBAY,50381.0,0
2025-09-01,EBAYCL.SN,EBAY,50381.0,0
2025-09-02,EBAYCL.SN,EBAY,50381.0,0
2025-09-03,EBAYCL.SN,EBAY,50381.0,0
2025-09-04,EBAYCL.SN,EBAY,50381.0,10
2025-09-05,EBAYCL.SN,EBAY,50381.0,0
2025-09-08,EBAYCL.SN,EBAY,50381.0,0
2025-09-09,EBAYCL.SN,EBAY,50381.0,0
2025-09-10,EBAYCL.SN,EBAY,50381.0,10
2025-09-11,EBAYCL.SN,EBAY,50381.0,0
2025-09-12,EBAYCL.SN,EBAY,50381.0,0
2025-09-15,EBAYCL.SN,EBAY,50381.0,0
2025-09-16,EBAYCL.SN,EBAY,50381.0,0
2025-09-17,EBAYCL.SN,EBAY,50381.0,0
2025-09-22,EBAYCL.SN,EBAY,50381.0,0
2025-09-23,EBAYCL.SN,EBAY,50381.0,0
2025-09-24,EBAYCL.SN,EBAY,50381.0,0
2025-09-25,EBAYCL.SN,EBAY,50381.0,0
2025-09-26,EBAYCL.SN,EBAY,50381.0,0
2025-09-29,EBAYCL.SN,EBAY,50381.0,0
2025-09-30,EBAYCL.SN,EBAY,50381.0,0
2025-10-01,EBAYCL.SN,EBAY,50381.0,0
2025-10-02,EBAYCL.SN,EBAY,50381.0,0
2025-10-03,EBAYCL.SN,EBAY,50381.0,0
2025-10-06,EBAYCL.SN,EBAY,50381.0,0
2025-10-07,EBAYCL.SN,EBAY,50381.0,0
