date,gross_return,transaction_cost,net_return,equity,universe_equal_weight_return,universe_equal_weight_equity,turnover,positions,position_count,cash_weight,weight_BSANTANDER,weight_CENCOSUD,weight_FALABELLA,weight_SQM-B
2021-07-30,0.018030816848982056,0.0,0.018030816848982056,1.033384462547302,0.01385274443924342,0.9715534154429951,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-08-06,-0.0022471302655386327,0.0,-0.0022471302655386327,1.0310623130455747,0.028841484545781254,0.9995744582598952,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-08-13,0.06258286608125263,0.0,0.06258286608125263,1.0955891477043325,0.05788538542043631,1.057435211032693,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-08-20,-0.008962512309992565,0.001,-0.009962512309992566,1.084674327333634,-0.028956638557262937,1.0268154418290962,0.5,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2021-08-27,0.005000052464409266,0.0,0.005000052464409266,1.0900977558770997,0.019358931691840997,1.0466934918275932,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2021-09-03,-0.025527203680047628,0.001,-0.02652720368004763,1.061180510675785,-0.006178535109150618,1.040226459339817,0.5,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-09-10,0.0014204246070478321,0.0,0.0014204246070478321,1.0626878375856683,0.006891728372162814,1.0473954175431237,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-09-16,0.007306555270400583,0.0,0.007306555270400583,1.0704524250061704,0.0019545824797636835,1.0494426382756383,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-09-24,-0.016808402958980895,0.0,-0.016808402958980895,1.0524598292982486,-0.015558770552931617,1.0331146010582444,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-10-01,0.03677290705266367,0.0,0.03677290705266367,1.0911618367776954,0.017223776522811846,1.0509087360693254,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-10-08,-0.011854276573753375,0.0,-0.011854276573753375,1.078226902577808,-0.03804624819168845,1.0109256014700183,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-10-15,-0.1538787773744576,0.0,-0.1538787773744576,0.9123106650768864,-0.08144317509305332,0.9285926107034453,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-10-22,0.018731070919880632,0.0,0.018731070919880632,0.929399220845405,-0.0016836798821552867,0.9270291580060859,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-10-29,-0.016351526800347516,0.0,-0.016351526800347516,0.9142021245775293,-0.010458309524209675,0.9173340001336907,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-11-05,0.05475829795426024,0.0,0.05475829795426024,0.9642622769055633,0.09568886166029072,1.0051126463687645,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-11-12,0.02790890049443462,0.0,0.02790890049443462,0.9911737768422576,0.0627008148400478,1.068134028302123,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-11-19,-0.060024231005845974,0.0,-0.060024231005845974,0.9316793330941411,-0.042469838071828275,1.0227705490811223,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-11-26,0.07431054147852101,0.0,0.07431054147852101,1.0009129288207141,0.04335790947496909,1.067115741961846,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-12-03,-0.02435896457769937,0.0,-0.02435896457769937,0.9765317262422091,-0.033111730620153074,1.0317816929734807,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-12-10,0.024309368569613965,0.0,0.024309368569613965,1.0002705958953524,-0.0010034789804991562,1.030746321732118,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-12-17,-0.01889599464771513,0.0,-0.01889599464771513,0.9813694880690469,-0.010130403080570227,1.0203044460191566,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-12-24,-0.004164023297931141,0.0,-0.004164023297931141,0.9772830426568486,-0.03298019025414364,0.9866546112722961,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2021-12-30,0.007692615387722868,0.0,0.007692615387722868,0.9848009052289513,0.018974766339224958,1.0053761519787068,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-01-07,0.012075809962863393,0.0,0.012075809962863393,0.9966931738117518,-0.03083989210409155,0.9743704599276567,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-01-14,0.04463480410235232,0.0,0.04463480410235232,1.0411803783749911,0.06301117618245028,1.0357666886451333,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-01-21,0.048860661219520485,0.0,0.048860661219520485,1.0920531401111835,0.027866194983985876,1.064629565148836,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-01-28,0.004952909601709965,0.001,0.003952909601709965,1.0963699274543064,-0.013217206100447548,1.050558136765634,0.5,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-02-04,-0.02509806704448614,0.0,-0.02509806704448614,1.0688531615094998,-0.006289559224312846,1.043950589145863,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-02-11,-0.002116950197578682,0.0,-0.002116950197578682,1.0665904525980598,0.04820910269769493,1.094278510309315,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-02-18,-0.021150008636105833,0.0,-0.021150008636105833,1.044032055314423,-0.022827167760506695,1.0692992311777667,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-02-25,-0.009898825230244268,0.0,-0.009898825230244268,1.0336973644640925,-0.0023743502661236204,1.066760340263654,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-03-04,0.00310019452490945,0.0,0.00310019452490945,1.0369020273738174,0.06014657527073888,1.130922321365161,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-03-11,0.004842322652708508,0.0,0.004842322652708508,1.041923041549609,0.002111382887085317,1.1333101314011143,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-03-18,0.056731644253888325,0.0,0.056731644253888325,1.1010330488827307,0.045672741321119315,1.185071511869201,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-03-25,-0.0031945689205973293,0.0,-0.0031945689205973293,1.0975157229242194,0.013291527867438757,1.2008229228941183,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-04-01,0.008522506241859573,0.0,0.008522506241859573,1.1068693075233802,0.015518914039440723,1.219458390611102,0.0,BSANTANDER|FALABELLA,2,0.0,0.5,0.0,0.5,0.0
2022-04-08,-0.019859153397099205,0.001,-0.020859153397099206,1.083780950847209,-0.009429843274702615,1.2079590891076182,0.5,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-04-14,0.0038350468745129707,0.0,0.0038350468745129707,1.0879373015954121,-0.0031370609799792615,1.2041696477837673,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-04-22,-0.0015298750478914824,0.0,-0.0015298750478914824,1.0862728934640309,-0.025212966066557208,1.173808959315817,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-04-29,-0.0766549646667804,0.0,-0.0766549646667804,1.0030046831970643,-0.047207302875581864,1.1183966042553237,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-05-06,-0.0008680158332792232,0.0,-0.0008680158332792232,1.002134059251196,0.009240026653802358,1.128730618688165,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-05-13,-0.03153301338121928,0.0,-0.03153301338121928,0.9705337525510525,-0.0023056770480982536,1.12612813040717,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-05-20,-0.01993749836417613,0.0,-0.01993749836417613,0.9511837374471881,0.010909422732353291,1.1384135382325766,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-05-27,0.029420694604387565,0.0,0.029420694604387565,0.9791682236992818,0.06271053725481734,1.209804062833299,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-06-03,-0.002372150531306405,0.0,-0.002372150531306405,0.9768454892771953,-0.0135380568765473,1.193425666621184,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-06-10,0.0011135514077295627,0.0,0.0011135514077295627,0.9779332569469142,-0.03463042228701596,1.1520968318179288,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-06-17,-0.04841874948714586,0.0,-0.04841874948714586,0.930582951563653,-0.04807764167788711,1.0967067331595575,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-06-24,-0.03491165817800235,0.0,-0.03491165817800235,0.8980947576523862,0.00031706905247086414,1.0970544649242786,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-07-01,0.01066579985425059,0.0,0.01066579985425059,0.9076736565876582,-0.002009261401114487,1.094850195732986,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-07-08,-0.0008332938726450245,0.0,-0.0008332938726450245,0.9069172976912624,0.0036579186008464937,1.098855068629098,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-07-15,0.00038642243226294504,0.0,0.00038642243226294504,0.9072677508792976,-0.012933396113903262,1.0846431407547477,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-07-22,0.005032497014162085,0.0,0.005032497014162085,0.9118335731266433,0.023520543161408725,1.1101545365615957,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-07-29,-0.02346069534999412,0.0,-0.02346069534999412,0.8904413234576225,-0.0006331939400908426,1.1094515934364806,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-08-05,0.007287384373158012,0.0,0.007287384373158012,0.8969303116434018,-0.018125395369306296,1.0893423446623374,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-08-12,0.0039142131548826065,0.0,0.0039142131548826065,0.9004410880682493,0.040585835556305405,1.1335542139273231,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-08-19,-0.03174687934317033,0.0,-0.03174687934317033,0.8718548934897136,-0.04173923422658454,1.0862405290836787,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2022-08-26,0.03068666738651138,0.001,0.02968666738651138,0.8977373597220449,0.05525561054429462,1.146261412716155,0.5,CENCOSUD|FALABELLA,2,0.0,0.0,0.5,0.5,0.0
2022-09-02,0.07920131184699852,0.001,0.07820131184699852,0.9679415989463696,0.041065627764467844,1.1933333572115297,0.5,CENCOSUD,1,0.0,0.0,1.0,0.0,0.0
2022-09-09,0.037663335895465,0.001,0.036663335895465,1.0034295669157338,0.025646777264137,1.2239385120257988,0.5,CENCOSUD|FALABELLA,2,0.0,0.0,0.5,0.5,0.0
2022-09-15,-0.003703703703703709,0.0,-0.003703703703703709,0.9997131611123421,-0.015718349853169028,1.2047002182950102,0.0,CENCOSUD|FALABELLA,2,0.0,0.0,0.5,0.5,0.0
2022-09-23,-0.0419606512890095,0.0,-0.0419606512890095,0.9577645457698737,-0.05341593137268802,1.1403500341099015,0.0,CENCOSUD|FALABELLA,2,0.0,0.0,0.5,0.5,0.0
2022-09-30,-0.06469663337032927,0.0,-0.06469663337032927,0.8958004040971003,-0.04050726615853825,1.0941575717643135,0.0,CENCOSUD|FALABELLA,2,0.0,0.0,0.5,0.5,0.0
2022-10-07,-0.033028444538437174,0.001,-0.034028444538437175,0.8653177097287725,-0.031614894512062064,1.0595658955534109,0.5,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-10-14,-0.053876239652487556,0.0,-0.053876239652487556,0.8186976454238836,-0.02133966090038797,1.0369551186406851,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-10-21,0.06970708994491914,0.0,0.06970708994491914,0.8757666758311399,0.030307005127123393,1.0683821227379253,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-10-28,0.02399947841194805,0.0,0.02399947841194805,0.8967846192616529,0.024746434656722188,1.0948207711266695,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-11-04,0.024735632990196876,0.0,0.024735632990196876,0.9189671544749626,0.009448248657655867,1.105164910007841,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-11-11,0.03872180451127821,0.0,0.03872180451127821,0.9545512209828277,0.009179233198272713,1.115309476439351,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-11-18,-0.07445609945609943,0.0,-0.07445609945609943,0.8834790603373892,-0.05892165968380886,1.0495935910264644,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-11-25,0.013313580017309534,0.0,0.013313580017309534,0.8952413295008084,0.006930635833303306,1.0568679419788378,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-12-02,0.014448961688389717,0.0,0.014448961688389717,0.9081766371726285,0.0006157508729147942,1.057518709336667,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-12-09,-0.036172364384620626,0.0,-0.036172364384620626,0.8753257409272208,-0.01745054636312099,1.0390644300695195,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-12-16,-0.043770243867365,0.0,-0.043770243867365,0.8370125197834544,-0.024154466095824167,1.0139663835220285,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-12-23,-0.006179216717688563,0.0,-0.006179216717688563,0.8318404380282938,0.010225832461842999,1.0243350338818655,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2022-12-30,-0.005429035530086557,0.0,-0.005429035530086557,0.8273243467348754,0.0024668245467455163,1.026861888687537,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-01-06,-0.0433075749501029,0.0,-0.0433075749501029,0.7914949355806099,-0.016186285901631375,1.0102408085757513,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-01-13,0.009482880243293579,0.001,0.008482880243293578,0.7982090923323136,0.01394186536738673,1.0243254499175543,0.5,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-01-20,0.01491512398682282,0.0,0.01491512398682282,0.8101144799118594,0.021740448096854992,1.0465947441957746,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-01-27,0.05411946977836524,0.0,0.05411946977836524,0.8539574460244652,0.046207220653879055,1.0949549784760189,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-02-03,-0.003255968540897436,0.0,-0.003255968540897436,0.8511769874449444,0.00040144287941198953,1.0953945403554046,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-02-10,0.01040372105913645,0.0,0.01040372105913645,0.8600323953942778,0.0036232714872783123,1.0993634521607947,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-02-17,0.021750604067958257,0.0,0.021750604067958257,0.8787386195121164,-0.007453655949808319,1.0911691752245947,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-02-24,0.0020713114193952054,0.0,0.0020713114193952054,0.8805587608493753,0.0035999733556151825,1.0950973551818717,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-03-03,0.020413731779241107,0.0,0.020413731779241107,0.8985342512092155,0.017476088369961396,1.114235373334741,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-03-10,0.0183855031427691,0.0,0.0183855031427691,0.9150542555087082,-0.02679335095649868,1.0843812739288379,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-03-17,-0.03341987640809163,0.0,-0.03341987640809163,0.8844732553829089,-0.036345524818424985,1.044968867424622,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-03-24,-0.008522405564645619,0.0,-0.008522405564645619,0.8769354155894534,0.02190341146368377,1.0678572504945631,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-03-31,0.02683922947177564,0.0,0.02683922947177564,0.9004716864403857,0.008065719255910986,1.0764702872824414,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-04-06,0.014660882611646553,0.0,0.014660882611646553,0.9136733961303996,-0.008458128006099241,1.0673653637978442,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-04-14,0.038622835870705696,0.0,0.038622835870705696,0.9489620537485742,0.027979421637349455,1.097229629352647,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-04-21,-0.03709511783452657,0.0,-0.03709511783452657,0.9137601945442765,-0.06674670202533936,1.0239931702288723,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-04-28,0.06754730065820502,0.0,0.06754730065820502,0.9754822291346587,0.04108248124916747,1.0660613504440755,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-05-05,-0.013196001981071792,0.0,-0.013196001981071792,0.9626097637064974,-0.0030481567266074927,1.062811828367743,0.0,BSANTANDER|CENCOSUD,2,0.0,0.5,0.5,0.0,0.0
2023-05-12,-0.020046998214762413,0.001,-0.021046998214762414,0.9423497177282539,0.016095550214747345,1.0799183695200634,0.5,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-05-19,-0.005743396357983266,0.0,-0.005743396357983266,0.936937429791507,0.00881237150172845,1.0894350113838152,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-05-26,-0.03976430050213198,0.0,-0.03976430050213198,0.8996807682815823,-0.040647897084834295,1.0451517691604706,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-06-02,0.017249015284295455,0.0,0.017249015284295455,0.9151993756046579,0.0033492077922013253,1.0486521996097757,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-06-09,0.01861211534418794,0.0,0.01861211534418794,0.9322331719463407,0.020723639852627096,1.070384090125154,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-06-16,0.009664007031481847,0.0,0.009664007031481847,0.9412422798750109,0.01653700042971218,1.088085032283511,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-06-23,-0.014555053533672646,0.0,-0.014555053533672646,0.9275424481032739,-0.020248784686846044,1.0660526327438222,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-06-30,0.023231331578356107,0.0,0.023231331578356107,0.9490904942681613,0.02780270940615981,1.0956917843036704,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-07-07,0.06919643665642361,0.0,0.06919643665642361,1.0147641745360019,0.042784848886776305,1.1425707917215853,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-07-14,0.02087583362479284,0.0,0.02087583362479284,1.0359482226120158,0.03685145846355925,1.1846761917943893,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-07-21,0.0141050588383001,0.0,0.0141050588383001,1.0505603332453906,0.04243694932338207,1.234950235310185,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-07-28,0.00993649568110544,0.0,0.00993649568110544,1.0609992214594242,0.012749416173476524,1.2506951298136872,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-08-04,-0.017735735130792463,0.0,-0.017735735130792463,1.0421816202936427,-0.006262082123138335,1.2428631741997849,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-08-11,-0.007514245602823655,0.0,-0.007514245602823655,1.0343504116360076,-0.01593011328269861,1.223064223039888,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-08-18,-0.03247697260977089,0.0,-0.03247697260977089,1.0007578416483998,-0.03677279398876576,1.1780887343310125,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-08-25,-0.003931619056129043,0.0,-0.003931619056129043,0.9968232430476044,-0.004290200694086449,1.1730344972252902,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-09-01,-0.0023177488428777204,0.0,-0.0023177488428777204,0.9945128571294772,-0.00364613250828838,1.1687574580116133,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-09-08,-0.02173692815475603,0.001,-0.02273692815475603,0.9719006897479432,-0.02210716532162993,1.1429195436664628,0.5,BSANTANDER|SQM-B,2,0.0,0.5,0.0,0.0,0.5
2023-09-15,0.0506045395651209,0.0,0.0506045395651209,1.0210832766556612,0.02877740049346353,1.1758097971063592,0.0,BSANTANDER|SQM-B,2,0.0,0.5,0.0,0.0,0.5
2023-09-22,-0.056778836400075305,0.0,-0.056778836400075305,0.9631073563395766,-0.04746958064184914,1.1199945991231426,0.0,BSANTANDER|SQM-B,2,0.0,0.5,0.0,0.0,0.5
2023-09-29,0.022434293582981102,0.0,0.022434293582981102,0.9847139895236274,0.005438395100597626,1.1260855722637098,0.0,BSANTANDER|SQM-B,2,0.0,0.5,0.0,0.0,0.5
2023-10-06,-0.02655087704565917,0.001,-0.027550877045659172,0.9575842554731214,-0.028168200933581522,1.0943657675957785,0.5,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-10-13,0.007490845381263711,0.0,0.007490845381263711,0.964757371070403,0.00011891900686095136,1.0944959084860035,0.0,CENCOSUD|SQM-B,2,0.0,0.0,0.5,0.0,0.5
2023-10-20,-0.06696726618863436,0.001,-0.06796726618863436,0.8991854500234139,-0.044942620829843266,1.0453063938711022,0.5,SQM-B,1,0.0,0.0,0.0,0.0,1.0
2023-10-26,-0.019102820523286712,0.0,-0.019102820523286712,0.8820084717544658,-0.0030119947126332203,1.0421579365396807,0.0,SQM-B,1,0.0,0.0,0.0,0.0,1.0
2023-11-03,-0.060796471224668136,0.0,-0.060796471224668136,0.828385469081532,-0.007115225231447142,1.0347427480944607,0.0,SQM-B,1,0.0,0.0,0.0,0.0,1.0
