ticker,target_weight,opened_at,entry_price,current_price,open_return,con_dividendo,dividendos_clp,monto_clp,peso_real
TGT,0.16666666666666666,2026-07-31,133660.4778176574,151388.98694953602,0.1413319485484552,True,,1250000.0,0.15695217059502556
INTC,0.16666666666666666,2025-09-30,32373.736345718386,116899.0543470215,2.6109225422317404,False,,1250000.0,0.2178284216389506
MRK,0.16666666666666666,2026-07-31,120441.505587616,143508.03744506836,0.19854978459093253,True,,1250000.0,0.16294854754359075
BAC,0.16666666666666666,2026-07-31,57306.847449531546,55636.961330639664,-0.02418598973079411,True,,1250000.0,0.15058353846568726
JNJ,0.16666666666666666,2026-08-31,247641.9417816773,258669.63896657713,0.044530813744878106,False,,1250000.0,0.16228706143823332
ABT,0.16666666666666666,2026-08-31,102801.44524628296,98852.56306247553,-0.038412710778015224,False,,1250000.0,0.1494002603185125
