ticker,target_weight,opened_at,entry_price,current_price,open_return,con_dividendo,dividendos_clp,peso_real,monto_clp
IAU,1.0,2026-01-01,73374.63739833981,77938.79892536625,0.062203530931925544,False,,1.0,5000000.0
