start_date,end_date,weeks,total_return,annualized_return,annualized_volatility,max_drawdown,benchmark_total_return,invested_weeks,average_positions,total_turnover,total_transaction_cost
2021-01-08,2026-07-15,289,0.2191217860712591,0.03642118247353632,0.253718746308148,-0.49824657923186944,1.0500949125226664,249,1.5121107266435987,26.0,0.052000000000000005
