published_at,available_at,broker,ticker,recommendation,target_price_min,target_price_max,currency,source_url,notes,row_number,broker_normalized,signal,published_at_parsed,available_at_parsed
2023-07-20,2023-07-20,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 214",610,Credicorp Capital,0,2023-07-20,2023-07-20
2023-07-21,2023-07-21,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 213",611,Credicorp Capital,0,2023-07-21,2023-07-21
2023-07-26,2023-07-26,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 212",612,Credicorp Capital,0,2023-07-26,2023-07-26
2023-07-26,2023-07-26,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 212",613,Credicorp Capital,1,2023-07-26,2023-07-26
2023-07-28,2023-07-28,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 211",614,Credicorp Capital,1,2023-07-28,2023-07-28
2023-08-01,2023-08-01,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 209",615,Credicorp Capital,1,2023-08-01,2023-08-01
2023-08-01,2023-08-01,Credicorp Capital,EMBONOR-B,Mantener,,,,,"Histórico validado, página 209",616,Credicorp Capital,0,2023-08-01,2023-08-01
2023-08-03,2023-08-03,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 209",617,Credicorp Capital,1,2023-08-03,2023-08-03
2023-08-04,2023-08-04,Credicorp Capital,CMPC,Mantener,,,,,"Histórico validado, página 208",618,Credicorp Capital,0,2023-08-04,2023-08-04
2023-08-07,2023-08-07,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 208",619,Credicorp Capital,0,2023-08-07,2023-08-07
2023-08-08,2023-08-08,Credicorp Capital,ENTEL,Comprar,,,,,"Histórico validado, página 207",620,Credicorp Capital,1,2023-08-08,2023-08-08
2023-08-10,2023-08-10,Credicorp Capital,CCU,Comprar,,,,,"Histórico validado, página 207",621,Credicorp Capital,1,2023-08-10,2023-08-10
2023-08-10,2023-08-10,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 207",622,Credicorp Capital,1,2023-08-10,2023-08-10
2023-08-10,2023-08-10,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 207",623,Credicorp Capital,0,2023-08-10,2023-08-10
2023-08-22,2023-08-22,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 205",624,Credicorp Capital,1,2023-08-22,2023-08-22
2023-08-22,2023-08-22,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 205",625,Credicorp Capital,1,2023-08-22,2023-08-22
2023-08-25,2023-08-25,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 204",626,Credicorp Capital,0,2023-08-25,2023-08-25
2023-08-28,2023-08-28,Credicorp Capital,PARAUCO,Mantener,,,,,"Histórico validado, página 204",627,Credicorp Capital,0,2023-08-28,2023-08-28
2023-08-29,2023-08-29,Credicorp Capital,ENELCHILE,Comprar,,,,,"Histórico validado, página 203",628,Credicorp Capital,1,2023-08-29,2023-08-29
2023-08-31,2023-08-31,Credicorp Capital,ECL,Comprar,,,,,"Histórico validado, página 203",629,Credicorp Capital,1,2023-08-31,2023-08-31
2023-09-04,2023-09-04,Credicorp Capital,CONCHATORO,Comprar,,,,,"Histórico validado, página 202",630,Credicorp Capital,1,2023-09-04,2023-09-04
2023-09-04,2023-09-04,Credicorp Capital,FORUS,Comprar,,,,,"Histórico validado, página 203",631,Credicorp Capital,1,2023-09-04,2023-09-04
2023-09-04,2023-09-04,Credicorp Capital,RIPLEY,Comprar,,,,,"Histórico validado, página 202",632,Credicorp Capital,1,2023-09-04,2023-09-04
2023-09-06,2023-09-06,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 202",633,Credicorp Capital,1,2023-09-06,2023-09-06
2023-09-06,2023-09-06,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 202",634,Credicorp Capital,1,2023-09-06,2023-09-06
2023-09-08,2023-09-08,Credicorp Capital,INDISA,Comprar,,,,,"Histórico validado, página 201",635,Credicorp Capital,1,2023-09-08,2023-09-08
2023-09-12,2023-09-12,Credicorp Capital,HITES,Comprar,,,,,"Histórico validado, página 240",636,Credicorp Capital,1,2023-09-12,2023-09-12
2023-09-13,2023-09-13,Credicorp Capital,COPEC,Mantener,,,,,"Histórico validado, página 240",637,Credicorp Capital,0,2023-09-13,2023-09-13
2023-09-22,2023-09-22,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 239",638,Credicorp Capital,0,2023-09-22,2023-09-22
2023-09-22,2023-09-22,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 239",639,Credicorp Capital,1,2023-09-22,2023-09-22
2023-09-26,2023-09-26,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 238",640,Credicorp Capital,1,2023-09-26,2023-09-26
2023-10-03,2023-10-03,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 237",641,Credicorp Capital,0,2023-10-03,2023-10-03
2023-10-10,2023-10-10,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 237",642,Credicorp Capital,1,2023-10-10,2023-10-10
2023-10-12,2023-10-12,Credicorp Capital,ENELAM,Mantener,,,,,"Histórico validado, página 236",643,Credicorp Capital,0,2023-10-12,2023-10-12
2023-10-13,2023-10-13,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 236",644,Credicorp Capital,1,2023-10-13,2023-10-13
2023-10-18,2023-10-18,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 235",645,Credicorp Capital,0,2023-10-18,2023-10-18
2023-10-20,2023-10-20,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 234",646,Credicorp Capital,0,2023-10-20,2023-10-20
2023-10-26,2023-10-26,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 234",647,Credicorp Capital,0,2023-10-26,2023-10-26
2023-11-02,2023-11-02,Credicorp Capital,BESALCO,Mantener,,,,,"Histórico validado, página 233",648,Credicorp Capital,0,2023-11-02,2023-11-02
2023-11-02,2023-11-02,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 233",649,Credicorp Capital,1,2023-11-02,2023-11-02
2023-11-02,2023-11-02,Credicorp Capital,ENELCHILE,Inferior al mercado,,,,,"Histórico validado, página 233",650,Credicorp Capital,-1,2023-11-02,2023-11-02
2023-11-06,2023-11-06,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 233",651,Credicorp Capital,0,2023-11-06,2023-11-06
2023-11-06,2023-11-06,Credicorp Capital,SMSAAM,Comprar,,,,,"Histórico validado, página 233",652,Credicorp Capital,1,2023-11-06,2023-11-06
2023-11-07,2023-11-07,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 232",653,Credicorp Capital,0,2023-11-07,2023-11-07
2023-11-09,2023-11-09,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 232",654,Credicorp Capital,0,2023-11-09,2023-11-09
2023-11-14,2023-11-14,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 231",655,Credicorp Capital,1,2023-11-14,2023-11-14
2023-11-14,2023-11-14,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 231",656,Credicorp Capital,1,2023-11-14,2023-11-14
2023-11-15,2023-11-15,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 231",657,Credicorp Capital,0,2023-11-15,2023-11-15
2023-11-16,2023-11-16,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 230",658,Credicorp Capital,1,2023-11-16,2023-11-16
2023-11-16,2023-11-16,Credicorp Capital,SALFACORP,Comprar,,,,,"Histórico validado, página 230",659,Credicorp Capital,1,2023-11-16,2023-11-16
2023-11-16,2023-11-16,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 230",660,Credicorp Capital,0,2023-11-16,2023-11-16
2023-11-17,2023-11-17,Credicorp Capital,CENCOSUD,Comprar,,,,,"Histórico validado, página 230",661,Credicorp Capital,1,2023-11-17,2023-11-17
2023-11-21,2023-11-21,Credicorp Capital,MALLPLAZA,Mantener,,,,,"Histórico validado, página 230",662,Credicorp Capital,0,2023-11-21,2023-11-21
2023-11-24,2023-11-24,Credicorp Capital,AGUAS-A,Mantener,,,,,"Histórico validado, página 229",663,Credicorp Capital,0,2023-11-24,2023-11-24
2023-11-28,2023-11-28,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 228",664,Credicorp Capital,1,2023-11-28,2023-11-28
2023-12-05,2023-12-05,Credicorp Capital,CENCOMALLS,Comprar,,,,,"Histórico validado, página 227",665,Credicorp Capital,1,2023-12-05,2023-12-05
2023-12-07,2023-12-07,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 227",666,Credicorp Capital,1,2023-12-07,2023-12-07
2023-12-07,2023-12-07,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 226",667,Credicorp Capital,0,2023-12-07,2023-12-07
2023-12-07,2023-12-07,Credicorp Capital,CENCOSUD,Mantener,,,,,"Histórico validado, página 226",668,Credicorp Capital,0,2023-12-07,2023-12-07
2023-12-14,2023-12-14,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 226",669,Credicorp Capital,1,2023-12-14,2023-12-14
2023-12-14,2023-12-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 226",670,Credicorp Capital,0,2023-12-14,2023-12-14
2023-12-14,2023-12-14,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 226",671,Credicorp Capital,1,2023-12-14,2023-12-14
2023-12-15,2023-12-15,Credicorp Capital,LTM,Comprar,,,,,"Histórico validado, página 225",672,Credicorp Capital,1,2023-12-15,2023-12-15
2023-12-20,2023-12-20,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 224",673,Credicorp Capital,0,2023-12-20,2023-12-20
2023-12-21,2023-12-21,Credicorp Capital,COPEC,Comprar,,,,,"Histórico validado, página 224",674,Credicorp Capital,1,2023-12-21,2023-12-21
2023-12-22,2023-12-22,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 223",675,Credicorp Capital,0,2023-12-22,2023-12-22
2023-12-28,2023-12-28,Credicorp Capital,SQM-B,Mantener,,,,,"Histórico validado, página 223",676,Credicorp Capital,0,2023-12-28,2023-12-28
2023-12-29,2023-12-29,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 223",677,Credicorp Capital,0,2023-12-29,2023-12-29
2023-12-29,2023-12-29,Credicorp Capital,SMU,Comprar,,,,,"Histórico validado, página 223",678,Credicorp Capital,1,2023-12-29,2023-12-29
2024-01-02,2024-01-02,Credicorp Capital,ANDINA-B,Mantener,,,,,"Histórico validado, página 222",679,Credicorp Capital,0,2024-01-02,2024-01-02
2024-01-03,2024-01-03,Credicorp Capital,COLBUN,Mantener,,,,,"Histórico validado, página 222",680,Credicorp Capital,0,2024-01-03,2024-01-03
2024-01-04,2024-01-04,Credicorp Capital,CCU,Mantener,,,,,"Histórico validado, página 222",681,Credicorp Capital,0,2024-01-04,2024-01-04
2024-01-04,2024-01-04,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 222",682,Credicorp Capital,0,2024-01-04,2024-01-04
2024-01-04,2024-01-04,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 222",683,Credicorp Capital,0,2024-01-04,2024-01-04
2024-01-25,2024-01-25,Credicorp Capital,ENTEL,Mantener,,,,,"Histórico validado, página 257",684,Credicorp Capital,0,2024-01-25,2024-01-25
2024-02-02,2024-02-02,Credicorp Capital,FALABELLA,Mantener,,,,,"Histórico validado, página 256",685,Credicorp Capital,0,2024-02-02,2024-02-02
2024-02-09,2024-02-09,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 255",686,Credicorp Capital,0,2024-02-09,2024-02-09
2024-02-14,2024-02-14,Credicorp Capital,BSANTANDER,Comprar,,,,,"Histórico validado, página 254",687,Credicorp Capital,1,2024-02-14,2024-02-14
2024-02-14,2024-02-14,Credicorp Capital,CHILE,Mantener,,,,,"Histórico validado, página 254",688,Credicorp Capital,0,2024-02-14,2024-02-14
2024-02-14,2024-02-14,Credicorp Capital,ITAUCL,Comprar,,,,,"Histórico validado, página 254",689,Credicorp Capital,1,2024-02-14,2024-02-14
