date,Sigma-6,Delta-12,IPSA Total Return,Gamma-6,Conjunto AlphaData,Oro
2023-06-16,150.12031512326084,161.6901605333261,137.05063798899755,116.22074862157832,136.43894633499312,114.246358241863
2023-06-19,150.0947474993925,161.1351831078375,137.39303178484107,116.22074862157832,136.3102742983033,114.246358241863
2023-06-20,150.3946608804797,163.8558360253566,138.08235597493888,116.59159892442241,136.79822406279493,113.22320671332074
2023-06-22,151.3073892200889,166.78965632432488,137.60935589853304,118.40682658260968,138.13600166946517,113.04871992425544
2023-06-23,150.47706396264329,164.4635941747385,135.60990984107582,117.65131722982775,137.37737219329858,113.63311700078881
2023-06-27,150.04596776215627,163.72555161747968,135.1156593826406,116.45263366084035,136.71660599583137,113.46001556719949
2023-06-28,150.28202480216578,163.6241912300658,135.07100970354523,115.75770501718854,136.15461319907374,112.0862097090044
2023-06-29,151.37651899646073,165.02039070546715,136.77390548594133,115.49647463926308,136.73095849091754,112.41630123733533
2023-06-30,152.41799633368288,166.3920772573944,138.17046149144255,117.99749356717541,138.32972476525404,113.56860724569866
2023-07-03,153.16179647359695,167.08413601987004,139.77020935207824,117.45634285622597,138.43291134970806,113.40174084418952
2023-07-04,154.49912958587265,166.7874830890118,140.73817619193153,117.45634285622597,138.67468614007632,113.40174084418952
2023-07-05,153.66746338166837,166.75836329705498,139.3244288661369,117.61522476370914,138.3095986843826,112.68943666905817
2023-07-06,152.59899096005086,166.26352789309627,138.29868008863082,116.62271106902472,137.4863462834388,112.0750146182008
2023-07-07,155.36143394741654,169.2557494597698,141.88092145476773,117.4580416409518,139.54216585291303,113.92171169452418
2023-07-10,156.54237873139294,170.33962215605717,142.11372058374084,115.86000382459817,139.73806034746377,114.48336673509364
2023-07-11,157.55000574227878,171.57827967352856,143.1528403881418,117.18112405687604,140.9648674769184,115.64443989521115
2023-07-12,158.89639324895,173.8427792424876,145.13700527200487,119.69624338516182,143.09382649151732,117.66640438904693
2023-07-13,159.6333604846972,173.88045268296082,144.73969475855748,122.7210702955118,143.98124775727211,117.09456223456333
2023-07-14,162.2065514316044,175.88690458216766,146.38122707823962,122.7674673409162,144.81038128024548,116.48598523123061
2023-07-17,164.70085653799634,176.75846465548022,147.9692752903423,123.88802347567074,146.1040859257681,117.20260015133987
2023-07-18,166.393493292065,178.44902112794392,150.10171531173594,125.32892982453748,147.8429454822287,119.11111502041298
2023-07-19,167.87943143422007,181.37274673820923,150.9130501222494,124.52236030724893,148.45404939987006,118.7915345165779
2023-07-20,170.12160141565113,181.88058089309348,150.97130959657704,119.92684448430965,147.1342327421452,116.86300444274771
2023-07-21,168.91891177674069,181.0495379365242,150.44578048594133,120.8924212595998,147.31027921259852,117.97516184249544
2023-07-24,170.70881258615347,182.48209958975045,151.64392000305625,121.91713925386799,148.28517045155456,117.87899223992953
2023-07-25,171.76858066665042,182.72241612937353,153.084648150978,124.49905538764727,149.91918302159584,119.80640622470474
2023-07-26,170.11267736323364,180.96039065529988,152.32035070293398,125.94337023978214,149.80588751259086,120.48072066776659
