alphadata_ticker,yahoo_ticker,date,close,volume
BSANTANDER,BSANTANDER.SN,2023-08-04,42.27000045776367,85580581.0
CENCOSUD,CENCOSUD.SN,2023-08-04,1800.0,2962279.0
FALABELLA,FALABELLA.SN,2023-08-04,2359.800048828125,1799002.0
SQM-B,SQM-B.SN,2023-08-04,60506.0,263255.0
BSANTANDER,BSANTANDER.SN,2023-08-11,41.47999954223633,116897390.0
CENCOSUD,CENCOSUD.SN,2023-08-11,1847.5,8492678.0
FALABELLA,FALABELLA.SN,2023-08-11,2289.0,1008379.0
SQM-B,SQM-B.SN,2023-08-11,58000.0,229149.0
BSANTANDER,BSANTANDER.SN,2023-08-18,40.04999923706055,85079184.0
CENCOSUD,CENCOSUD.SN,2023-08-18,1820.0,2060126.0
FALABELLA,FALABELLA.SN,2023-08-18,2179.89990234375,879429.0
SQM-B,SQM-B.SN,2023-08-18,55096.0,241729.0
BSANTANDER,BSANTANDER.SN,2023-08-25,40.869998931884766,117222688.0
CENCOSUD,CENCOSUD.SN,2023-08-25,1848.5,4072402.0
FALABELLA,FALABELLA.SN,2023-08-25,2115.0,1365943.0
SQM-B,SQM-B.SN,2023-08-25,53800.0,344114.0
BSANTANDER,BSANTANDER.SN,2023-09-01,40.560001373291016,168061781.0
CENCOSUD,CENCOSUD.SN,2023-09-01,1840.0,6037479.0
FALABELLA,FALABELLA.SN,2023-09-01,2110.0,5415146.0
SQM-B,SQM-B.SN,2023-09-01,53798.0,633234.0
BSANTANDER,BSANTANDER.SN,2023-09-08,39.88999938964844,36244398.0
CENCOSUD,CENCOSUD.SN,2023-09-08,1782.0,1308084.0
FALABELLA,FALABELLA.SN,2023-09-08,2050.0,1474985.0
SQM-B,SQM-B.SN,2023-09-08,53155.0,59275.0
BSANTANDER,BSANTANDER.SN,2023-09-15,42.279998779296875,201229326.0
CENCOSUD,CENCOSUD.SN,2023-09-15,1772.0,7113953.0
FALABELLA,FALABELLA.SN,2023-09-15,2090.0,5013839.0
SQM-B,SQM-B.SN,2023-09-15,55350.0,469202.0
BSANTANDER,BSANTANDER.SN,2023-09-22,40.810001373291016,48946018.0
CENCOSUD,CENCOSUD.SN,2023-09-22,1680.0,1569601.0
FALABELLA,FALABELLA.SN,2023-09-22,2039.0,1304161.0
SQM-B,SQM-B.SN,2023-09-22,50989.0,93371.0
BSANTANDER,BSANTANDER.SN,2023-09-29,41.150001525878906,62591170.0
CENCOSUD,CENCOSUD.SN,2023-09-29,1685.0,3142489.0
FALABELLA,FALABELLA.SN,2023-09-29,1985.800048828125,2057893.0
SQM-B,SQM-B.SN,2023-09-29,52852.0,170297.0
BSANTANDER,BSANTANDER.SN,2023-10-06,40.79999923706055,57406665.0
CENCOSUD,CENCOSUD.SN,2023-10-06,1615.0,2540011.0
FALABELLA,FALABELLA.SN,2023-10-06,1950.0,1801656.0
SQM-B,SQM-B.SN,2023-10-06,50495.0,179087.0
BSANTANDER,BSANTANDER.SN,2023-10-13,40.25,174001127.0
CENCOSUD,CENCOSUD.SN,2023-10-13,1515.0999755859375,3060247.0
FALABELLA,FALABELLA.SN,2023-10-13,1948.0,982961.0
SQM-B,SQM-B.SN,2023-10-13,54375.0,211710.0
BSANTANDER,BSANTANDER.SN,2023-10-20,40.43000030517578,96096726.0
CENCOSUD,CENCOSUD.SN,2023-10-20,1462.0,5357867.0
FALABELLA,FALABELLA.SN,2023-10-20,1850.0,2142596.0
SQM-B,SQM-B.SN,2023-10-20,48998.0,170437.0
BSANTANDER,BSANTANDER.SN,2023-10-27,40.27000045776367,90181701.0
CENCOSUD,CENCOSUD.SN,2023-10-27,1478.0999755859375,2441562.0
FALABELLA,FALABELLA.SN,2023-10-27,1850.0,1098189.0
SQM-B,SQM-B.SN,2023-10-27,48062.0,143874.0
BSANTANDER,BSANTANDER.SN,2023-11-03,40.59000015258789,84908273.0
CENCOSUD,CENCOSUD.SN,2023-11-03,1475.0,1762707.0
FALABELLA,FALABELLA.SN,2023-11-03,1899.0,1018977.0
SQM-B,SQM-B.SN,2023-11-03,45140.0,248316.0
BSANTANDER,BSANTANDER.SN,2023-11-10,41.099998474121094,83454120.0
CENCOSUD,CENCOSUD.SN,2023-11-10,1535.0,1927739.0
FALABELLA,FALABELLA.SN,2023-11-10,1892.0999755859375,914287.0
SQM-B,SQM-B.SN,2023-11-10,42601.0,152585.0
BSANTANDER,BSANTANDER.SN,2023-11-17,42.04999923706055,60212269.0
CENCOSUD,CENCOSUD.SN,2023-11-17,1579.0,3001612.0
FALABELLA,FALABELLA.SN,2023-11-17,2010.0,1166351.0
SQM-B,SQM-B.SN,2023-11-17,44260.0,207640.0
BSANTANDER,BSANTANDER.SN,2023-11-24,41.79999923706055,42205409.0
CENCOSUD,CENCOSUD.SN,2023-11-24,1580.0,1876954.0
FALABELLA,FALABELLA.SN,2023-11-24,1972.0,904586.0
SQM-B,SQM-B.SN,2023-11-24,44150.0,118769.0
BSANTANDER,BSANTANDER.SN,2023-12-01,42.20000076293945,351500754.0
CENCOSUD,CENCOSUD.SN,2023-12-01,1595.0,8581127.0
FALABELLA,FALABELLA.SN,2023-12-01,2094.89990234375,4741320.0
SQM-B,SQM-B.SN,2023-12-01,45990.0,738495.0
BSANTANDER,BSANTANDER.SN,2023-12-08,43.0,63509879.0
CENCOSUD,CENCOSUD.SN,2023-12-08,1663.0,3331908.0
FALABELLA,FALABELLA.SN,2023-12-08,2197.89990234375,743304.0
SQM-B,SQM-B.SN,2023-12-08,46190.0,160052.0
BSANTANDER,BSANTANDER.SN,2023-12-15,44.0,266628515.0
CENCOSUD,CENCOSUD.SN,2023-12-15,1680.0,8706329.0
FALABELLA,FALABELLA.SN,2023-12-15,2266.0,4351517.0
SQM-B,SQM-B.SN,2023-12-15,51000.0,941753.0
BSANTANDER,BSANTANDER.SN,2023-12-22,42.79999923706055,84780736.0
CENCOSUD,CENCOSUD.SN,2023-12-22,1660.0,3266736.0
FALABELLA,FALABELLA.SN,2023-12-22,2190.0,1718683.0
SQM-B,SQM-B.SN,2023-12-22,52897.0,435484.0
BSANTANDER,BSANTANDER.SN,2023-12-29,43.0,57186373.0
CENCOSUD,CENCOSUD.SN,2023-12-29,1655.0,1535854.0
FALABELLA,FALABELLA.SN,2023-12-29,2200.0,595060.0
SQM-B,SQM-B.SN,2023-12-29,52650.0,171595.0
BSANTANDER,BSANTANDER.SN,2024-01-05,43.380001068115234,36248008.0
CENCOSUD,CENCOSUD.SN,2024-01-05,1555.0,1272952.0
FALABELLA,FALABELLA.SN,2024-01-05,2145.10009765625,597066.0
SQM-B,SQM-B.SN,2024-01-05,48810.0,126168.0
BSANTANDER,BSANTANDER.SN,2024-01-12,42.939998626708984,45604046.0
CENCOSUD,CENCOSUD.SN,2024-01-12,1590.0999755859375,1426972.0
FALABELLA,FALABELLA.SN,2024-01-12,2150.0,809427.0
SQM-B,SQM-B.SN,2024-01-12,44410.0,400712.0
BSANTANDER,BSANTANDER.SN,2024-01-19,42.45000076293945,87556686.0
CENCOSUD,CENCOSUD.SN,2024-01-19,1525.0,2785797.0
FALABELLA,FALABELLA.SN,2024-01-19,2000.0,1533512.0
SQM-B,SQM-B.SN,2024-01-19,42993.0,445214.0
BSANTANDER,BSANTANDER.SN,2024-01-26,42.61000061035156,50978861.0
CENCOSUD,CENCOSUD.SN,2024-01-26,1600.0,1857338.0
FALABELLA,FALABELLA.SN,2024-01-26,2200.0,1259235.0
SQM-B,SQM-B.SN,2024-01-26,43431.0,302586.0
BSANTANDER,BSANTANDER.SN,2024-02-02,44.47999954223633,111455525.0
CENCOSUD,CENCOSUD.SN,2024-02-02,1680.0,2580253.0
FALABELLA,FALABELLA.SN,2024-02-02,2283.0,948200.0
SQM-B,SQM-B.SN,2024-02-02,38100.0,354963.0
BSANTANDER,BSANTANDER.SN,2024-02-09,44.54999923706055,41214112.0
CENCOSUD,CENCOSUD.SN,2024-02-09,1666.5,1625645.0
FALABELLA,FALABELLA.SN,2024-02-09,2310.0,862236.0
SQM-B,SQM-B.SN,2024-02-09,39040.0,218319.0
BSANTANDER,BSANTANDER.SN,2024-02-16,48.93000030517578,69094341.0
CENCOSUD,CENCOSUD.SN,2024-02-16,1765.0,1208635.0
FALABELLA,FALABELLA.SN,2024-02-16,2339.89990234375,645024.0
SQM-B,SQM-B.SN,2024-02-16,42390.0,223731.0
BSANTANDER,BSANTANDER.SN,2024-02-23,46.20000076293945,78867369.0
CENCOSUD,CENCOSUD.SN,2024-02-23,1695.0,2790906.0
FALABELLA,FALABELLA.SN,2024-02-23,2205.0,1287185.0
SQM-B,SQM-B.SN,2024-02-23,43338.0,313227.0
BSANTANDER,BSANTANDER.SN,2024-03-01,47.93000030517578,194036401.0
CENCOSUD,CENCOSUD.SN,2024-03-01,1707.0,4598505.0
FALABELLA,FALABELLA.SN,2024-03-01,2527.0,2605902.0
SQM-B,SQM-B.SN,2024-03-01,49460.0,526815.0
BSANTANDER,BSANTANDER.SN,2024-03-08,46.86000061035156,48093680.0
CENCOSUD,CENCOSUD.SN,2024-03-08,1669.0,2740466.0
FALABELLA,FALABELLA.SN,2024-03-08,2440.0,1405526.0
SQM-B,SQM-B.SN,2024-03-08,44611.0,185805.0
BSANTANDER,BSANTANDER.SN,2024-03-15,48.20000076293945,177251508.0
CENCOSUD,CENCOSUD.SN,2024-03-15,1695.0,8636609.0
FALABELLA,FALABELLA.SN,2024-03-15,2477.10009765625,4881011.0
SQM-B,SQM-B.SN,2024-03-15,47749.0,1253775.0
BSANTANDER,BSANTANDER.SN,2024-03-22,47.58000183105469,56664472.0
