cumulative_return,cagr,annualized_volatility,max_drawdown,observations,strategy,period,afp
3.1368803210597447,0.10636349149177016,0.0752542319327108,-0.26476354735046914,5132,Estrategia Horizonte,completo_desde_2012,CUPRUM
1.0314458470366037,0.13417962765571034,0.08137997929201723,-0.13969902764821496,2057,Estrategia Horizonte,fuera_muestra_2021+,CUPRUM
2.8857237438423793,0.10144174334713374,0.07785406502940898,-0.26476354735046936,5132,Fondo A Cuprum,completo_desde_2012,CUPRUM
0.849789225848204,0.11546121627940154,0.08331777586165215,-0.14371624336060873,2057,Fondo A Cuprum,fuera_muestra_2021+,CUPRUM
1.4186340508359128,0.06488920486881766,0.04345126427278705,-0.20806627355775198,5132,Fondo E Cuprum,completo_desde_2012,CUPRUM
0.34431046231375806,0.053969516479888346,0.058156784439207805,-0.20806627355775165,2057,Fondo E Cuprum,fuera_muestra_2021+,CUPRUM
2.122437373017985,0.08442747917148963,0.04665992255135306,-0.16393254170952454,5132,Cuprum 50/50,completo_desde_2012,CUPRUM
0.5921940268927934,0.08613734110526483,0.052899571864511885,-0.08408736300101649,2057,Cuprum 50/50,fuera_muestra_2021+,CUPRUM
