source_kind,source_page,source_line,date,ticker,instrument_type,broker,recommendation,score,unified_action,status,issues,raw_text
estructurada,20,15,2021-07-08,CENCOSUD,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A CENCOSUD BCI ‘Sobreponderar 2.005,00 1.400,00 » 1.750,00 12.72% 08/07/2021"
estructurada,20,17,2021-07-08,CHILE,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE Credicorp Capital Comprar 188,88 100,00 » 100,00 -47,06% 08/07/2021"
estructurada,20,16,2021-07-08,ENELCHILE,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE Credicorp Capital Mantener 82,00 72,00 » 72,00 -12,20% 08/07/2021"
estructurada,20,14,2021-07-09,CENCOSUD,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD Credicorp Capital Comprar 2.005,00 1.820,00 » 1.820,00 9.23% 09/07/2021"
estructurada,20,11,2021-07-09,CMPC,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc Credicorp Capital Comprar 1.074,00 2.800,00 » 2.800,00 160,71% 09/07/2021"
estructurada,20,12,2021-07-09,COPEC,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A cOPEC Credicorp Capital Mantener 6.126,00 10.200,00 » 10.200,00 66.50% 09/07/2021"
estructurada,20,9,2021-07-12,CMPC,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc Credicorp Capital Comprar 1.074,00 2.800,00 » 2.800,00 160,71% 12/07/2021"
estructurada,20,4,2021-07-14,BSANTANDER,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER —_Credicorp Capital Comprar 78,16 52,00 » 52,00 -33,47% 14/07/2021"
estructurada,20,6,2021-07-14,ITAUCL,accion_local,Credicorp Capital,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Banco Ita Chile ITAUCL Credicorp Capital Inferior al mercado 20.500,00 2,50 » 2,50 -99,99% 14/07/2021"
no_interpretada,19,21,2021-07-14,SQM-ADR,adr,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"de Chile S.A. SQM (ADR) SCOTIA Igual al mercado 43,00 » 43,00 14/07/2021"
estructurada,19,17,2021-07-15,BSANTANDER,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER JPMorgan Sobreponderar 78,16 28,00 » 26,00 -66,73% 15/07/2021"
estructurada,19,16,2021-07-15,CHILE,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE (ADR) JPMorgan Sobreponderar 27,00 » 25,00 15/07/2021"
estructurada,19,15,2021-07-15,ITAUCL,accion_local,Credicorp Capital,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Banco Ital Chile ITAUCL Credicorp Capital _ Inferior al mercado 20.500,00 2,50 » 2,20 -99,99% 15/07/2021"
estructurada,19,19,2021-07-15,VAPORES,accion_local,Renta4,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"\Vapores S.A. VAPORES Renta4 Comprar 47,20 80,00 » 80,00 69,49% 15/07/2021"
estructurada,19,4,2021-07-19,AESANDES,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"AES Andes AESANDES Credicorp Capital © Comprar 160,00 » 160,00 19/07/2021"
no_interpretada,19,5,2021-07-19,AESANDES,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"AES Andes AESANDES SCOTIA Igual al mercado 160,00 » 160,00 19/07/2021"
estructurada,19,8,2021-07-19,BSANTANDER,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile ACR JPMorgan Sobreponderar 26,00 » 26,00 19/07/2021"
estructurada,19,13,2021-07-19,CENCOSHOPP,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud Shopping CENCOSHOPP: BANCHILE Comprar 1.650,00 » 1.600,00 19/07/2021"
estructurada,19,10,2021-07-19,CENCOSUD,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD JPMorgan Sobreponderar 2.005,00 1.500,00 » 1.500,00 -25,19% 19/07/2021"
estructurada,19,11,2021-07-19,CMPC,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cMPC JPMorgan Sobreponderar 1.074,00 2.600,00 » 2.600,00 142,09% 19/07/2021"
estructurada,18,21,2021-07-19,FALABELLA,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA SANTANDER Comprar 5.853,00 4.000,00 -31,66% © 19/07/2021"
estructurada,19,12,2021-07-19,MALLPLAZA,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA BANCHILE Comprar 3.905,00 1.560,00 » 1.540,00 -60,56% 19/07/2021"
estructurada,19,9,2021-07-19,MALLPLAZA,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA JPMorgan Sobreponderar 3.905,00 1.600,00 » 1.600,00 -59,03% 19/07/2021"
estructurada,19,14,2021-07-19,PARAUCO,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO BANCHILE Comprar 3.968,10 1.500,00 » 1.450,00 -63,46% 19/07/2021"
estructurada,20,8,2021-07-19,SQM-ADR,adr,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Sociedad Quimica y Minera sqm (ADR) BANCHILE Comprar 54,00 » 59,00 19/07/2021"
no_interpretada,19,7,2021-07-19,SQM-ADR,adr,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"de Chile SA. SQM (ADR) SCOTIA Igual al mercado 43,00 » 43,00 19/07/2021"
estructurada,18,15,2021-07-20,BSANTANDER,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER _BTG Pactual Comprar 78.16 47,00 » 45,00 -42,43% 20/07/2021"
estructurada,18,18,2021-07-20,CENCOSHOPP,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud Shopping CENCOSHOPP SANTANDER —Comprar 1.800,00 » 1.800,00 20/07/2021"
estructurada,18,17,2021-07-20,MALLPLAZA,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MaliPlaza MALLPLAZA SANTANDER Comprar 3.905,00 1.500,00 » 1.500,00 -61,59% 20/07/2021"
estructurada,18,16,2021-07-20,PARAUCO,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO BTG Pactual Comprar 3.968,10 1.750,00 » 1.750,00 -55,90% 20/07/2021"
estructurada,18,19,2021-07-20,PARAUCO,accion_local,SANTANDER,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO SANTANDER Mantener 3.968,10 1.400,00 » 1.400,00 -64,72% 20/07/2021"
estructurada,18,7,2021-07-21,COLBUN,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN BTG Pactual Comprar 135,60 120,00 » 150,00 10,62% 21/07/2021"
estructurada,17,14,2021-07-22,BSANTANDER,accion_local,MBI,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER MBI Comprar 78,16 43,90 » 43,90 -43,83% 22/07/2021"
estructurada,17,9,2021-07-22,CAP,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cap SA. cap JPMorgan Sobreponderar 6.390,00 19.150,00 » 19.450,00 204,38% 22/07/2021"
estructurada,17,17,2021-07-22,CENCOSHOPP,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud Shopping CENCOSHOPP — SANTANDER Comprar 1.800,00 » 1.800,00 22/07/2021"
estructurada,17,12,2021-07-22,CENCOSUD,accion_local,MBI,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD MBI Comprar 2.005,00 1.610,00 » 1.610,00 -19,70% 22/07/2021"
estructurada,17,11,2021-07-22,CMPC,accion_local,MBI,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc MBI Comprar 1.074,00 2.500,00 » 2.500,00 132,77% 22/07/2021"
no_interpretada,17,10,2021-07-22,ENTEL,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresa Nacional de ENTEL SCOTIA Igual al mercado 3.686,00 3.750,00 1.74% 22/07/2021"
estructurada,17,16,2021-07-22,FALABELLA,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA SANTANDER Comprar 5.853,00 4.000,00 » 4.000,00 -31,66% 22/07/2021"
estructurada,17,18,2021-07-22,MALLPLAZA,accion_local,Goldman Sachs,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPiaza MALLPLAZA Goldman Sachs Comprar 3.905,00 1.478,00 » 1.397,00 -64,23% 22/07/2021"
estructurada,17,19,2021-07-22,PARAUCO,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Goldman Sachs Vender 3.968,10 1.038,00 » 963,00 -75,73% 22/07/2021"
estructurada,17,7,2021-07-23,SONDA,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Sonda S.A. SONDA BCI Sobreponderar 305,00 550,00 » 550,00 80,33% 23/07/2021"
no_interpretada,17,8,2021-07-23,SONDA,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sonda S.A. SONDA ITAU Igual al mercado 305,00 660,00 » 660,00 116,39% 23/07/2021"
estructurada,17,6,2021-07-23,SQM-ADR,adr,Morgan Stanley,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Sociedad Quimica y Minera sqm (ADR) Morgan Stanley _ Inferior al mercado 45,00 » 45,00 23/07/2021"
estructurada,16,17,2021-07-26,COPEC,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC JPMorgan Neutral 6.126,00 9.300,00 » 9,600,00 56.71% 26/07/2021"
estructurada,16,20,2021-07-26,ITAUCL,accion_local,Credicorp Capital,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Banco Ita Chile ITaucL Credicorp Capital Inferior al mercado 20.500,00 2.20 » 2.20 -99,99% 26/07/2021"
estructurada,16,19,2021-07-26,SONDA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sonda S.A. SONDA Credicorp Capital Mantener 305,00 760,00 » 760,00 149,18% 26/07/2021"
estructurada,16,18,2021-07-26,SQM-B,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Soceaaa Guimica yMinera sam-B Credicorp Capital Mantener 66.050,00 42.000,00 » 42.000,00 -26,41% 26/07/2021"
estructurada,16,16,2021-07-27,ANDINA-B,accion_local,BTG Pactual,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B BTG Pactual Neutral 4.747,00 2.100,00 » 2.100,00 -55,76% 27/07/2021"
estructurada,16,15,2021-07-27,ENTEL,accion_local,MBI,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ae ee eee ENTEL MBI Comprar 3.686,00 5.85200 58,76% 27/07/2021"
estructurada,16,5,2021-07-28,ANDINA-B,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B BANCHILE Comprar 4.747,00 2.100,00 » 2.100,00 -55,76% 28/07/2021"
no_interpretada,16,8,2021-07-28,ANDINA-B,accion_local,Bank of America,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B ‘any ‘America Comprar 4.747,00 2.200,00 » 2.200,00 -53,65% 28/07/2021"
estructurada,15,19,2021-07-28,ANDINA-B,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B Credicorp Capital © Comprar 4.747,00 2.200,00 » 2.200,00 -53,65% 28/07/2021"
no_interpretada,15,18,2021-07-28,ANDINA-B,accion_local,Credit Suisse,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B Credit Suisse Super’ al 4.747,00 2.200,00 » 2.200,00 -53,65% 28/07/2021"
no_interpretada,16,6,2021-07-28,ANDINA-B,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B SCOTIA Igual al mercado 4.747,00 1.930,00 » 1.930,00 -59,34% 28/07/2021"
estructurada,16,10,2021-07-28,CONCHATORO,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Vifia Concha y Toro S.A. CONCHATORO —BANCHILE Comprar 856,10 1.350,00 » 2.000,00 193,62% 28/07/2021"
estructurada,16,9,2021-07-28,ECL,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"ECLSA ECL Credicorp Capital Mantener 1.799,90 1.000,00 » 1.000,00 -44,44% 28/07/2021"
estructurada,15,20,2021-07-28,ENELCHILE,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE Credicorp Capital Mantener 82,00 72,00 » 72,00 -12,20% 28/07/2021"
estructurada,16,4,2021-07-28,ENELGXCH,accion_local_historica,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Enel Generacion Chile ENELGXCH Credicorp Capital Mantener 552,00 345,00 » 345,00 -37,50% 28/07/2021"
estructurada,15,21,2021-07-28,SMU,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SMU S.A. SMU Credicorp Capital © Comprar 129,00 170,00 » 170,00 31,78% 28/07/2021"
no_interpretada,16,7,2021-07-28,SONDA,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sonda S.A. SONDA SCOTIA Igual al mercado 305,00 640,00 » 640,00 109,84% 28/07/2021"
estructurada,15,17,2021-07-29,ANDINA-B,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B JPMorgan Sobreponderar 4.747,00 2.200,00 » 2.300,00 -51,55% 29/07/2021"
no_interpretada,15,13,2021-07-29,CMPC,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cMPC SCOTIA Igual al mercado 1.074,00 2.600,00 » 2.500,00 132,77% 29/07/2021"
no_interpretada,15,14,2021-07-29,COPEC,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC SCOTIA Igual al mercado 6.126,00 10.000,00 » 9.200,00 50.18% 29/07/2021"
estructurada,15,16,2021-07-29,ECL,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA. ECL SANTANDER Comprar 1.799,90 1.270,00 » 1.270,00 -29,44% 29/07/2021"
estructurada,15,15,2021-07-29,ECL,accion_local,SCOTIA,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA. ECL SCOTIA Comprar 1.799,90 1.200,00 » 1.100,00 -38,89% 29/07/2021"
no_interpretada,15,11,2021-07-30,BSANTANDER,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER SCOTIA Igual al mercado 78,16 38,00 » 38,00 -51,38% 30/07/2021"
estructurada,15,12,2021-07-30,ITAUCL,accion_local,BANCHILE,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Itati Chile ITAUCL BANCHILE Neutral 20.500,00 2,20 » 2,20 -99,99% 30/07/2021"
no_interpretada,15,10,2021-07-30,MALLPLAZA,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA Estudios Sobreponderar 3.905,00 1.450,00 » 1.450,00 ~62,87% 30/07/2021"
no_interpretada,15,8,2021-07-30,PARAUCO,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Estudios Sobreponderar 3.968,10 1.550,00 » 1.550,00 -60,94% 30/07/2021"
estructurada,14,23,2021-08-01,LTM,accion_local,JPMorgan,Subponderar,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Latam Airlines LT™ JPMorgan Subponderar 25,40 1.400,00 » 1.500,00 5.805,51% 01/08/2021"
estructurada,14,19,2021-08-02,CENCOSUD,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD BCI Sobreponderar 2.005,00 1.750,00 » 1.750,00 -12,72% 02/08/2021"
estructurada,14,20,2021-08-02,CHILE,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE BCI Neutral 188,88 76,20 » 76,20 -59,66% 02/08/2021"
estructurada,14,22,2021-08-02,CMPC,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. MPC BCI Neutral 1.074,00 2.300,00 » 2.300,00 114,15% 02/08/2021"
estructurada,14,21,2021-08-02,COLBUN,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN BCI Neutral 135,60 150,00 » 150,00 10,62% 02/08/2021"
estructurada,14,5,2021-08-03,AESANDES,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"AES Andes AESANDES SANTANDER Comprar 140,00 » 140,00 03/08/2021"
no_interpretada,13,23,2021-08-03,ANDINA-B,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B SCOTIA Igual al mercado 4.747,00 1.930,00 » 1.900,00 -59,97% 03/08/2021"
estructurada,14,8,2021-08-03,CENCOSUD,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD Credicorp Capital © Comprar 2.005,00 1.820,00 » 1.820,00 -9,23% 03/08/2021"
estructurada,14,12,2021-08-03,CONCHATORO,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Vifia Concha y Toro S.A. CONCHATORO BICE Comprar 856,10 1.590,00 » 1.590,00 85,73% 03/08/2021"
estructurada,14,9,2021-08-03,COPEC,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC Credicorp Capital © Mantener 6.126,00 10.200,00 » 10.200,00 66.50% 03/08/2021"
estructurada,14,16,2021-08-03,ENTEL,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Telecomunicaciones S.A. ENTEL BCI Sobreponderar 3.686,00 5.300,00 » 5.300,00 43.79% 03/08/2021"
estructurada,14,7,2021-08-03,ENTEL,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Telecomunicaciones S.A. ENTEL Credicorp Capital © Comprar 3.686,00 6.800,00 » 6.800,00 84,48% 03/08/2021"
no_interpretada,14,14,2021-08-03,ENTEL,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Telecomunicaciones S.A. ENTEL Estudios Sobreponderar 3.686,00 6.300,00 » 6.300,00 70,92% 03/08/2021"
no_interpretada,14,4,2021-08-03,ITAUCL,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Ita Chile ITAUCL SCOTIA Igual al mercado 20.500,00 2,40 » 2,40 -99,99% 03/08/2021"
no_interpretada,14,11,2021-08-03,SQM-ADR,adr,Morningstar,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"de Chile SA. SQM (ADR) Morningstar Comprar 58,00 » 60,00 03/08/2021"
estructurada,13,19,2021-08-04,CAP,accion_local,BICE,En Revisión,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cap S.A. CAP BICE En Revision 6.390,00 = NA 04/08/2021"
estructurada,13,15,2021-08-04,CENCOSUD,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD Credicorp Capital Comprar 2.005,00 1.820,00 » 1.820,00 -9,23% 04/08/2021"
estructurada,13,14,2021-08-04,CONCHATORO,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Vifia Concha y Toro S.A. CONCHATORO —Credicorp Capital Comprar 856,10 2.000,00 » 2.000,00 133,62% 04/08/2021"
no_interpretada,13,17,2021-08-04,ENTEL,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SS a ENTEL SCOTIA Igual al mercado 3.686,00 3.750,00 » 4.145,00 12,45% 04/08/2021"
estructurada,13,18,2021-08-04,FALABELLA,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SACI. Falabella FALABELLA BICE Comprar 5.853,00 3.835,00 » 3.835,00 -34,48% 04/08/2021"
estructurada,13,22,2021-08-04,FALABELLA,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA Credicorp Capital Comprar 5.853,00 3.470,00 » 3.470,00 ~40,71% 04/08/2021"
estructurada,13,9,2021-08-05,AESANDES,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"AES Andes AESANDES BICE Comprar 150,00 » 150,00 05/08/2021"
estructurada,13,8,2021-08-05,AESANDES,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"AES Andes AESANDES JPMorgan Neutral 151,00 » 151,00 05/08/2021"
estructurada,13,13,2021-08-05,AESANDES,accion_local,SANTANDER,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"AES Andes AESANDES SANTANDER Comprar 140,00 » 140,00 05/08/2021"
no_interpretada,13,12,2021-08-05,AESANDES,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"AES Andes AESANDES SCOTIA Igual al mercado 160,00 » 150,00 05/08/2021"
estructurada,13,11,2021-08-05,CCU,accion_local,BICE,En Revisión,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Unites SA ccu BICE En Revision 5.230,00 NA 05/08/2021"
estructurada,13,6,2021-08-05,CCU,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"jCompariia Cesmeceias ccu JPMorgan Neutral 5.230,00 7.800,00 » 7.800,00 49,14% 05/08/2021"
no_interpretada,13,5,2021-08-06,CHILE,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE SCOTIA Igual al mercado 188,88 77,00 » 77,00 -59,23% 06/08/2021"
estructurada,12,17,2021-08-06,CMPC,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. mpc Credicorp Capital Comprar 1.074,00 2.800,00 » 2.800,00 160,71% 06/08/2021"
no_interpretada,12,19,2021-08-06,CMPC,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc SCOTIA Igual al mercado 1.074,00 2.500,00 » 2.500,00 132,77% 06/08/2021"
estructurada,12,18,2021-08-06,PARAUCO,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Credicorp Capital Mantener 3.968,10 1.540,00 » 1.540,00 -61,19% 06/08/2021"
estructurada,12,10,2021-08-09,CAP,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cap S.A. CAP BANCHILE Comprar 6.390,00 15.800,00 » 15.800,00 147,26% 09/08/2021"
estructurada,12,16,2021-08-09,CAP,accion_local,Credicorp Capital,En Revisión,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cap S.A. cAP Credicorp Capital En Revision 6.390,00 - NA 09/08/2021"
estructurada,12,15,2021-08-09,CAP,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cap SA cAP JPMorgan ‘Sobreponderar 6.390,00 19.450,00 » 19.450,00 204,38% 09/08/2021"
no_interpretada,12,12,2021-08-09,CAP,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cap S.A. cAP Morgan Stanley Igual al mercado 6.390,00 14.330,00 » 14.330,00 124,26% 09/08/2021"
no_interpretada,12,14,2021-08-09,CAP,accion_local,SCOTIA,Superior al mercado,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cap S.A. cAP SCOTIA Superior at 6.390,00 16.000,00 » 16.000,00 150,39% 09/08/2021"
estructurada,12,11,2021-08-09,CENCOSUD,accion_local,SCOTIA,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD SCOTIA Comprar 2.005,00 1.750,00 » 2.000,00 0.25% 09/08/2021"
estructurada,12,13,2021-08-09,COPEC,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. cOPEC BANCHILE Comprar 6.126,00 9.550,00 » 8.900,00 45.28% 09/08/2021"
estructurada,11,17,2021-08-10,ANTARCHILE,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"AntarChile S.A. ANTARCHILE = BANCHILE Comprar 7.460,00 10.100,00 » 9.400,00 26.01% 10/08/2021"
estructurada,12,9,2021-08-10,CMPC,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc Credicorp Capital Comprar 1.074,00 2.800,00 » 2.800,00 160,71% 10/08/2021"
