source_kind,source_page,source_line,date,ticker,instrument_type,broker,recommendation,score,unified_action,status,issues,raw_text
estructurada,264,4,2024-08-01,PARAUCO,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Credicorp Capital Comprar 3.968,10 1.800,00 » 1.800,00 -54,64% 01/08/2024"
no_interpretada,263,19,2024-08-01,PARAUCO,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Estudios Sobreponderar 3.968,10 1.670,00 » 1.670,00 -57,91% 01/08/2024"
estructurada,263,15,2024-08-02,CENCOSUD,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD BCI ‘Sobreponderar 2.005,00 1.950,00 » 1.950,00 -2.74% 02/08/2024"
estructurada,263,16,2024-08-02,CENCOSUD,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD BICE Comprar 2.005,00 1.951,00 » 1.951,00 2.69% 02/08/2024"
estructurada,263,10,2024-08-02,CENCOSUD,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD BTG Pactual Comprar 2.005,00 2.400,00 » 2.400,00 19.70% 02/08/2024"
estructurada,263,7,2024-08-02,CENCOSUD,accion_local,Credicorp Capital,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD Credicorp Capital Neutral 2.005,00 2.200,00 » 2.200,00 9.73% 02/08/2024"
no_interpretada,263,14,2024-08-02,CENCOSUD,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD ITAU Igual al mercado 2.005,00 1.900,00 » 1.900,00 5.24% 02/08/2024"
no_interpretada,263,9,2024-08-02,CENCOSUD,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD Morgan Stanley Igual al mercado 2.005,00 1.970,00 » 1.970,00 1.75% 02/08/2024"
estructurada,263,13,2024-08-02,CENCOSUD,accion_local,SANTANDER,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD SANTANDER Neutral 2.005,00 2.000,00 » 2.000,00 0.25% 02/08/2024"
no_interpretada,263,8,2024-08-02,CENCOSUD,accion_local,Security,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOsUD Security ‘Sobreponderar 2.005,00 2.150,00 » 2.150,00 7.23% 02/08/2024"
estructurada,262,25,2024-08-06,ENELAM,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Enel Américas ENELAM BTG Pactual Comprar 84,80 119,00 » 120,00 41,51% 06/08/2024"
estructurada,263,6,2024-08-06,ENTEL,accion_local,BANCHILE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Empresa Nacional de, ENTEL BANCHILE Comprar 3.686,00 3.700,00 » 3.700,00 0.38% 06/08/2024"
estructurada,262,24,2024-08-06,ENTEL,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Se ENTEL Credicorp Capital Mantener 3.686,00 3.600,00 » 3.600,00 -2,33% 06/08/2024"
estructurada,262,19,2024-08-07,ANDINA-B,accion_local,Goldman Sachs,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Embotelladora Andina S.A. ANDINA-B Goldman Sachs Comprar 4.747,00 3.855,00 » 3.722,00 -21,59% 07/08/2024"
no_interpretada,262,22,2024-08-07,CAP,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cap SA. CAP Morgan Stanley Igual al mercado 6.390,00 6.400,00 » 6.400,00 0,16% 07/08/2024"
estructurada,262,11,2024-08-08,CAP,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"CapSA. cAP Credicorp Capital Mantener 6.390,00 7.500,00 » 7.500,00 17.37% 08/08/2024"
estructurada,262,18,2024-08-08,CCU,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cope cenecerias ccu Credicorp Capital Mantener 5.230,00 7.400,00 » 7.400,00 41,49% 08/08/2024"
estructurada,262,16,2024-08-08,CCU,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Compafiia Cervecerias ccu Goldman Sachs Neutral 5.230,00 5.962,00 » 5.962,00 14,00% 08/08/2024"
estructurada,262,12,2024-08-08,CCU,accion_local,JPMorgan,Subponderar,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Gompariia Cervecerias ccu JPMorgan ‘Subponderar 5.230,00 7.800,00 » 4.200,00 -19,69% 08/08/2024"
estructurada,262,13,2024-08-08,CCU,accion_local,JPMorgan,Inferior al mercado,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Compafiia Cervecerias ccu JPMorgan Inferior al mercado 5.230,00 7.800,00 » 4.200,00 -19,69% 08/08/2024"
estructurada,262,10,2024-08-08,ENELCHILE,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE Credicorp Capital Mantener 82,00 60,00 » 60,00 -26,83% 08/08/2024"
estructurada,262,9,2024-08-09,PARAUCO,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO Goldman Sachs Neutral 3.968,10 1.517,00 » 1.615,00 -59,30% 09/08/2024"
estructurada,262,7,2024-08-09,SQM-B,accion_local,Goldman Sachs,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Sociedad Quimica y Minera gam (ADR) Goldman Sachs Comprar 46,50 » 46,50 09/08/2024"
no_interpretada,261,23,2024-08-13,CHILE,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE ITAU Igual al mercado 188,88 117,00 » 117,00 -38,06% 13/08/2024"
no_interpretada,262,5,2024-08-13,ENELCHILE,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Enel Chile S.A. ENELCHILE LarrainVial ‘Sobreponderar 82,00 61,50 » 64,50 -21,34% 13/08/2024"
estructurada,261,19,2024-08-13,SMU,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SMU SA. SMU Credicorp Capital Comprar 129,00 240,00 » 240,00 86,05% 13/08/2024"
estructurada,261,16,2024-08-14,BSANTANDER,accion_local,Security,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER Security Neutral 78,16 47,00 -39,87% 14/08/2024"
no_interpretada,261,17,2024-08-14,CHILE,accion_local,Security,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE Security Neutral 188,88 115,00 -39,11% 14/08/2024"
no_interpretada,261,18,2024-08-14,ITAUCL,accion_local,Security,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Itad Chile ITAUCL Security Neutral 20.500,00 10.800,00 -47, 32% 14/08/2024"
no_interpretada,261,10,2024-08-16,BSANTANDER,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile or Morgan Stanley Igual al mercado 22,00 » 22,00 16/08/2024"
no_interpretada,261,11,2024-08-16,CHILE,accion_local,Morgan Stanley,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE (ADR) Morgan Stanley Igual al mercado 25,00 » 25,00 16/08/2024"
estructurada,261,12,2024-08-16,LTM,accion_local,MBI,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines L™ MBI Comprar 25,40 15,00 » 16,00 -37,01% 16/08/2024"
estructurada,9,11,2024-08-17,MALLPLAZA,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA Credicorp Capital Comprar 3.905,00 1.490,00 » 1.490,00 -61,84% 17/08/2024"
estructurada,261,9,2024-08-19,LTM-ADR,adr,Barclays Capital,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) Barclays Capital Sobreponderar 34,00 19/08/2024"
estructurada,300,22,2024-08-19,LTM-ADR,adr,Citi,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) citi Neutral 26,50 19/08/2024"
estructurada,300,21,2024-08-20,BSANTANDER,accion_local,Goldman Sachs,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile (aon) FR Goldman Sachs Neutral 18,00 » 21,00 20/08/2024"
estructurada,300,20,2024-08-22,SQM-ADR,adr,DEUTSCHE,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"ChE aN SQM (ADR) DEUTSCHE Mantener 36,00 » 35,00 22/08/2024"
estructurada,300,18,2024-08-22,VAPORES,accion_local,BTG Pactual,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"mar VAPORES BTG Pactual Neutral 47,20 57,00 » 63,00 33,47% 22/08/2024"
estructurada,300,14,2024-08-23,LTM-ADR,adr,DEUTSCHE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) DEUTSCHE Comprar 36,00 23/08/2024"
estructurada,6,9,2024-08-25,ILC,accion_local,BICE,En Revisión,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Inversiones La Construccion ILC BICE En Revision 21.700,00 - NA 25/08/2024"
estructurada,300,6,2024-08-26,CCU,accion_local,Goldman Sachs,Vender,-1.0,VENDER,VALIDADA_AUTOMATICA,,"Compafila Cervecerias ccu Goldman Sachs Vender 5.230,00 5.962,00 » 4.895,00 6A1% 26/08/2024"
no_interpretada,300,12,2024-08-26,CMPC,accion_local,BRADESCO,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc CORRETORA Neutral 1.074,00 2.100,00 » 2.100,00 95,53% 26/08/2024"
estructurada,300,5,2024-08-26,SQM-ADR,adr,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"sochicen, SQM (ADR) Jefferies Comprar 62,80 » 55,00 26/08/2024"
estructurada,299,24,2024-08-27,HAPAG-LLOYD,accion_extranjera,Barclays Capital,Subponderar,-1.0,VENDER,VALIDADA_AUTOMATICA,,"HAPAG-LLOYD HAPAG-LLOYD Barclays Capital Subponderar 90,00 » 80,00 27/08/2024"
estructurada,299,17,2024-08-28,FALABELLA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA Credicorp Capital Mantener 5.853,00 2.800,00 » 2.800,00 -52,16% 28/08/2024"
no_interpretada,299,16,2024-08-28,FALABELLA,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SAC. Falabella FALABELLA ITAU Igual al mercado 5.853,00 2.800,00 » 2.800,00 -52,16% 28/08/2024"
no_interpretada,299,20,2024-08-28,FALABELLA,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"S.AC.I. Falabella FALABELLA Estudios Sobreponderar 5.853,00 3.500,00 » 3.500,00 ~40,20% 28/08/2024"
estructurada,299,18,2024-08-28,FALABELLA,accion_local,Morgan Stanley,Subponderar,-1.0,VENDER,VALIDADA_AUTOMATICA,,"SAC. Falabella FALABELLA Morgan Stanley Subponderar 5.853,00 2.000,00 » 2.000,00 -65,83% 28/08/2024"
no_interpretada,299,23,2024-08-28,FALABELLA,accion_local,Security,Subponderar,-1.0,VENDER,VALIDADA_AUTOMATICA,,"S.AC.I. Falabella FALABELLA Security Subponderar 5.853,00 2.500,00 -57,29% 28/08/2024"
estructurada,299,13,2024-08-30,ENTEL,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Telecomunicaciones S.A. ENTEL JPMorgan Neutral 3.686,00 3.100,00 » 2.800,00 -24,04% 30/08/2024"
estructurada,299,10,2024-08-30,RIPLEY,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Ripley Corp S.A. RIPLEY Credicorp Capital Mantener 383,99 230,00 -40,10% 30/08/2024"
no_interpretada,299,11,2024-08-30,RIPLEY,accion_local,Security,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Ripley Corp S.A. RIPLEY Security ‘Sobreponderar 383,99 340,00 -11,46% 30/08/2024"
estructurada,299,8,2024-09-03,ENTEL,accion_local,MBI,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Te Tmicac SA. ENTEL MBI Comprar 3.686,00 4.300,00 » 3.700,00 0,38% 03/09/2024"
estructurada,299,6,2024-09-03,SQM-ADR,adr,Goldman Sachs,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"de Chile S.A. y SQM (ADR) Goldman Sachs Comprar 46,50 » 46.60 03/09/2024"
estructurada,298,16,2024-09-04,BSANTANDER,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER BCI Sobreponderar 78,16 53,00 -32,19% 04/09/2024"
estructurada,298,17,2024-09-04,CONCHATORO,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Vifia Concha y Toro S.A. CONCHATORO BCI Sobreponderar 856,10 1.400,00 63.53% 04/09/2024"
estructurada,298,10,2024-09-04,ECL,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"ECLSA ECL BICE Comprar 1.799,90 1.253,00 » 1.253,00 -30,39% 04/09/2024"
estructurada,298,9,2024-09-04,LTM,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines. LT™M BICE Comprar 25,40 15,60 » 15,60 -38,58% 04/09/2024"
estructurada,298,18,2024-09-04,MALLPLAZA,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA BCI Sobreponderar 3.905,00 1.700,00 -56,47% 04/09/2024"
estructurada,298,11,2024-09-04,MALLPLAZA,accion_local,BICE,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA BICE Comprar 3.905,00 1.649,00 » 1.649,00 57.77% 04/09/2024"
no_interpretada,298,12,2024-09-04,MALLPLAZA,accion_local,Itaú,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"MallPlaza MALLPLAZA ITAU Comprar 3.905,00 1.650,00 -57,75% 04/09/2024"
no_interpretada,298,14,2024-09-04,SQM-B,accion_local,Itaú,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Sociedad uimica yMinera sqm-8 ITAU Comprar 66.050,00 54.590,00 -17,35% 04/09/2024"
no_interpretada,297,23,2024-09-05,ANDINA-B,accion_local,Bank of America,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Embotelladora AndinaS.A. ANDINA-B (an) America Neutral 4.74700 3.000,00 » 3.200,00 -32,59% 05/09/2024"
estructurada,298,4,2024-09-05,CONCHATORO,accion_local,Jefferies,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Vifia Concha y Toro S.A. CONCHATORO Jefferies Mantener 856,10 1.200,00 » 1.200,00 40,17% 05/09/2024"
estructurada,298,5,2024-09-05,SECURITY,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Grupo Security SA. SECURITY Credicorp Capital Mantener 250,00 » 250,00 05/09/2024"
estructurada,298,6,2024-09-05,SQM-B,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sociedad Quimica y Minera soy. Credicorp Capital Mantener 66.050,00 51.495,00 » 51.495,00 -22,04% 05/09/2024"
no_interpretada,297,17,2024-09-06,CMPC,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. cmPc SCOTIA Igual al mercado 1.074,00 1.900,00 » 1.800,00 67.60% 06/09/2024"
estructurada,297,16,2024-09-06,COPEC,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPE JPMorgan Neutral 6.126,00 7.800,00 » 6.800,00 11,00% 06/09/2024"
no_interpretada,297,18,2024-09-06,COPEC,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC SCOTIA Igual al mercado 6.126,00 6.400,00 » 7.000,00 14.27% 06/09/2024"
estructurada,297,19,2024-09-06,QUINENCO,accion_local,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Quifienco S.A QUINENCO Jefferies Comprar 4.280,00 4.350,00 » 4.350,00 164% 06/09/2024"
estructurada,297,12,2024-09-09,BSANTANDER,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER _BTG Pactual Comprar 78,16 57,00 » 57,00 -27,07% 09/09/2024"
estructurada,297,7,2024-09-09,ENTEL,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"eee ena ENTEL JPMorgan Neutral 3.686,00 2.800,00 » 2.800,00 -24,04% 09/09/2024"
estructurada,297,13,2024-09-09,FALABELLA,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"SACL. Falabella FALABELLA BTG Pactual Comprar 5.853,00 3.100,00 » 3.100,00 -47,04% 09/09/2024"
estructurada,297,14,2024-09-09,LTM,accion_local,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines L™ BTG Pactual Comprar 25,40 17,00 » 17,00 -33,07% 09/09/2024"
estructurada,296,21,2024-09-10,CMPC,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas CMPC S.A. MPC JPMorgan Neutral 1.074,00 2.450,00 » 1.700,00 58.29% 10/09/2024"
estructurada,296,23,2024-09-10,ITAUCL,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Itai Chile ITAUCL JPMorgan Sobreponderar 20.500,00 16.500,00 » 16.500,00 -19,51% 10/09/2024"
estructurada,297,5,2024-09-10,PARAUCO,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO JPMorgan ‘Sobreponderar 3.968,10 1.850,00 » 1.850,00 -53,38% 10/09/2024"
no_interpretada,296,10,2024-09-11,CENCOSUD,accion_local,SCOTIA,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Cencosud S.A. CENCOSUD SCOTIA Igual al mercado 2.005,00 2.200,00 9,73% 11/09/2024"
estructurada,296,8,2024-09-11,FALABELLA,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SACI. Falabella FALABELLA BCI Neutral 5.853,00 2.860,00 » 3.600,00 -38,49% 11/09/2024"
estructurada,296,7,2024-09-11,ITAUCL,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Ita Chile ITAUCL JPMorgan ‘Sobreponderar 20.500,00 16.500,00 » 15.000,00 -26,83% 11/09/2024"
estructurada,296,13,2024-09-11,LTM,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Latam Airlines L™ Credicorp Capital 1 Comprar 25,40 15,40 » 15,40 -39,37% 11/09/2024"
estructurada,296,16,2024-09-11,LTM-ADR,adr,Citi,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Latam Airlines LTM (ADR) Citi Neutral 26,50 » 26,50 11/09/2024"
estructurada,296,15,2024-09-11,SQM-ADR,adr,BTG Pactual,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"de Chile S.A. SQM (ADR) BTG Pactual Comprar 78,00 » 78,00 11/09/2024"
no_interpretada,296,5,2024-09-12,CHILE,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE ITAU Igual al mercado 188,88 117,00 » 117,00 -38,06% 12/09/2024"
no_interpretada,295,21,2024-09-12,COLBUN,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Colbin S.A. COLBUN ITAU Igual al mercado 135,60 150,00 » 150,00 10.62% 12/09/2024"
estructurada,249,5,2024-09-12,CONCHATORO,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Vila Concha y Toro S.A. CONCHATORO —Credicorp Capital Mantener 856,10 1.270,00 » 1.270,00 48,35% 12/09/2024"
no_interpretada,295,20,2024-09-12,COPEC,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresas COPEC S.A. COPEC ITAU Igual al mercado 6.126,00 8.000,00 » 8.000,00 30,59% 12/09/2024"
estructurada,295,8,2024-09-13,BSANTANDER,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER —Credicorp Capital_~-Mantener 78,16 50,00 » 50,00 -36,03% 13/09/2024"
estructurada,295,15,2024-09-13,BSANTANDER,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco Santander-Chile a JPMorgan Neutral 21,00 13/09/2024"
estructurada,295,12,2024-09-13,CHILE,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE Credicorp Capital Mantener 188,88 110,00 » 110,00 -41,76% 13/09/2024"
estructurada,295,16,2024-09-13,CHILE,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Banco de Chile CHILE (ADR) JPMorgan Neutral 22,00 13/09/2024"
estructurada,295,11,2024-09-13,ITAUCL,accion_local,Credicorp Capital,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Itai Chile ITAUCL Credicorp Capital Comprar 20.500,00 12.000,00 » 12.000,00 -41,46% 13/09/2024"
estructurada,294,10,2024-09-16,BSANTANDER,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Santander-Chile BSANTANDER Estudios Sobreponderar 78,16 55,00 » 55,00 -29,63% 16/09/2024"
estructurada,294,19,2024-09-16,CCU,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Unidas SA. ccu BCI Neutral 5.230,00 6.800,00 » 6.000,00 14,72% 16/09/2024"
estructurada,294,20,2024-09-16,CONCHATORO,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Vifia Concha y Toro S.A. CONCHATORO BCI Sobreponderar 856,10 1.400,00 » 1.450,00 69,37% 16/09/2024"
estructurada,294,21,2024-09-16,EMBONOR-B,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Coca Cola Embonor S.A. EMBONOR-B BCI Sobreponderar 1.593,90 1.500,00 » 1.500,00 -5,89% 16/09/2024"
estructurada,295,5,2024-09-16,ILC,accion_local,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Inversiones La Construccién ILC Jefferies Comprar 21.700,00 10.000,00 » 10.000,00 -53,92% 16/09/2024"
no_interpretada,294,12,2024-09-16,ITAUCL,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Banco Itat Chile ITAUCL Estudios Sobreponderar 20.500,00 14.500,00 » 14.500,00 -29,27% 16/09/2024"
estructurada,294,25,2024-09-16,QUINENCO,accion_local,Jefferies,Comprar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Quifienco S.A. QUINENCO Jefferies Comprar 4.280,00 4.500,00 » 4.500,00 5.14% 16/09/2024"
no_interpretada,294,22,2024-09-16,SONDA,accion_local,Itaú,Igual al mercado,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Sonda S.A. SONDA ITAU Igual al mercado 305,00 400,00 » 400,00 31,15% 16/09/2024"
no_interpretada,294,16,2024-09-16,SQM-ADR,adr,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"de Chile S.A. SQM (ADR) Estudios ‘Sobreponderar 65,80 » 65,80 16/09/2024"
no_interpretada,294,14,2024-09-16,VAPORES,accion_local,LarrainVial Estudios,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"es SA. VAPORES Estudios Sobreponderar 47,20 110,00 » 110,00 133,05% 16/09/2024"
estructurada,294,7,2024-09-23,CENCOMALLS,accion_local,JPMorgan,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"CENCO MALLS: CENCOMALLS JPMorgan Neutral 2.249,90 1.800,00 » 1.900,00 -15,55% 23/09/2024"
estructurada,294,6,2024-09-23,PARAUCO,accion_local,JPMorgan,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Parque Arauco S.A. PARAUCO JPMorgan Sobreponderar 3.968,10 1.850,00 » 2.050,00 -48,34% 23/09/2024"
estructurada,293,20,2024-09-25,BESALCO,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Besalco S.A. BESALCO BCI ‘Sobreponderar 1.229,90 530,00 » 680,00 -44,71% 25/09/2024"
estructurada,293,16,2024-09-25,CAP,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Cap SA. cAP BCI ‘Sobreponderar 6.390,00 8.000,00 » 8.000,00 25.20% 25/09/2024"
estructurada,293,15,2024-09-25,ENTEL,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Empresa Nacional eC ENTEL Credicorp Capital Mantener 3.686,00 3.600,00 » 3.600,00 233% 25/09/2024"
estructurada,293,17,2024-09-25,FALABELLA,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SACI. Falabella FALABELLA BCI Neutral 5.853,00 3.600,00 » 3.600,00 -38,49% 25/09/2024"
estructurada,293,13,2024-09-25,FALABELLA,accion_local,Credicorp Capital,Mantener,0.0,MANTENER,VALIDADA_AUTOMATICA,,"SAC. Falabella FALABELLA Credicorp Capital Mantener 5.853,00 3.800,00 » 3.800,00 -35,08% 25/09/2024"
estructurada,293,21,2024-09-25,PAZ,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Paz Corp SA. PAZ BCI Neutral 580,00 » 570,00 25/09/2024"
estructurada,293,19,2024-09-25,SALFACORP,accion_local,BCI,Sobreponderar,1.0,COMPRAR,VALIDADA_AUTOMATICA,,"Salfacorp S.A. SALFACORP _—BCI ‘Sobreponderar 1.240,00 540,00 » 690,00 -44,35% 25/09/2024"
estructurada,293,22,2024-09-25,SOCOVESA,accion_local,BCI,Neutral,0.0,MANTENER,VALIDADA_AUTOMATICA,,"Socovesa S.A. SOCOVESA BCI Neutral 141,00 105,00 » 80,00 -43,26% 25/09/2024"
