date,nav
2014-06-02,100.0
2014-06-03,100.0
2014-06-04,100.0
2014-06-05,100.0
2014-06-06,100.0
2014-06-09,100.0
2014-06-10,100.0
2014-06-11,100.0
2014-06-12,100.0
2014-06-13,100.0
2014-06-16,100.0
2014-06-17,100.0
2014-06-18,100.0
2014-06-19,100.0
2014-06-20,100.0
2014-06-23,100.0
2014-06-24,100.0
2014-06-25,100.0
2014-06-26,100.0
2014-06-27,100.0
2014-06-30,100.0
2014-07-01,99.9
2014-07-02,100.2143821010187
2014-07-03,100.8378616715366
2014-07-07,100.58169761645951
2014-07-08,99.78209825998819
2014-07-09,100.49178582578752
2014-07-10,100.033836494991
2014-07-11,100.34262635356738
2014-07-14,101.01465051035721
2014-07-15,100.94965296230849
2014-07-16,101.37230997431818
2014-07-17,100.4994051775475
2014-07-18,101.4511111572195
2014-07-21,101.25707646760955
2014-07-22,101.66725049056775
2014-07-23,101.7468492046972
2014-07-24,101.79439684759232
2014-07-25,100.89580394954925
2014-07-28,100.83595083779782
2014-07-29,100.33701656052851
2014-07-30,100.53975269003388
2014-07-31,98.33917332860717
2014-08-01,97.87416214479222
2014-08-04,98.53919490540457
2014-08-05,97.50810339455356
2014-08-06,97.72330133754356
2014-08-07,97.1151798773174
2014-08-08,98.35368547340505
2014-08-11,98.48887516345908
2014-08-12,98.3523551858207
2014-08-13,99.06604917176614
2014-08-14,99.35102314012667
2014-08-15,99.34240242963338
2014-08-18,100.28897616607992
2014-08-19,100.78851190701661
2014-08-20,100.94947504844573
2014-08-21,101.41240222909776
2014-08-22,101.2860974058932
2014-08-25,101.64032873004817
2014-08-26,101.86606004229446
2014-08-27,101.86769990444077
2014-08-28,101.55697215321031
2014-08-29,101.71209079616088
2014-09-02,101.70467914754839
2014-09-03,101.67086443262306
2014-09-04,101.88916770210453
2014-09-05,102.37169184056104
2014-09-08,102.21322843078069
2014-09-09,101.32469269407713
2014-09-10,101.73741039542503
2014-09-11,101.67391625678287
2014-09-12,101.36108334856364
2014-09-15,101.2101340155981
2014-09-16,101.91304135282087
2014-09-17,102.13283045384193
2014-09-18,102.77068339070088
2014-09-19,102.88390368132475
2014-09-22,102.01151378436889
2014-09-23,101.34434056849072
2014-09-24,102.12941650560026
2014-09-25,100.37178444076508
2014-09-26,101.48500089561163
2014-09-29,101.322865787186
2014-09-30,101.57144977735878
2014-10-01,100.16096354000794
2014-10-02,100.20094314802388
2014-10-03,101.28975554033029
2014-10-06,101.14826050821173
2014-10-07,99.52945222123967
2014-10-08,101.40975610124049
2014-10-09,99.3812963896112
2014-10-10,98.2772060766159
2014-10-13,96.77856514973976
2014-10-14,96.88616557042728
2014-10-15,95.6018555875589
2014-10-16,95.30460860149059
2014-10-17,96.29540592187251
2014-10-20,97.32096732764087
2014-10-21,99.12720808172917
2014-10-22,98.42781063087074
2014-10-23,99.68426836100788
2014-10-24,99.97747507052641
2014-10-27,99.85978031942945
2014-10-28,100.62979998940598
2014-10-29,100.78715267609829
2014-10-30,101.45491980504055
2014-10-31,102.72849311563802
2014-11-03,102.7751967915404
2014-11-04,102.97203261186316
2014-11-05,103.22426720927572
2014-11-06,103.58954180028874
2014-11-07,103.71640066823886
2014-11-10,104.1335389905864
2014-11-11,104.35086682986316
2014-11-12,104.43984272604713
2014-11-13,104.71228093345323
2014-11-14,104.80852010099615
2014-11-17,104.70745724438265
2014-11-18,105.08716820923925
2014-11-19,105.28454640352308
2014-11-20,105.6373349049633
2014-11-21,106.12757395826861
2014-11-24,106.36397979965064
2014-11-25,106.36583874056552
2014-11-26,106.6622946734626
2014-11-28,106.83518737568795
2014-12-01,106.13090896736408
2014-12-02,106.70468685340944
2014-12-03,106.95276750376512
2014-12-04,106.91417060629048
2014-12-05,107.10017292412408
2014-12-08,106.3854096355817
2014-12-09,106.189719170281
2014-12-10,104.75034054689729
