review_date,n_eligible,n_selected,tickers_selected
2021-03-31,27,6,"BAC,CVX,FCX,MS,WFC,XOM"
2021-04-30,29,6,"AXP,BAC,FCX,MS,WFC,XOM"
2021-05-28,29,6,"BAC,FCX,MS,TGT,UPS,WFC"
2021-06-30,30,6,"FCX,GOOG,NVDA,TGT,UPS,WFC"
2021-07-30,29,6,"AXP,FCX,MS,NKE,NVDA,TGT"
2021-08-31,28,6,"GOOG,GOOGL,MSFT,NKE,NVDA,TGT"
2021-09-30,19,6,"GOOG,GOOGL,MS,NVDA,PFE,WFC"
2021-10-29,25,6,"BAC,MS,MSFT,NVDA,WFC,XOM"
2021-11-30,20,6,"BAC,CVX,MSFT,NVDA,WFC,XOM"
2021-12-31,23,6,"AAPL,FCX,MSFT,NVDA,PFE,UNH"
2022-01-31,20,6,"AAPL,CVX,NVDA,PFE,UNH,XOM"
2022-02-28,14,6,"AXP,CVX,FCX,KO,WFC,XOM"
2022-03-31,17,6,"AXP,CVX,FCX,NVDA,UNH,XOM"
2022-04-29,11,6,"CVX,FCX,KO,MRK,UNH,XOM"
2022-05-31,8,6,"CVX,JNJ,MRK,PFE,UNH,XOM"
2022-06-30,8,6,"CVX,KO,MRK,PFE,UNH,XOM"
2022-07-29,10,6,"CVX,MCD,MRK,PFE,UNH,XOM"
2022-08-31,6,6,"CVX,KO,MCD,MRK,UNH,XOM"
2022-09-30,3,3,"MRK,UNH,XOM"
2022-10-31,11,6,"CVX,MCD,MRK,SBUX,UNH,XOM"
2022-11-30,17,6,"CVX,FCX,MRK,SBUX,WMT,XOM"
2022-12-30,16,6,"CVX,FCX,HON,MRK,NKE,XOM"
2023-01-31,21,6,"FCX,MRK,NKE,NVDA,SBUX,XOM"
2023-02-28,17,6,"FCX,MRK,NKE,NVDA,SBUX,XOM"
2023-03-31,21,6,"AXP,FCX,MRK,NVDA,SBUX,XOM"
2023-04-28,22,6,"AAPL,MCD,MRK,MSFT,NVDA,SBUX"
2023-05-31,12,6,"AAPL,AMZN,GOOG,GOOGL,MSFT,NVDA"
2023-06-30,21,6,"AAPL,AMZN,GOOG,GOOGL,MSFT,NVDA"
2023-07-31,22,6,"AAPL,AMZN,GOOG,GOOGL,MSFT,NVDA"
2023-08-31,14,6,"AMZN,FCX,GOOG,GOOGL,INTC,NVDA"
2023-09-29,12,6,"CVX,GOOG,GOOGL,INTC,NVDA,XOM"
2023-10-31,10,6,"AMZN,GOOG,INTC,MSFT,NVDA,UNH"
2023-11-30,18,6,"AMZN,INTC,MSFT,NVDA,UNH,V"
2023-12-29,23,6,"AMZN,BAC,INTC,MSFT,NVDA,TGT"
2024-01-31,23,6,"AXP,BAC,INTC,MSFT,NVDA,WFC"
2024-02-29,23,6,"AMZN,AXP,MRK,MSFT,NVDA,WFC"
2024-03-28,24,6,"AMZN,AXP,DIS,NVDA,TGT,WFC"
2024-04-30,20,6,"AXP,EBAY,FCX,NVDA,TGT,WFC"
2024-05-31,21,6,"AXP,FCX,GOOG,GOOGL,NVDA,WFC"
