date,nav
2014-06-02,100.0
2014-06-03,100.0
2014-06-04,100.0
2014-06-05,100.0
2014-06-06,100.0
2014-06-09,100.0
2014-06-10,100.0
2014-06-11,100.0
2014-06-12,100.0
2014-06-13,100.0
2014-06-16,100.0
2014-06-17,100.0
2014-06-18,100.0
2014-06-19,100.0
2014-06-20,100.0
2014-06-23,100.0
2014-06-24,100.0
2014-06-25,100.0
2014-06-26,100.0
2014-06-27,100.0
2014-06-30,100.0
2014-07-01,99.9
2014-07-02,100.12892619932397
2014-07-03,100.68820900875562
2014-07-07,100.41142303542331
2014-07-08,99.704450406842
2014-07-09,100.41047392307946
2014-07-10,99.97933836836489
2014-07-11,100.05145671593331
2014-07-14,100.73383058239418
2014-07-15,100.54994152343163
2014-07-16,101.1107675072901
2014-07-17,100.2190043260628
2014-07-18,101.14419414871168
2014-07-21,100.98276974640798
2014-07-22,101.43501313515354
2014-07-23,101.4148487627832
2014-07-24,101.41956778156316
2014-07-25,100.83791202138353
2014-07-28,100.85290287804558
2014-07-29,100.26654406542596
2014-07-30,100.46726427527604
2014-07-31,98.23157442492747
2014-08-01,97.76538422768245
2014-08-04,98.5156154369165
2014-08-05,97.39781094357323
2014-08-06,97.49470193247564
2014-08-07,96.87775083946217
2014-08-08,98.27266558484628
2014-08-11,98.53421234021334
2014-08-12,98.34592795576798
2014-08-13,99.27672271649183
2014-08-14,99.38846744202458
2014-08-15,99.48665390770431
2014-08-18,100.42179510183601
2014-08-19,100.91932779316679
2014-08-20,101.01603412972622
2014-08-21,101.18476763071793
2014-08-22,101.10809664643345
2014-08-25,101.5015185810919
2014-08-26,101.65638339242946
2014-08-27,101.5854290516904
2014-08-28,101.36131573687355
2014-08-29,101.67702458093069
2014-09-02,101.54952215377371
2014-09-03,101.49460803787508
2014-09-04,101.65094099515407
2014-09-05,102.13596961637981
2014-09-08,102.09167944137708
2014-09-09,101.27660630830577
2014-09-10,101.61856528061912
2014-09-11,101.57062125963189
2014-09-12,101.21419145570393
2014-09-15,101.04709134316828
2014-09-16,101.7479238243866
2014-09-17,102.01556626736141
2014-09-18,102.74180604930132
2014-09-19,102.76204358133037
2014-09-22,101.94392263992485
2014-09-23,101.26240223381893
2014-09-24,101.92522095124109
2014-09-25,100.0909268377864
2014-09-26,101.38855744057592
2014-09-29,101.17818197283393
2014-09-30,101.45892369065297
2014-10-01,99.97892578954485
2014-10-02,100.00328873586437
2014-10-03,101.1301145633004
2014-10-06,100.94767087274498
2014-10-07,99.388941829312
2014-10-08,101.29424191226646
2014-10-09,99.3551763201121
2014-10-10,98.04771867123324
2014-10-13,96.46839463711949
2014-10-14,96.65553544900865
2014-10-15,95.2144212546694
2014-10-16,94.83283028233143
2014-10-17,95.8008301647316
2014-10-20,96.93890093870151
2014-10-21,98.65184943974138
2014-10-22,98.07808963436192
2014-10-23,99.42731401294023
2014-10-24,100.107315611358
2014-10-27,99.95114180054861
2014-10-28,100.7799757603221
2014-10-29,101.0286487191086
2014-10-30,101.42273844059734
2014-10-31,102.56217587888383
2014-11-03,102.81194321198713
2014-11-04,103.130038106629
2014-11-05,103.68885040497581
2014-11-06,104.08988774443888
2014-11-07,103.9817281922907
2014-11-10,104.42812432364104
2014-11-11,104.44296403187434
2014-11-12,104.68599976731727
2014-11-13,105.17432061016132
2014-11-14,104.98929190048105
2014-11-17,105.03612677596432
2014-11-18,105.55198524284866
2014-11-19,105.72767995469806
2014-11-20,106.10337944246434
2014-11-21,106.43576781482517
2014-11-24,106.83675373010833
2014-11-25,106.90256683434943
2014-11-26,107.3800428187923
2014-11-28,108.3426882463799
2014-12-01,107.64190187969398
2014-12-02,108.22930142872164
2014-12-03,108.40192505289893
2014-12-04,108.38566095430302
2014-12-05,108.97363663510569
2014-12-08,108.47076298349728
2014-12-09,108.14134032407722
2014-12-10,106.92333012821229
